individualID,projectID,scientificName,scientificAbbreviation,dayCollected,monthCollected,yearCollected,locality,decimalLatitudeOriginal,decimalLongitudeOriginal,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,depthOfColonyinMetersOriginal,depthOfColonyinMetersCorrected,EcoPlotID_full,k_value_GBR1,long_GBR1,lat_GBR1,k_value_GBR4,long_GBR4,lat_GBR4
233,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
233,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
234,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
234,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
235,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
236,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
236,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
237,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
237,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
238,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
238,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
239,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
239,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
240,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
240,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
241,ECO03,Pocillopora verrucosa,Pver,17,9,2021,Heron,-23.471972,151.9777105,-23.471972,151.9777105,GPS EcoRRAP sites,60,Dec-15,6,CBHE_FR1S,9,151.975371,-23.469904,8.8,151.978788,-23.476022
242,ECO03,Pocillopora verrucosa,Pver,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
244,ECO03,Pocillopora verrucosa,Pver,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
245,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
245,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
246,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
247,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
247,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
248,ECO03,Pocillopora verrucosa,Pver,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
249,ECO03,Pocillopora verrucosa,Pver,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
250,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
250,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
251,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
251,ECO03,Stylophora pistillata,Spis,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
252,ECO03,Pocillopora verrucosa,Pver,17,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
253,ECO03,Stylophora pistillata,Spis,18,9,2021,Heron,-23.428043,151.952453,-23.4281955,151.95204,GPS EcoRRAP sites,6,Dec-15,11.7,CBHE_BA1D_P4,13,151.950371,-23.429904,12.75,151.948788,-23.416022
253,ECO03,Stylophora pistillata,Spis,18,9,2021,Heron,-23.428043,151.952453,-23.4281955,151.95204,GPS EcoRRAP sites,6,Dec-15,11.7,CBHE_BA1D_P4,13,151.950371,-23.429904,12.75,151.948788,-23.416022
254,ECO03,Acropora cytherea,Acyt,18,9,2021,Heron,-23.428043,151.952453,-23.4280535,151.952309,GPS EcoRRAP sites,6,Dec-15,11.7,CBHE_BA1D_P2,13,151.950371,-23.429904,12.75,151.948788,-23.416022
255,ECO03,Acropora hyacinthus,Ahya,18,9,2021,Heron,-23.428043,151.952453,-23.4280535,151.952309,GPS EcoRRAP sites,6,Dec-15,11.7,CBHE_BA1D_P2,13,151.950371,-23.429904,12.75,151.948788,-23.416022
256,ECO03,Stylophora pistillata,Spis,18,9,2021,Heron,-23.428043,151.952453,-23.4280415,151.9524235,GPS EcoRRAP sites,6,Dec-15,11.7,CBHE_BA1D_P1,13,151.950371,-23.429904,12.75,151.948788,-23.416022
256,ECO03,Stylophora pistillata,Spis,18,9,2021,Heron,-23.428043,151.952453,-23.4280415,151.9524235,GPS EcoRRAP sites,6,Dec-15,11.7,CBHE_BA1D_P1,13,151.950371,-23.429904,12.75,151.948788,-23.416022
257,ECO03,Pocillopora verrucosa,Pver,18,9,2021,Heron,-23.428043,151.952453,-23.428095,151.952179,GPS EcoRRAP sites,6,Dec-15,11.3,CBHE_BA1D_P3,13,151.950371,-23.429904,12.75,151.948788,-23.416022
258,ECO03,Pocillopora verrucosa,Pver,19,9,2021,Heron,-23.4284405,151.952418,-23.428403,151.952614,GPS EcoRRAP sites,6,1-May,5.1,CBHE_BA1S_P1,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
259,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.428403,151.952614,GPS EcoRRAP sites,6,1-May,5.1,CBHE_BA1S_P1,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
259,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.428403,151.952614,GPS EcoRRAP sites,6,1-May,5.1,CBHE_BA1S_P1,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
260,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.428403,151.952614,GPS EcoRRAP sites,6,1-May,5.1,CBHE_BA1S_P1,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
260,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.428403,151.952614,GPS EcoRRAP sites,6,1-May,5.1,CBHE_BA1S_P1,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
261,ECO03,Pocillopora verrucosa,Pver,19,9,2021,Heron,-23.4284405,151.952418,-23.428403,151.952614,GPS EcoRRAP sites,6,1-May,5.1,CBHE_BA1S_P1,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
262,ECO03,Pocillopora verrucosa,Pver,19,9,2021,Heron,-23.4284405,151.952418,-23.428403,151.952614,GPS EcoRRAP sites,6,1-May,5.1,CBHE_BA1S_P1,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
263,ECO03,Pocillopora verrucosa,Pver,19,9,2021,Heron,-23.4284405,151.952418,-23.428403,151.952614,GPS EcoRRAP sites,6,1-May,5.1,CBHE_BA1S_P1,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
264,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.4284495,151.952358,GPS EcoRRAP sites,6,1-May,4,CBHE_BA1S_P3,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
265,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.4284495,151.952358,GPS EcoRRAP sites,6,1-May,4,CBHE_BA1S_P3,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
265,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.4284495,151.952358,GPS EcoRRAP sites,6,1-May,4,CBHE_BA1S_P3,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
266,ECO03,Pocillopora verrucosa,Pver,19,9,2021,Heron,-23.4284405,151.952418,-23.4284495,151.952358,GPS EcoRRAP sites,6,1-May,4,CBHE_BA1S_P3,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
267,ECO03,Pocillopora verrucosa,Pver,19,9,2021,Heron,-23.4284405,151.952418,-23.4284495,151.952358,GPS EcoRRAP sites,6,1-May,4,CBHE_BA1S_P3,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
268,ECO03,Pocillopora verrucosa,Pver,19,9,2021,Heron,-23.4284405,151.952418,-23.428454,151.9524855,GPS EcoRRAP sites,6,1-May,4.8,CBHE_BA1S_P2,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
269,ECO03,Pocillopora verrucosa,Pver,19,9,2021,Heron,-23.4284405,151.952418,-23.4284645,151.9522105,GPS EcoRRAP sites,6,1-May,5,CBHE_BA1S_P4,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
270,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.4284645,151.9522105,GPS EcoRRAP sites,6,1-May,5,CBHE_BA1S_P4,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
270,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.4284645,151.9522105,GPS EcoRRAP sites,6,1-May,5,CBHE_BA1S_P4,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
271,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.4284645,151.9522105,GPS EcoRRAP sites,6,1-May,5,CBHE_BA1S_P4,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
272,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.4284645,151.9522105,GPS EcoRRAP sites,6,1-May,5,CBHE_BA1S_P4,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
272,ECO03,Stylophora pistillata,Spis,19,9,2021,Heron,-23.4284405,151.952418,-23.4284645,151.9522105,GPS EcoRRAP sites,6,1-May,5,CBHE_BA1S_P4,5.35,151.950371,-23.429904,5.5,151.948788,-23.416022
273,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
273,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
274,ECO03,Pocillopora verrucosa,Pver,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
275,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
275,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
276,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
277,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.471902,151.977954,GPS EcoRRAP sites,10,1-May,5.7,CBHE_FR1S_P4,9,151.980371,-23.469904,8.8,151.978788,-23.476022
277,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.471902,151.977954,GPS EcoRRAP sites,10,1-May,5.7,CBHE_FR1S_P4,9,151.980371,-23.469904,8.8,151.978788,-23.476022
278,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.471902,151.977954,GPS EcoRRAP sites,10,1-May,5.7,CBHE_FR1S_P4,9,151.980371,-23.469904,8.8,151.978788,-23.476022
278,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.471902,151.977954,GPS EcoRRAP sites,10,1-May,5.7,CBHE_FR1S_P4,9,151.980371,-23.469904,8.8,151.978788,-23.476022
279,ECO03,Pocillopora verrucosa,Pver,NA,9,2021,Heron,-23.472098,151.977937,-23.472098,151.977937,GPS EcoRRAP sites,60,Dec-15,11.6,CBHE_FR1D,13,151.980371,-23.469904,12.75,151.978788,-23.476022
280,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
280,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
281,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
281,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
282,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
282,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
283,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
283,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
284,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
285,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
285,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.4719215,151.9778785,GPS EcoRRAP sites,6,1-May,5.9,CBHE_FR1S_P3,9,151.980371,-23.469904,8.8,151.978788,-23.476022
286,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.471902,151.977954,GPS EcoRRAP sites,10,1-May,5.7,CBHE_FR1S_P4,9,151.980371,-23.469904,8.8,151.978788,-23.476022
286,ECO03,Stylophora pistillata,Spis,20,9,2021,Heron,-23.471972,151.9777105,-23.471902,151.977954,GPS EcoRRAP sites,10,1-May,5.7,CBHE_FR1S_P4,9,151.980371,-23.469904,8.8,151.978788,-23.476022
303,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
304,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
305,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
306,ECO03,Acropora hyacinthus,Ahya,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
307,ECO03,Acropora hyacinthus,Ahya,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
308,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
309,ECO03,Acropora hyacinthus,Ahya,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
310,ECO03,Acropora hyacinthus,Ahya,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
311,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
312,ECO03,Acropora hyacinthus,Ahya,24,10,2021,Moore_Reef,-16.8472105,146.217424,-16.8472105,146.217424,GPS EcoRRAP sites,60,5,4.1,ONMO_BA1S,5.35,146.215371,-16.844904,5.5,146.218788,-16.846022
313,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
314,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
314,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
315,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
315,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
316,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
316,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
317,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
317,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
318,ECO03,Acropora hyacinthus,Ahya,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
319,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
320,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
320,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
321,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
321,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
322,ECO03,Stylophora pistillata,Spis,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
323,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
324,ECO03,Acropora hyacinthus,Ahya,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
325,ECO03,Acropora hyacinthus,Ahya,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
326,ECO03,Pocillopora verrucosa,Pver,24,10,2021,Moore_Reef,-16.8485425,146.237223,-16.8485425,146.237223,GPS EcoRRAP sites,60,5,3.8,ONMO_FL1S,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
327,ECO03,Stylophora pistillata,Spis,25,10,2021,Moore_Reef,-16.872083,146.2536695,-16.872083,146.2536695,GPS EcoRRAP sites,60,10-Dec,10.4,ONMO_FR1D,13,146.255371,-16.869904,12.75,146.248788,-16.876022
327,ECO03,Stylophora pistillata,Spis,25,10,2021,Moore_Reef,-16.872083,146.2536695,-16.872083,146.2536695,GPS EcoRRAP sites,60,10-Dec,10.4,ONMO_FR1D,13,146.255371,-16.869904,12.75,146.248788,-16.876022
328,ECO03,Stylophora pistillata,Spis,25,10,2021,Moore_Reef,-16.872083,146.2536695,-16.872083,146.2536695,GPS EcoRRAP sites,60,10-Dec,10.4,ONMO_FR1D,13,146.255371,-16.869904,12.75,146.248788,-16.876022
