individualID,projectID,scientificName,scientificAbbreviation,dayCollected,monthCollected,yearCollected,locality,decimalLatitudeOriginal,decimalLongitudeOriginal,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,depthOfColonyinMetersOriginal,depthOfColonyinMetersCorrected,EcoPlotID_full,k_value_GBR1,long_GBR1,lat_GBR1,k_value_GBR4,long_GBR4,lat_GBR4
BLCH91B,ECO03_BLCH,Acropora millepora,Amil,30,3,2022,Davies,NA,NA,-18.814435,147.636895,NA,6,NA,3.5,OCDA_BA2S_P4,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH92A,ECO03_BLCH,Pocillopora verrucosa,Pver,30,3,2022,Davies,NA,NA,-18.81449451,147.637185,NA,6,NA,3.2,OCDA_BA2S_P1,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH92B,ECO03_BLCH,Acropora hyacinthus,Ahya,30,3,2022,Davies,NA,NA,-18.814435,147.636895,NA,6,NA,3.5,OCDA_BA2S_P4,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH93A,ECO03_BLCH,Stylophora pistillata,Spis,30,3,2022,Davies,NA,NA,-18.81449451,147.637185,NA,6,NA,3.2,OCDA_BA2S_P1,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH93B,ECO03_BLCH,Acropora hyacinthus,Ahya,30,3,2022,Davies,NA,NA,-18.814435,147.636895,NA,6,NA,3.5,OCDA_BA2S_P4,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH94A,ECO03_BLCH,Pocillopora damicornis,Pdam,30,3,2022,Davies,NA,NA,-18.81449451,147.637185,NA,6,NA,3.2,OCDA_BA2S_P1,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH94B,ECO03_BLCH,Seriatopora hystrix,Shys,30,3,2022,Davies,NA,NA,-18.81445,147.63709,NA,6,NA,2.7,OCDA_BA2S_P2,5.35,147.635371,-18.814904,3,147.628788,-18.826022
BLCH95A,ECO03_BLCH,Pocillopora damicornis,Pdam,30,3,2022,Davies,NA,NA,-18.81449451,147.637185,NA,6,NA,3.2,OCDA_BA2S_P1,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH95B,ECO03_BLCH,Acropora millepora,Amil,31,3,2022,Davies,NA,NA,-18.83318052,147.6332905,NA,6,NA,2.3,OCDA_LA1S_P4,2.35,147.635371,-18.834904,3,147.628788,-18.826022
BLCH96A,ECO03_BLCH,Pocillopora damicornis,Pdam,30,3,2022,Davies,NA,NA,-18.81449451,147.637185,NA,6,NA,3.2,OCDA_BA2S_P1,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH96B,ECO03_BLCH,Seriatopora hystrix,Shys,31,3,2022,Davies,NA,NA,-18.83318052,147.6332905,NA,6,NA,2.3,OCDA_LA1S_P4,2.35,147.635371,-18.834904,3,147.628788,-18.826022
BLCH97A,ECO03_BLCH,Pocillopora verrucosa,Pver,30,3,2022,Davies,NA,NA,-18.81449451,147.637185,NA,6,NA,3.2,OCDA_BA2S_P1,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH97B,ECO03_BLCH,Seriatopora hystrix,Shys,31,3,2022,Davies,NA,NA,-18.83318052,147.6332905,NA,6,NA,2.3,OCDA_LA1S_P4,2.35,147.635371,-18.834904,3,147.628788,-18.826022
BLCH98A,ECO03_BLCH,Stylophora pistillata,Spis,30,3,2022,Davies,NA,NA,-18.81449451,147.637185,NA,6,NA,3.2,OCDA_BA2S_P1,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH98B,ECO03_BLCH,Acropora millepora,Amil,31,3,2022,Davies,NA,NA,-18.83318052,147.6332905,NA,6,NA,2.3,OCDA_LA1S_P4,2.35,147.635371,-18.834904,3,147.628788,-18.826022
BLCH99A,ECO03_BLCH,Stylophora pistillata,Spis,30,3,2022,Davies,NA,NA,-18.81449451,147.637185,NA,6,NA,3.2,OCDA_BA2S_P1,5.35,147.635371,-18.814904,5.5,147.628788,-18.826022
BLCH99B,ECO03_BLCH,Acropora millepora,Amil,31,3,2022,Davies,NA,NA,-18.83318052,147.6332905,NA,6,NA,2.3,OCDA_LA1S_P4,2.35,147.635371,-18.834904,3,147.628788,-18.826022
BLCH9A,ECO03_BLCH,Stylophora pistillata,Spis,28,3,2022,Davies,NA,NA,-18.8259,147.62727,NA,10,NA,4.4,OCDA_BA1S_P1,5.35,147.625371,-18.824904,5.5,147.628788,-18.826022
BLCH9B,ECO03_BLCH,Seriatopora hystrix,Shys,28,3,2022,Davies,NA,NA,-18.81961901,147.6637135,NA,6,NA,4.9,OCDA_FR1S_P1,5.35,147.665371,-18.819904,5.5,147.658788,-18.826022
2232,ECO03,Porites massive,Pmas,18,2,2023,Moore_Reef,-16.84844,146.2373,-16.8485545,146.2374375,GPS EcoRRAP sites,6,Oct-15,9.9,ONMO_FL1D_P1,13,146.235371,-16.849904,12.75,146.248788,-16.846022
2233,ECO03,Pachyseris speciosa,Pspe,18,2,2023,Moore_Reef,-16.84844,146.2373,-16.848455,146.2373245,GPS EcoRRAP sites,6,Oct-15,10,ONMO_FL1D_P2,13,146.235371,-16.849904,12.75,146.248788,-16.846022
2234,ECO03,Porites massive,Pmas,18,2,2023,Moore_Reef,-16.84844,146.2373,-16.8483585,146.237261,GPS EcoRRAP sites,6,Oct-15,9.6,ONMO_FL1D_P3,13,146.235371,-16.849904,12.75,146.248788,-16.846022
2235,ECO03,Porites massive,Pmas,18,2,2023,Moore_Reef,-16.84844,146.2373,-16.8483175,146.2371315,GPS EcoRRAP sites,6,Oct-15,10.1,ONMO_FL1D_P4,13,146.235371,-16.849904,12.75,146.248788,-16.846022
2236,ECO03,Porites massive,Pmas,18,2,2023,Moore_Reef,-16.8485,146.23726,-16.8486695,146.237388,GPS EcoRRAP sites,6,5-Aug,3.9,ONMO_FL1S_P1,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
2237,ECO03,Porites massive,Pmas,18,2,2023,Moore_Reef,-16.8485,146.23726,-16.848496,146.2371905,GPS EcoRRAP sites,6,5-Aug,2.7,ONMO_FL1S_P3,5.35,146.235371,-16.849904,3,146.248788,-16.846022
2238,ECO03,Porites massive,Pmas,18,2,2023,Moore_Reef,-16.8485,146.23726,-16.8484175,146.2370605,GPS EcoRRAP sites,6,5-Aug,4.4,ONMO_FL1S_P4,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
2239,ECO03,Porites massive,Pmas,18,2,2023,Moore_Reef,-16.8485,146.23726,-16.848496,146.2371905,GPS EcoRRAP sites,6,5-Aug,2.7,ONMO_FL1S_P3,5.35,146.235371,-16.849904,3,146.248788,-16.846022
2240,ECO03,Porites massive,Pmas,18,2,2023,Moore_Reef,-16.8485,146.23726,-16.848538,146.237323,GPS EcoRRAP sites,6,5-Aug,4.1,ONMO_FL1S_P2,5.35,146.235371,-16.849904,5.5,146.248788,-16.846022
2241,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6875135,145.4651275,GPS EcoRRAP sites,6,5-Aug,3.4,ONLI_LA1S_P1,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2242,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6875135,145.4651275,GPS EcoRRAP sites,6,5-Aug,3.4,ONLI_LA1S_P1,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2243,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6875135,145.4651275,GPS EcoRRAP sites,6,5-Aug,3.4,ONLI_LA1S_P1,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2244,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6876155,145.465167,GPS EcoRRAP sites,6,5-Aug,3.4,ONLI_LA1S_P2,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2245,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6876155,145.465167,GPS EcoRRAP sites,6,5-Aug,3.4,ONLI_LA1S_P2,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2246,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6876155,145.465167,GPS EcoRRAP sites,6,5-Aug,3.4,ONLI_LA1S_P2,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2247,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6878365,145.465296,GPS EcoRRAP sites,6,5-Aug,3.8,ONLI_LA1S_P3,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2248,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6878365,145.465296,GPS EcoRRAP sites,6,5-Aug,3.8,ONLI_LA1S_P3,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2249,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6878365,145.465296,GPS EcoRRAP sites,6,5-Aug,3.8,ONLI_LA1S_P3,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2250,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6879075,145.46540100000001,GPS EcoRRAP sites,6,5-Aug,4.1,ONLI_LA1S_P4,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2251,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6879075,145.46540100000001,GPS EcoRRAP sites,6,5-Aug,4.1,ONLI_LA1S_P4,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2252,ECO03,Porites massive,Pmas,19,2,2023,Lizard_Island,-14.68768,145.46523,-14.6879075,145.46540100000001,GPS EcoRRAP sites,6,5-Aug,4.1,ONLI_LA1S_P4,5.35,145.465371,-14.689904,5.5,145.468788,-14.686022
2253,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,60,5-Aug,4.7,ONLI_BA1S_P1,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2254,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,60,5-Aug,4.7,ONLI_BA1S_P1,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2255,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,30,5-Aug,3.7,ONLI_BA1S_P2,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2256,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,30,5-Aug,3.7,ONLI_BA1S_P2,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2257,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,30,5-Aug,3.7,ONLI_BA1S_P2,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2258,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,30,5-Aug,4.3,ONLI_BA1S_P3,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2259,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,30,5-Aug,4.3,ONLI_BA1S_P3,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2260,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,30,5-Aug,4.3,ONLI_BA1S_P3,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2261,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,60,5-Aug,4.9,ONLI_BA1S_P4,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2262,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,60,5-Aug,4.9,ONLI_BA1S_P4,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2263,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.6507,145.45024,-14.650714,145.450096,GPS EcoRRAP sites,60,5-Aug,4.9,ONLI_BA1S_P4,5.35,145.450371,-14.649904,5.5,145.438788,-14.656022
2264,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,60,3-May,2,ONLI_BA2S_P1,2.35,145.440371,-14.669904,3,145.438788,-14.656022
2265,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,60,3-May,2,ONLI_BA2S_P1,2.35,145.440371,-14.669904,3,145.438788,-14.656022
2266,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,30,3-May,2.1,ONLI_BA2S_P2,2.35,145.440371,-14.669904,3,145.438788,-14.656022
2267,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,30,3-May,2.1,ONLI_BA2S_P2,2.35,145.440371,-14.669904,3,145.438788,-14.656022
2268,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,30,3-May,2.1,ONLI_BA2S_P2,2.35,145.440371,-14.669904,3,145.438788,-14.656022
2269,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,30,3-May,3,ONLI_BA2S_P3,5.35,145.440371,-14.669904,3,145.438788,-14.656022
2270,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,30,3-May,3,ONLI_BA2S_P3,5.35,145.440371,-14.669904,3,145.438788,-14.656022
2271,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,30,3-May,3,ONLI_BA2S_P3,5.35,145.440371,-14.669904,3,145.438788,-14.656022
2272,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,30,3-May,3,ONLI_BA2S_P3,5.35,145.440371,-14.669904,3,145.438788,-14.656022
2273,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,60,3-May,4.8,ONLI_BA2S_P4,5.35,145.440371,-14.669904,5.5,145.438788,-14.656022
2274,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,60,3-May,4.8,ONLI_BA2S_P4,5.35,145.440371,-14.669904,5.5,145.438788,-14.656022
2275,ECO03,Porites massive,Pmas,20,2,2023,Lizard_Island,-14.66776,145.44197,-14.667794,145.441894,GPS EcoRRAP sites,60,3-May,4.8,ONLI_BA2S_P4,5.35,145.440371,-14.669904,5.5,145.438788,-14.656022
2276,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649595,145.493099,GPS EcoRRAP sites,6,5-Aug,4.9,ONLI_FR2S_P1,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2277,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649595,145.493099,GPS EcoRRAP sites,6,5-Aug,4.9,ONLI_FR2S_P1,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2278,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649595,145.493099,GPS EcoRRAP sites,6,5-Aug,4.9,ONLI_FR2S_P1,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2279,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649595,145.493099,GPS EcoRRAP sites,6,5-Aug,4.9,ONLI_FR2S_P1,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2280,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649456,145.492929,GPS EcoRRAP sites,6,5-Aug,4.3,ONLI_FR2S_P3,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2281,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649456,145.492929,GPS EcoRRAP sites,6,5-Aug,4.3,ONLI_FR2S_P3,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2282,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649456,145.492929,GPS EcoRRAP sites,6,5-Aug,4.3,ONLI_FR2S_P3,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2283,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649549,145.493068,GPS EcoRRAP sites,6,5-Aug,4.6,ONLI_FR2S_P2,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2284,ECO03,Seriatopora hystrix,Shys,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649549,145.493068,GPS EcoRRAP sites,6,5-Aug,4.6,ONLI_FR2S_P2,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2285,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.6494,145.49286,-14.649549,145.493068,GPS EcoRRAP sites,6,5-Aug,4.6,ONLI_FR2S_P2,5.35,145.495371,-14.649904,5.5,145.498788,-14.656022
2286,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.697944,145.4452925,GPS EcoRRAP sites,6,5-Aug,3.9,ONLI_FL1S_P1,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2287,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.697944,145.4452925,GPS EcoRRAP sites,6,5-Aug,3.9,ONLI_FL1S_P1,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2288,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.697944,145.4452925,GPS EcoRRAP sites,6,5-Aug,3.9,ONLI_FL1S_P1,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2289,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.697944,145.4452925,GPS EcoRRAP sites,6,5-Aug,3.9,ONLI_FL1S_P1,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2290,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.6980275,145.4453655,GPS EcoRRAP sites,6,5-Aug,3.8,ONLI_FL1S_P2,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2291,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.6980275,145.4453655,GPS EcoRRAP sites,6,5-Aug,3.8,ONLI_FL1S_P2,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2292,ECO03,Seriatopora hystrix,Shys,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.698135,145.445475,GPS EcoRRAP sites,6,5-Aug,3.9,ONLI_FL1S_P3,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2293,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.698135,145.445475,GPS EcoRRAP sites,6,5-Aug,3.9,ONLI_FL1S_P3,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2294,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.698135,145.445475,GPS EcoRRAP sites,6,5-Aug,3.9,ONLI_FL1S_P3,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2295,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.69823,145.4455835,GPS EcoRRAP sites,6,5-Aug,4.3,ONLI_FL1S_P4,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2296,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.69823,145.4455835,GPS EcoRRAP sites,6,5-Aug,4.3,ONLI_FL1S_P4,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2297,ECO03,Seriatopora hystrix,Shys,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.69823,145.4455835,GPS EcoRRAP sites,6,5-Aug,4.3,ONLI_FL1S_P4,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2298,ECO03,Seriatopora hystrix,Shys,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.69823,145.4455835,GPS EcoRRAP sites,6,5-Aug,4.3,ONLI_FL1S_P4,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2299,ECO03,Porites massive,Pmas,21,2,2023,Lizard_Island,-14.69811,145.44543,-14.69823,145.4455835,GPS EcoRRAP sites,6,5-Aug,4.3,ONLI_FL1S_P4,5.35,145.445371,-14.699904,5.5,145.438788,-14.686022
2300,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74876,143.39987,-9.748695,143.399805,GPS EcoRRAP sites,30,8-Dec,10.7,TSMA_BA1D_P3,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2301,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74876,143.39987,-9.748695,143.399805,GPS EcoRRAP sites,30,8-Dec,10.7,TSMA_BA1D_P3,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2302,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74876,143.39987,-9.748695,143.399805,GPS EcoRRAP sites,30,8-Dec,10.7,TSMA_BA1D_P3,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2303,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74876,143.39987,-9.748695,143.399805,GPS EcoRRAP sites,30,8-Dec,10.7,TSMA_BA1D_P3,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2304,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74876,143.39987,-9.748695,143.399805,GPS EcoRRAP sites,30,8-Dec,10.7,TSMA_BA1D_P3,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2305,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74876,143.39987,-9.748695,143.399805,GPS EcoRRAP sites,30,8-Dec,10.7,TSMA_BA1D_P3,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2306,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74876,143.39987,-9.748695,143.399805,GPS EcoRRAP sites,30,8-Dec,10.7,TSMA_BA1D_P3,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2307,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74876,143.39987,-9.748929977,143.3995972,GPS EcoRRAP sites,10,8-Dec,9.9,TSMA_BA1D_P4,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2308,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74876,143.39987,-9.748929977,143.3995972,GPS EcoRRAP sites,10,8-Dec,9.9,TSMA_BA1D_P4,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2309,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74876,143.39987,-9.748929977,143.3995972,GPS EcoRRAP sites,10,8-Dec,9.9,TSMA_BA1D_P4,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2310,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74876,143.39987,-9.748929977,143.3995972,GPS EcoRRAP sites,10,8-Dec,9.9,TSMA_BA1D_P4,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2311,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74876,143.39987,-9.748929977,143.3995972,GPS EcoRRAP sites,10,8-Dec,9.9,TSMA_BA1D_P4,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2312,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74876,143.39987,-9.748929977,143.3995972,GPS EcoRRAP sites,10,8-Dec,9.9,TSMA_BA1D_P4,13,143.400371,-9.749904,12.75,143.398788,-9.736022
2313,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74877,143.39992,-9.748669624,143.4000397,GPS EcoRRAP sites,10,5-Aug,4.1,TSMA_BA1S_P1,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2314,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74877,143.39992,-9.748669624,143.4000397,GPS EcoRRAP sites,10,5-Aug,4.1,TSMA_BA1S_P1,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2315,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74877,143.39992,-9.748669624,143.4000397,GPS EcoRRAP sites,10,5-Aug,4.1,TSMA_BA1S_P1,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2316,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74877,143.39992,-9.748669624,143.4000397,GPS EcoRRAP sites,10,5-Aug,4.1,TSMA_BA1S_P1,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2317,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74877,143.39992,-9.748895,143.399825,GPS EcoRRAP sites,30,5-Aug,3.8,TSMA_BA1S_P2,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2318,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74877,143.39992,-9.748895,143.399825,GPS EcoRRAP sites,30,5-Aug,3.8,TSMA_BA1S_P2,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2319,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74877,143.39992,-9.748895,143.399825,GPS EcoRRAP sites,30,5-Aug,3.8,TSMA_BA1S_P2,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2320,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74877,143.39992,-9.748895,143.399825,GPS EcoRRAP sites,30,5-Aug,3.8,TSMA_BA1S_P3,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2321,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74877,143.39992,-9.748895,143.399825,GPS EcoRRAP sites,30,5-Aug,3.8,TSMA_BA1S_P3,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2322,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74877,143.39992,-9.748895,143.399825,GPS EcoRRAP sites,30,5-Aug,3.8,TSMA_BA1S_P3,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2323,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74877,143.39992,-9.748895,143.399825,GPS EcoRRAP sites,30,5-Aug,3.8,TSMA_BA1S_P3,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2324,ECO03,Pachyseris speciosa,Pspe,23,2,2023,Masig,-9.74877,143.39992,-9.748895,143.399825,GPS EcoRRAP sites,30,5-Aug,3.8,TSMA_BA1S_P3,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
2325,ECO03,Porites massive,Pmas,23,2,2023,Masig,-9.74877,143.39992,-9.749119759,143.3996124,GPS EcoRRAP sites,10,5-Aug,3.9,TSMA_BA1S_P4,5.35,143.400371,-9.749904,5.5,143.398788,-9.736022
