scientificName,locality,n_individuals,X,dayCollected,monthCollected,yearCollected,decimalLatitudeOriginal,decimalLongitudeOriginal,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,depthOfColonyinMetersCorrected,mean_wspeed_u,mean_wspeed_v,mean_wind_speed,sd_wind_speed,cv_wind_speed,min_wind_speed,max_wind_speed,wind_speed_range,wind_vector_magnitude,mean_wind_direction,wind_directional_constancy,wind_directional_variability,mean_wave_energy_proxy,wind_transport_potential,wind_dispersal_symmetry,wind_retention_potential,mean_u,mean_v,mean_current_speed,sd_current_speed,cv_current_speed,min_current_speed,max_current_speed,current_speed_range,mean_current_direction,current_transport_potential,current_dispersal_symmetry,current_retention_potential,k_value_GBR1,long_GBR1,lat_GBR1,k_value_GBR4,long_GBR4,lat_GBR4,mean_temp,sd_temp,skew_temp,kurtosis_temp,MaxMonthMean,mean_duration_DHD,MinMonthMean,mean_duration_DCD,mean_daily_temp_range,mean_annual_temp_range,temporal_autocorr_daily,temporal_autocorr_annual,slope_annual_temp_change,Depth,Chl_a_sum_mean_monthly_max,Chl_a_sum_median_monthly_max,Chl_a_sum_overall_mean,Chl_a_sum_overall_median,Chl_a_sum_cv_monthly_mean,Chl_a_sum_sd_monthly_mean,NO3_mean_monthly_max,NO3_median_monthly_max,NO3_overall_mean,NO3_overall_median,NO3_cv_monthly_mean,NO3_sd_monthly_mean,Oxygen_mean_monthly_max,Oxygen_median_monthly_max,Oxygen_overall_mean,Oxygen_overall_median,Oxygen_cv_monthly_mean,Oxygen_sd_monthly_mean,PH_mean_monthly_max,PH_median_monthly_max,PH_overall_mean,PH_overall_median,PH_cv_monthly_mean,PH_sd_monthly_mean,alk_mean_monthly_max,alk_median_monthly_max,alk_overall_mean,alk_overall_median,alk_cv_monthly_mean,alk_sd_monthly_mean,omega_ar_mean_monthly_max,omega_ar_median_monthly_max,omega_ar_overall_mean,omega_ar_overall_median,omega_ar_cv_monthly_mean,omega_ar_sd_monthly_mean
Seriatopora hystrix,Aukane,59,3664,16.576271186440678,2.76271186440678,2022.3898305084747,-9.880627391304348,143.4028643478261,-9.880021610169491,143.4052411016949,43.728813559322035,3.6576271186440676,-3.486594043661017,3.473867569745763,6.086301053610169,3.1530345152881356,0.518054335881356,0.22323001520338984,10.644112264067797,10.420882250847457,4.921798707491526,134.89524167288135,0.8086683317627119,0.19133166823728814,394.54066162881355,4.921798707491526,0.42714077577966103,0.031436442,0.008341894389830509,0.05051779283050847,0.05579726369491525,0.027821034796610168,0.49928011679661016,0.005486986898305084,0.10732814542372882,0.10184115855932203,189.56250111355934,0.051340752983050846,0.8468243428983051,1.4156127943389831,5.671186440677966,143.405371,-9.880073491525424,5.250847457627119,143.398788,-9.885005050847457,27.674317553728816,1.5546447677966102,-0.17390426183050847,1.7505905456949151,29.590770348983053,26.8399246720339,25.584258396949153,41.35028248423729,0.140613646779661,4.602151373983051,0.9991742953050847,0.16896512398305086,0.08609693122033898,-3.683898305084745,0.5429684289830509,0.4895407141016949,0.38259693415254237,0.3763321458644068,37.144265951525426,0.14215060866101695,2.3297257260508473,1.4926457264745763,0.7842613835762712,0.39863162399999996,106.80016780508474,0.8375504922711864,6897.253335830508,6873.116278661017,6795.061831237288,6784.180194423729,2.2710015776440677,154.31597876271186,8.081916425355931,8.079421262220338,8.074303672677965,8.072079969694915,0.1992707383559322,0.016089725491525424,2263.522554,2262.9420977288137,2258.0769079661018,2259.333195440678,0.35660765166101693,8.052483102067796,3.8908578901864406,3.8829603637966104,3.835438229813559,3.8370822432711864,3.241110631694915,0.12431109066101695
Seriatopora hystrix,Chicken,2,3486.5,5.5,2.5,2022.5,NA,NA,-18.66031126,147.702766,8,4.449999999999999,-4.824847825,2.2062654945,5.575865755500001,1.760751903,0.3157808995,1.370595299,8.98703283,7.6164375305,5.3053523885,114.57326855,0.951484957,0.048515043,224.70490315,5.3053523885,0.13469082,0.008700899000000002,0.006856908,-0.0040233285,0.0460990795,0.029367795500000002,0.6370581675,0.0061514535,0.1887068895,0.18255543600000002,300.40247805,0.007950136,0.851257177,17.951386855,5.35,147.70287100000002,-18.659904,5.5,147.688788,-18.646022,26.912917665,1.898824935,0.0029835425000000002,1.7860719455,29.430753885,17.333333335,24.306115485,25.33333333,0.25851868899999997,6.4143158284999995,0.9975487745,0.31041415650000004,0.0556856175,-5.55,0.4721700525,0.4549693825,0.2800917315,0.290264336,44.08908244,0.1234898745,0.8833253905,0.651095235,0.341744345,0.188685868,78.12099781,0.26697406749999997,6865.7527175,6873.8945745,6790.5251675,6780.107109500001,2.1779616,147.89503059999998,8.085036823,8.0853052765,8.0757161145,8.075999165,0.309006066,0.0249544525,2253.912541,2253.3718264999998,2251.300249,2251.1460405,0.18855140250000002,4.244858198,3.7785742305,3.76936765,3.7394426430000003,3.736091145,1.958865875,0.073250666
Seriatopora hystrix,Davies,125,3423,17.344,1.672,2022.664,NA,NA,-18.81759645144,147.657944336,8.53225806451613,5.9804,-4.800852131824,2.131701274272,5.5424984736319995,1.7253363408,0.311291766904,1.5139177201360001,9.026802944032,7.512885223952,5.252843934728,113.942330564,0.947738756608,0.052261243392,219.4917831712,5.252843934728,0.133810820144,0.009429310464,1.6649667200000057e-4,-0.005094323807999996,0.034860569264,0.020923342176,0.603460163792,0.003311560272,0.12084609388,0.117534533608,153.63404791859196,0.00945027084,0.860965899376,22.643460226416,7.9228,147.658491,-18.817304,7.0476,147.653268,-18.816902,26.73000071888,1.884687130248,-0.050254635272,1.774972968512,29.177925138160003,17.67200000104,24.0894720904,23.01688888856,0.27121561920000004,6.243965488112,0.997610370872,0.347156037096,0.054433422824,-6.2324,0.463103558624,0.430989418688,0.286479240104,0.29829812012,41.6543959732,0.11894221728,0.67948319396,0.512267944816,0.272510685768,0.142680709928,82.10050160856,0.224157299496,6860.887958104,6867.106581848,6782.783803968,6786.574417928,2.360519031304,160.1100746584,8.08489926656,8.084391778936,8.07617285604,8.075826600728,0.294541395864,0.023787601384,2253.694764184,2252.834229968,2250.948634664,2250.723884488,0.229684700808,5.17007855904,3.770954395072,3.765132471544,3.729678119776,3.731385170376,2.237681606848,0.083458308456
Seriatopora hystrix,Heron,171,3226,6.385964912280702,5,2022.7426900584796,NA,NA,-23.448676836666667,151.9456958859649,7.052631578947368,7.3198830409356725,-3.8061462211871344,1.9997782052865496,4.726063285871345,1.7973542206432749,0.3803075344385965,0.7549958067719298,8.901604794883042,8.146608988163743,4.299528441192982,117.71795265321637,0.9097479652982456,0.09025203470175439,152.5141011122807,4.299528441192982,0.1946487280994152,0.019096763883040935,-0.003111567742690058,0.015901558695906433,0.025936196233918126,0.013373160514619885,0.5125798877134503,0.003909010064327485,0.062169709625731,0.058260699520467835,202.08924878070175,0.020602183257309944,0.5493180650526316,16.167928920035088,8.950877192982455,151.94516632163743,-23.448617450292396,8.880701754385964,151.9433494035088,-23.44900445614035,24.668942752397662,2.079388794269006,0.021569099970760234,1.6832393784502924,27.58600001748538,17.716049381929825,21.86292865871345,21.422352175321638,0.24771702616959063,6.72421657625731,0.9987233480350878,0.12377366866081871,-0.049985094385964914,-7.62046783625731,0.9590251933040935,0.908420596251462,0.6425147255614035,0.6119387445964912,27.773891364385964,0.178191904,2.3905327623684207,1.4352854023333335,0.5698407932339181,0.29945688010526317,86.45046539923976,0.4960639554619883,7039.992366766081,7020.291134081871,6957.906745426901,6942.851537128655,2.7854488473976606,193.80866885906434,8.104550971280702,8.100014906795321,8.092993714274854,8.087646333175439,0.3700231600292398,0.02994590694736842,2250.2575974385963,2250.511516204678,2246.7072618070174,2246.857646730994,0.26044174884795324,5.8513756370643275,3.663033021023392,3.6617421902982454,3.6104656366959063,3.6290853600175437,3.0338259278187136,0.10953245003508771
Seriatopora hystrix,Lady_Musgrave,83,3099,2.819277108433735,5,2022.6024096385543,NA,NA,-23.894291174698797,152.40828162289156,6.192771084337349,4.301204819277109,-3.507892302915663,2.048502121,4.553068248674699,1.846677106686747,0.40558971279518075,0.13846709503614457,8.778369472493976,8.639902377325301,4.062227428566265,120.28367905662651,0.8921954524698795,0.10780454753012048,141.92643639638555,4.062227428566265,0.22955444931325303,0.023677375722891567,-0.004938771614457831,-0.009000367783132531,0.018415876012048193,0.009135105987951806,0.5006983487108434,0.0023501822289156626,0.0502345911686747,0.047884389228915664,31.761301906867473,0.01083376756626506,0.7199080069638554,29.21370451001205,5.525903614457831,152.40988907228916,-23.893638939759036,5.659036144578313,152.40818559036146,-23.89638344578313,24.294508714578313,1.7213792986626506,0.05634125343373494,1.6430279964216867,26.71952133048193,20.145917,22.025131599277106,25.68273092433735,0.2133455316626506,5.538374136674699,0.9988491799036144,0.2784259453493976,-0.052612130975903615,-5.1813253012048195,1.3023999791686747,1.2561640176746989,0.9516327539638554,0.8936676881325302,30.11178595253012,0.2866308406506024,3.7982509416746986,2.4562919427831327,1.1226978106385541,0.6577174485421686,79.26257771457831,0.890092953313253,7087.634504048193,7068.931627349398,7006.652788120482,6975.407181373494,2.907233353771084,203.69987135180722,8.123056717108433,8.121465498096386,8.112606802361446,8.109732310349397,0.32723837209638557,0.026547556891566265,2250.2695395903615,2250.7004016506025,2247.517826108434,2247.2526829036146,0.19529449826506023,4.389278612819277,3.725717372771084,3.7293475773855422,3.6807948474698797,3.694713073048193,1.8058668673975904,0.06647008659036145
Seriatopora hystrix,Little_Broadhurst,49,3336,13.448979591836734,1.9795918367346939,2022.6734693877552,NA,NA,-18.94672704591837,147.6986245979592,6.163265306122449,4.169387755102041,-4.823858970673469,2.107918366755102,5.561232559061224,1.708123846857143,0.30714839953061224,1.6633637221224489,9.084418283510203,7.42105456144898,5.2643079309387755,113.6042427632653,0.9466080837755102,0.0533919162244898,220.5016082265306,5.2643079309387755,0.13259175702040815,0.009600743204081632,0.028775490020408166,-0.03942259881632653,0.07996937808163265,0.05527038204081633,0.691254602387755,0.003829949285714286,0.29283389495918366,0.2890038987142857,323.98619064081635,0.04908664510204082,0.6383329082244897,4.81135971577551,5.722448979591837,147.69904446938776,-18.947455020408164,5.836734693877551,147.688788,-18.946022,26.6971552322449,1.9369969942244898,-0.025270500428571426,1.8263339757755102,29.246069521632652,15.181405898979593,23.989572519795917,22.841269841632652,0.28525698520408166,6.651183495795919,0.9961084738979592,0.348016832,0.05505406081632653,-4.509183673469388,0.4294074403265306,0.3972101844081633,0.2605322202040816,0.2595712951020408,44.259937375510205,0.1152824596122449,0.6817469745714285,0.4721400078979592,0.2272147575102041,0.11997008122448981,76.69887312857144,0.17428425436734693,6849.184431959184,6861.230497795918,6772.23660877551,6776.086109,2.4492895724285715,165.87179664081634,8.08421827542857,8.083264887428571,8.07469218487755,8.07351890142857,0.2923308106122449,0.023604798693877552,2253.849442653061,2252.8805406122447,2250.435544591837,2250.007145877551,0.26877745959183674,6.048662027877551,3.7682275173673467,3.759057519530612,3.7226046501632655,3.7298359228571427,2.4912981862653063,0.09274123320408163
Seriatopora hystrix,Lizard_Island,95,3587,20.652631578947368,8.705263157894738,2023,-14.682946768421052,145.4513574631579,-14.682952563157894,145.45136332105264,46.02105263157895,4.081818181818182,-4.890548615263158,4.17007162688421,6.604117582821052,3.1359033617157897,0.4748408788736842,0.042956675010526316,11.193783402947368,11.150826729578947,6.427052460378947,130.45353934526315,0.973188592368421,0.026811407631578948,466.27841168421054,6.427052460378947,0.2594697808631579,0.004059825315789474,-0.04126273695789474,0.06108206333684211,0.08714486634736843,0.05592336323157895,0.6259771354421053,0.003155725263157895,0.19926381722105263,0.19610805524210526,147.21640173052631,0.07568507936842105,0.5601188640947369,2.328550717021052,5.077272727272727,145.4535528181818,-14.681722181818182,5.2727272727272725,145.45242436363634,-14.672385636363636,27.04898784272727,1.9258881876363636,-0.052727812454545456,1.7047525921818183,29.518670139090908,16.868686869090908,24.465906192727275,23.97979798,0.23474873572727273,6.157486860181819,0.9976649136363637,0.29618185172727274,0.07535440381818181,-3.1342105263157896,0.3308323403473684,0.29934279845263156,0.19646093668421052,0.17857794855789474,55.41803993652631,0.10893193946315789,0.6071595553368421,0.39511619697894734,0.1962120676631579,0.08732317990526316,96.52392272094737,0.18953863609473684,6843.210657242105,6823.902059821053,6740.492371968421,6734.180827168421,2.105951052705263,141.95119522210527,8.07584589874737,8.074727610463158,8.063898452968422,8.064329607863158,0.27482505923157896,0.022161625168421052,2249.5500392842105,2250.592283831579,2240.812505736842,2242.484728294737,0.45028694141052633,10.089900193442105,3.755452071231579,3.753867428473684,3.676890310926316,3.6732598263473686,2.5584218765473685,0.09406358215789473
Seriatopora hystrix,Masig,56,3721.5,18.803571428571427,2.5892857142857144,2022.5,-9.747753928571429,143.4317467857143,-9.748141919964286,143.42783556785713,41.25,4.629464285714286,-3.4071633842142854,3.474525456107143,6.0041323857321425,3.120512016892857,0.5197278460892857,0.31663564225,10.562795159642857,10.24615951625,4.866334456196428,135.56090033214286,0.8104983444642857,0.1895016555357143,380.5442316857143,4.866334456196428,0.432531428375,0.03156180317857143,0.0038389145892857145,0.04747007226785715,0.05302490805357143,0.028092027410714284,0.5317385550714285,0.004503019321428571,0.10881345573214286,0.10431043628571428,185.64236336964285,0.04829896092857143,0.8450662288035714,1.8440256494285714,6.209821428571428,143.42804957142857,-9.748475428571428,6.289285714285715,143.42985942857143,-9.746200571428572,27.70163013767857,1.5223201225714287,-0.20213752341071428,1.7812753614464285,29.54432541142857,25.573412700357142,25.6392003175,40.50396825375,0.14889800398214287,4.533553050857143,0.9989635971607143,0.16006116978571427,0.086391809875,-4.230357142857143,0.5788398446785714,0.494390615875,0.39292890316071427,0.35971215844642856,50.30730985982143,0.19779114851785715,2.965711514482143,1.59687506425,0.8739122988928572,0.32568371916071426,195.6989284982143,1.7180742395357143,6879.351767357143,6841.885521196428,6783.292326928571,6773.9498891607145,2.325776750071429,157.76436825357143,8.080251262303571,8.078588880660714,8.072755168267857,8.070482215035714,0.19697584439285715,0.015901377821428572,2263.0619789464286,2263.768823375,2257.2436275714285,2260.0082217857143,0.35166440575,7.937934352089286,3.8809850640535712,3.8854385666428572,3.825011548839286,3.8319918622499998,2.9756640155535714,0.11382126358928571
Seriatopora hystrix,Moore_Reef,10,3534.5,11,10,2022,NA,NA,-16.859878899999998,146.2257889,6,3.94,-3.7578423048,3.7940037161999998,5.5179299698,2.3708632492,0.4296653386,0.3007273944,9.4889552598,9.1882278658,5.3400227578,135.27435413999999,0.9677583418,0.0322416582,257.787717,5.3400227578,0.3189760784,0.0058430714,-0.0209982396,-0.008052856,0.0394242572,0.0173049006,0.4413613404,0.0043540252,0.0808382704,0.07648424499999999,68.535282938,0.022541594999999998,0.4701359442,11.0434105614,5.35,146.225371,-16.859904,5.5,146.218788,-16.846022,27.19287489,1.974847094,-0.018204567,1.769175833,29.76494881,20.11111111,24.47705507,20.55555556,0.245842099,6.617581191,0.997268346,0.267972812,0.056858505,-5.04,0.350951577,0.32751352559999997,0.20167903239999999,0.18894578,52.857675627999996,0.1065916932,0.7547939918,0.537061437,0.25936939579999996,0.1596036326,74.610001684,0.1935188928,6828.17896,6830.7446492,6749.3290506,6744.941449800001,2.1412632222,144.520949,8.0775676698,8.077328081200001,8.0681134188,8.0700427864,0.29505988980000003,0.0238057552,2250.9268154,2251.0990051999997,2245.8907658000003,2246.880425,0.3395358506,7.6256025884,3.7671688932,3.749229328,3.7150544184,3.7040933324,2.5503621173999997,0.0947473792
Seriatopora hystrix,Orpheus,1,3488,13,1,2023,NA,NA,-18.57187,146.495043,6,2.8,-3.456113082,1.617679855,4.280330607,1.323650983,0.309240361,1.108168312,7.148354127,6.040185816,3.815967209,115.0825713,0.891512259,0.108487741,101.2016107,3.815967209,0.192559314,0.025345645,-0.019919848,0.00491885,0.023691386,0.004966011,0.209612532,0.010659081,0.037318593,0.026659512,103.8706852,0.020518173,0.159194466,5.653510748,5.35,146.495371,-18.569904,3,146.488788,-18.586022,26.97098556,2.352457523,-0.070918723,1.710673804,29.91606001,16.66666667,23.50377069,18.77777778,0.343294783,7.919089145,0.996350916,0.364507524,0.019656451,-3,0.356561129,0.286173054,0.230731227,0.171621808,73.11233836,0.168692996,4.30865866,1.242057439,1.326360884,0.229319738,142.7306609,1.893123656,6904.208057,6893.295774,6788.325373,6779.037888,4.077898668,276.8210299,8.066003585,8.062843958,8.05410007,8.053092259,0.292383081,0.023548826,2230.372635,2230.970809,2218.132832,2220.771931,1.26528837,28.06577675,3.683240093,3.645685357,3.592459403,3.534152601,7.737288269,0.27795894
