Site,Latitude,Longitude,mmm_eta_99999.9m,mmm_salt_24m,mmm_salt_18m,mmm_salt_13m,mmm_salt_9m,mmm_salt_5.35m,mmm_salt_2.35m,mmm_salt_0.5m,mmm_temp_24m,mmm_temp_18m,mmm_temp_13m,mmm_temp_9m,mmm_temp_5.35m,mmm_temp_2.35m,mmm_temp_0.5m,mmm_u_24m,mmm_u_18m,mmm_u_13m,mmm_u_9m,mmm_u_5.35m,mmm_u_2.35m,mmm_u_0.5m,mmm_v_24m,mmm_v_18m,mmm_v_13m,mmm_v_9m,mmm_v_5.35m,mmm_v_2.35m,mmm_v_0.5m,mmm_wspeed_u_99999.9m,mmm_wspeed_v_99999.9m,mean_annual_eta_99999.9m,mean_annual_salt_24m,mean_annual_salt_18m,mean_annual_salt_13m,mean_annual_salt_9m,mean_annual_salt_5.35m,mean_annual_salt_2.35m,mean_annual_salt_0.5m,mean_annual_temp_24m,mean_annual_temp_18m,mean_annual_temp_13m,mean_annual_temp_9m,mean_annual_temp_5.35m,mean_annual_temp_2.35m,mean_annual_temp_0.5m,mean_annual_u_24m,mean_annual_u_18m,mean_annual_u_13m,mean_annual_u_9m,mean_annual_u_5.35m,mean_annual_u_2.35m,mean_annual_u_0.5m,mean_annual_v_24m,mean_annual_v_18m,mean_annual_v_13m,mean_annual_v_9m,mean_annual_v_5.35m,mean_annual_v_2.35m,mean_annual_v_0.5m,mean_annual_wspeed_u_99999.9m,mean_annual_wspeed_v_99999.9m,monthly_variability_eta_99999.9m,monthly_variability_salt_24m,monthly_variability_salt_18m,monthly_variability_salt_13m,monthly_variability_salt_9m,monthly_variability_salt_5.35m,monthly_variability_salt_2.35m,monthly_variability_salt_0.5m,monthly_variability_temp_24m,monthly_variability_temp_18m,monthly_variability_temp_13m,monthly_variability_temp_9m,monthly_variability_temp_5.35m,monthly_variability_temp_2.35m,monthly_variability_temp_0.5m,monthly_variability_u_24m,monthly_variability_u_18m,monthly_variability_u_13m,monthly_variability_u_9m,monthly_variability_u_5.35m,monthly_variability_u_2.35m,monthly_variability_u_0.5m,monthly_variability_v_24m,monthly_variability_v_18m,monthly_variability_v_13m,monthly_variability_v_9m,monthly_variability_v_5.35m,monthly_variability_v_2.35m,monthly_variability_v_0.5m,monthly_variability_wspeed_u_99999.9m,monthly_variability_wspeed_v_99999.9m
CBLM_BA1S,-23.900155,152.393624,-0.019219059379230834,35.52400141267328,35.5239573393976,35.52379427790106,35.52456722676212,35.5249342646945,35.52477564633629,35.52417599304262,26.56602864533082,26.56912858652241,26.579919834517302,26.591299849504217,26.59106547176397,26.588858339424576,26.581547104920496,-0.0026146712222222222,9.173866666666667e-4,0.0017197615227127348,4.460664829022465e-4,0.004748644410096906,0.004546938492918691,5.574358597971223e-4,-6.389851111111112e-4,-8.368905762439287e-4,-7.199276842821483e-4,1.9478188322260737e-4,-3.2809049204561005e-4,3.1158851828066243e-4,0.007882909117221512,-1.7824164456666667,4.378437962762738,-0.11296439532888695,35.495600538111034,35.495983043823124,35.49692205363855,35.49677827690259,35.496370268247,35.49496771236035,35.491691433665096,24.50410327785794,24.507098760701645,24.52156715419431,24.529120608289496,24.529024279423314,24.526743060844126,24.5187611147062,-0.006021431452275566,-0.002823454954422861,-0.0020962440151211237,-0.003414085910437951,5.12646760216101e-4,-1.6534706313667329e-4,-0.006538810046349817,-0.002855919513908024,-0.003572092977624207,-0.0030644865749561577,-0.0023021025961825524,-0.004208660247464801,-0.003876967677720141,2.0439764552635336e-4,-3.3212928043333334,1.8533534252754498,-0.4257955755972322,0.002264782586110151,0.002268530383181332,0.0022788485204237913,0.002290422751428869,0.0022920170108475715,0.0022899832782177013,0.002294821944245019,0.07070846563380181,0.07079836462372507,0.0709943596478733,0.07131494772058043,0.07139023982240808,0.07138925905544942,0.07140279782249999,-0.5019942173585185,-0.9859760758584785,-1.1327872559247754,-0.8525707664784177,-5.794162898143242,-3.9409578049959935,-0.9083406404073417,-0.464687219778216,-0.49485087786712045,-0.49750410931880235,-0.8874498179721909,-0.6759019782859245,-0.7918144343851303,6.562967992255345,-0.3223890279403655,0.840177798962088
CBLM_BA2S,-23.894298,152.404406,-0.019082781162283333,35.523549319466795,35.52348275135988,35.52319258007251,35.524572274266475,35.52454838960998,35.524424930313856,35.52397929939165,26.57228102665998,26.572124541927327,26.58193630584139,26.598802231216037,26.59686511750564,26.595736195768023,26.590140637179903,-0.0025857256559818566,-0.001172994,-9.042364444444446e-4,-0.001289507102122289,5.28865571312545e-4,-9.761555555555561e-6,-0.0037185925555555557,-0.0032033084506471847,-0.002712535777777778,-0.002950228396024203,-0.0017269214198744928,-0.0015648122053173348,-0.001302228558520067,0.0062429773070186234,-1.7915859951111113,4.372006614593761,-0.11255051166257993,35.494562066555574,35.49464657010778,35.494931743940214,35.49515914031109,35.49477873791615,35.49373590961996,35.491812483258876,24.509446509405144,24.50859633920949,24.5175131197429,24.5283073717043,24.526356568443276,24.52508582913652,24.51932980875589,-0.006725897742801559,-0.0054787041659113715,-0.0054200956143073895,-0.005540176003807405,-0.004412614705252399,-0.005395376624980661,-0.011649262685855566,-0.004494063085124,-0.004320596662824907,-0.0043773736374863115,-0.006632806878325545,-0.01017846622287891,-0.01010824817146812,-0.0058387278906133905,-3.325061595621212,1.8457888637896573,-0.4263509095074767,0.002272877568693156,0.002273520690492334,0.0022795282171863616,0.0022938991909884705,0.002294356665449185,0.0022944501999878574,0.002298730240455534,0.07085026508300636,0.07088581075147185,0.07104911057592277,0.0714772697152144,0.07150950657025054,0.07151221694872736,0.0715293181895651,-0.5868602793640735,-0.7157080117698693,-0.7252034159635469,-0.7275438448160336,-0.994283475824697,-0.9213366814461742,-0.6285857576835514,-0.2528641380639729,-0.3087063443008701,-0.30253072286994126,-0.46701366107569936,-0.5562966936266543,-0.5832541283472502,-1.599223804043087,-0.3211623017698307,0.838169459898004
CBLM_FL1S,-23.884903,152.413621,-0.01798006621111969,35.52260843120223,35.52214655424614,35.521556474761674,35.52164604626644,35.52151371463274,35.52132962878161,35.52086285872262,26.554472608996228,26.57480967457003,26.58852006214351,26.596679040728997,26.59757291760669,26.597117828857584,26.59302400865688,0.0024769099,7.650194444444441e-4,8.532005854360707e-4,0.0014581053987064035,0.001557453158238317,0.0010193603393306018,-0.002139948777777777,-5.4678672292314355e-5,-7.797890000000001e-4,3.494546434006915e-4,0.0013720137777777778,0.001665568075666801,0.0020497833399498525,0.0073834530624584515,-1.80320482,4.3669603727892286,-0.11131457209772785,35.493637080316624,35.49392423444777,35.49383290408604,35.49353048066688,35.49291208221058,35.49169426001606,35.490109732385164,24.49921680400365,24.510619867901344,24.520082995363886,24.52572330559566,24.526144970086087,24.525298830279425,24.521144032854252,-0.0018749492085216573,-0.0033489950563468525,-0.0038753361797135614,-0.0037953944779813985,-0.0040437319237177855,-0.005202146783904296,-0.010378351138288274,-0.0035216933064467384,-0.004979008327770087,-0.006072404242744238,-0.009134409738473367,-0.010210721663985418,-0.009996205444463339,-0.007016720446160258,-3.3306735809242425,1.839894137554882,-0.43129544431434996,0.0022675515991931157,0.002274070381970233,0.002280852724963493,0.002287808183801779,0.00228650499316878,0.002282389226905059,0.0022829868448976877,0.07053275867692588,0.07080955029827699,0.07100675917100277,0.07116843984837935,0.07119951844721248,0.07119879080891647,0.07120679241781395,-1.4563424206476645,-1.1196053735279818,-1.1146987956970071,-1.2246376845302596,-1.2355648378943824,-1.135242975674999,-0.7854118434067042,-0.6730987960940776,-0.5237433151779114,-0.6577254415310031,-0.73556474502787,-0.7434380377871123,-0.7751178824767132,-1.4551066677301205,-0.3196417486738571,0.8361962689358516
CBLM_FL2S,-23.917571,152.391971,-0.019023414991481018,35.52832655190542,35.52636249169868,35.525812890426806,35.525596817911904,35.52580356021016,35.52563742630488,35.52531520690126,26.56295751744003,26.580064352730318,26.58522703334936,26.58830413786596,26.59099198285578,26.588623350868325,26.58088001564436,0.030360721590642976,0.03434894907176006,0.03646195715665683,0.03702524003117808,0.04069526070851666,0.04008870946943799,0.034301017838943376,-0.008696851777777778,-0.007940294777777778,-0.007003259175878185,-0.005569259777777778,-0.004655207901988399,-0.0032013460731909736,0.006363995261860453,-1.759190495,4.384255016915313,-0.1130448831509343,35.49902747997794,35.49925244288442,35.49992743429772,35.49974433091004,35.498358867688296,35.49688742252464,35.494949558280894,24.50651523867572,24.52671756344016,24.537682672881942,24.543741227422373,24.543508332794335,24.541526620314393,24.533823376958235,0.023131344630763943,0.026732223422165635,0.028725891280644466,0.02960587746868545,0.03301726461331744,0.03270846429963599,0.023727333193523964,-0.016352637446969697,-0.01648649942113673,-0.014548833579798087,-0.013848364906557468,-0.011048662024950948,-0.009720038086105325,-0.004750202819036431,-3.3085503793863635,1.8596179284749152,-0.4260069364337186,0.0022722419281765824,0.0022814362139181093,0.0022875607997834267,0.0022922462030561344,0.0022947751662960275,0.0022966374402963413,0.002302215320379743,0.0706193923687547,0.0709215941194095,0.07105856265582484,0.07114575217483474,0.07127305059946991,0.07127947229252402,0.0713049559454985,0.2782215407022981,0.2917147611024236,0.2919037405312772,0.2854678456761836,0.2831369685545005,0.28571508326514294,0.5028777531874159,-0.29229687435285234,-0.3369334373231963,-0.3344680461633642,-0.3626969374532807,-0.37755522755168575,-0.46498735347270537,-2.037871010403733,-0.3253950825987026,0.843007455816324
CBLM_LA1S,-23.896147,152.413821,-0.019846300895124742,35.523236335354085,35.52307833918819,35.52309772810575,35.52500691694043,35.52557127618855,35.525516037509995,35.52523426643003,26.573581279677157,26.575897195148354,26.596528912014364,26.609386225058625,26.607271171325724,26.604579767282974,26.597108579259007,0.0012587706666666667,2.9346666666666533e-5,0.0016579518294459867,-0.0027035846142042155,0.001849303912658838,0.0014231017777777777,-0.0014073152222222225,-0.0017713766666666668,-0.002557048998455397,0.002962630427714888,-0.001487489490911229,-3.7502020065011056e-4,3.9192777777777764e-5,0.009230823865861881,-1.789558559888889,4.368701302817507,-0.11326768740194032,35.494004194716595,35.49414766732672,35.49417991883033,35.494790042170386,35.494760570575146,35.494118894629345,35.49239746898434,24.509678595119958,24.51112515415527,24.526988805885157,24.535136303279316,24.53501078281757,24.532301734473858,24.5245404181003,-0.0025238569247239685,-0.003924906157208238,-0.002773015886862741,-0.006234631161361367,-0.0027312072453417723,-0.003720461081765097,-0.01134565490218708,-0.0037066529521427613,-0.004926488979217151,-0.007079202668165737,-0.00858761558117191,-0.013728892466818196,-0.01375465557120575,-0.009139055893155562,-3.322835558121212,1.8416946300031833,-0.42266547067552884,0.002276399821100606,0.0022773883438552307,0.002292534225799989,0.002301585159376568,0.0023027816146997974,0.002302341136577881,0.002305563831858154,0.070855702758054,0.07092120156293283,0.07128381868991168,0.07167586159703972,0.0717729254344955,0.0717824394377626,0.0718160596221276,-1.1987926227221877,-0.9518835242491464,-1.2325962727019122,-0.7284551183184153,-1.404410302695129,-1.2612607613807436,-0.7129035068701467,-0.3737705460981182,-0.32160545582922756,-0.9507060760380152,-0.48791451505062206,-0.61347492571599,-0.6382096887881344,-1.4401013731673822,-0.3213808280587235,0.8376343985995395
KEGK_BA1S,-23.1965435,150.9368275,0.023840780883068687,NA,NA,NA,35.81934474938899,35.81727366491288,35.81363653465454,35.81210767923484,NA,NA,NA,28.32197597780954,28.349971378901234,28.432022801071668,28.504223052172698,NA,NA,NA,0.0017400505733734908,0.004018031684302443,0.0048460168962992595,-0.0021297492222222226,NA,NA,NA,0.010344578300515318,0.027810180569861776,0.037524394318846174,0.05130594799426649,-1.8336963046666668,4.023475855951815,-0.09115864592600491,NA,NA,NA,35.71735955946042,35.70593045597237,35.68824346491794,35.68484343153515,NA,NA,NA,25.53630552814853,25.55758856368753,25.62915519357135,25.68407664940489,NA,NA,NA,-0.001546392026129324,-0.0030881261140623143,-0.004802947634091498,-0.014351939298073466,NA,NA,NA,0.0025949045200648617,0.007045711802207202,0.007119994850881107,0.012538926351765184,-3.460492056939394,1.341764677995606,-0.6710225914600026,NA,NA,NA,0.0025178985000749977,0.0028049832943989506,0.003232280630233742,0.003312364496995871,NA,NA,NA,0.10741437430606349,0.1077064042701416,0.10795789461561878,0.10800286160163158,NA,NA,NA,-1.316316763245482,-1.3548306493246622,-1.2054670302959898,-0.6508918056068729,NA,NA,NA,0.9811707118249815,1.0131036650752943,1.4182424494977315,1.2067707830366956,-0.32915364284552473,1.1589884767460685
KEHW_BA1S,-23.2018935,150.966579,0.024183477206997147,NA,NA,NA,35.81918775001101,35.81839307890698,35.815460025917396,35.81421131870789,NA,NA,NA,28.240666156240074,28.271694188778703,28.364966947748183,28.450467147833642,NA,NA,NA,0.003352958666666667,3.1050676329201135e-4,-0.002916047222222222,-0.008403616,NA,NA,NA,3.80597314608165e-5,0.003221141111111111,8.409268838453814e-4,0.01036441571566336,-1.9139088913333333,4.049112587553593,-0.09053746635605307,NA,NA,NA,35.72777683037696,35.72181415870132,35.71011551635609,35.70717928205459,NA,NA,NA,25.463740492602724,25.494491804490863,25.57256038600204,25.63560783242771,NA,NA,NA,0.0026973696864307467,3.4355824036822006e-5,-0.005239117018437165,-0.01696319753787879,NA,NA,NA,-0.0010234045365050018,0.0010877430951609837,-3.4753392923176924e-4,3.266886695506079e-4,-3.5243640985984848,1.3560970629987084,-0.6765829955748667,NA,NA,NA,0.0022305624819427224,0.0023169850722963552,0.0024626685658272578,0.002512853319883266,NA,NA,NA,0.10603405454645169,0.10636204003109306,0.10681676238693578,0.10689950855273968,NA,NA,NA,0.3868347995918899,-0.9096928971555502,-0.31136296645831324,-0.3374150306126932,NA,NA,NA,-0.6851846748596149,3.744907111596976,-1.6103392953716336,5.434052378050662,-0.32241700488552233,1.1486870180496744
KEMD_BA1S,-23.1619975,150.9208225,0.024137592059843782,NA,NA,NA,35.828487178009226,35.82714054319152,35.82428119034747,35.82334556192107,NA,NA,NA,28.382213596327304,28.379035218152328,28.472959780023377,28.555211187687075,NA,NA,NA,0.001676384,0.005034945555555555,0.0035869328994306087,-0.0012577655992324621,NA,NA,NA,0.0118953321420053,0.02899354482202745,0.03754949057037534,0.04763707988701431,-1.8446446326666668,4.07686093603729,-0.09012488152713304,NA,NA,NA,35.70069045077105,35.694794516794374,35.678992821447885,35.67496703083494,NA,NA,NA,25.581260554396607,25.580546278958025,25.663775848629587,25.72674935134231,NA,NA,NA,9.706505358035181e-4,0.004693815895446319,0.001738498830105196,-0.008208623218410035,NA,NA,NA,0.006093576379020169,0.015303278775633714,0.01856550204757818,0.020508145261271826,-3.447427231174242,1.357153198502597,-0.670320267887564,NA,NA,NA,0.003119446542708817,0.0032384463087425067,0.003629166327352157,0.003777766182911021,NA,NA,NA,0.10889995610334526,0.10895878512418336,0.10932555991360408,0.10943471038710166,NA,NA,NA,0.9258065108737702,0.2030724897358722,1.4776744359146048,-0.5605345877837338,NA,NA,NA,0.3938979898154873,0.38979921661424416,0.49118874191535283,0.6173003760761048,-0.32588768668823126,1.1506585649946932
KEML_BA1S,-23.150495,150.90294,0.02690352591142938,NA,NA,NA,35.82383654546398,35.819018481655334,35.81232379255793,35.81121142911701,NA,NA,NA,28.388209385320522,28.4110037884746,28.517165823545767,28.582002892357217,NA,NA,NA,-0.0014451432222222223,0.0010691297448553318,-0.00380302,-0.011348442,NA,NA,NA,0.033455632942955484,0.044220443813157984,0.060803637139530325,0.07548747446560489,-1.8055830667777777,4.041369073889642,-0.08862198567217863,NA,NA,NA,35.69397119841452,35.680179049313246,35.65190160055884,35.647167577122964,NA,NA,NA,25.561095540375202,25.574541205484913,25.66962086823909,25.719782217224537,NA,NA,NA,-0.0021244262027380226,-1.3737469260461358e-4,-0.006710597901263543,-0.020196879546601654,NA,NA,NA,0.014049942847369936,0.01911905978138998,0.025875362912491987,0.028995776524350963,-3.404024033007576,1.3416596766030722,-0.6922669583002348,NA,NA,NA,0.0034327562013042835,0.0037539426112052758,0.00448978903890306,0.004673589520123683,NA,NA,NA,0.10952166601686365,0.10979829879637869,0.1103415986905734,0.1104250241219465,NA,NA,NA,-0.46221290500793727,-0.949449180570374,-0.4091804832924472,-0.2743101755122155,NA,NA,NA,0.5710691649170374,0.5745035814560542,0.6462752804114219,0.740202288453419,-0.3282190904316561,1.150648555246999
KENK_BA1S,-23.0843065,150.885571,0.0306879652216126,NA,NA,NA,NA,35.85017712052704,35.84849545414576,35.84739264661637,NA,NA,NA,NA,28.365204667775156,28.462629934340047,28.55417652502564,NA,NA,NA,NA,0.007845135222222223,0.010557317559706594,0.0030039173634593816,NA,NA,NA,NA,0.03194183308441971,0.04462707558957239,0.05700728579627808,-1.7805637616666667,4.000366173608778,-0.08606440775781149,NA,NA,NA,NA,35.66563050709282,35.65197970396263,35.64668898955794,NA,NA,NA,NA,25.51627711997177,25.608547526934547,25.68160487986055,NA,NA,NA,NA,0.0019457444937504911,0.0012829207033960817,-0.008731734928925386,NA,NA,NA,NA,0.012179078165500033,0.016014815321890852,0.02058655524626729,-3.3180999380757576,1.3101999510848499,-0.730160906934008,NA,NA,NA,NA,0.004274249288540341,0.004583547338211569,0.004679981517125034,NA,NA,NA,NA,0.10818108793189378,0.10817919871578494,0.10820954857902665,NA,NA,NA,NA,18.302671624867298,-7.332910362616132,-0.9280487848649138,NA,NA,NA,NA,0.6115194603450215,0.7189977477666841,0.7675509770816825,-0.32563801064106584,1.135377491101122
KENK_FL1S,-23.085374,150.899147,0.029236258599977392,NA,NA,NA,NA,35.84575878202743,35.84548263910179,35.844107361864786,NA,NA,NA,NA,28.303861983054613,28.429048697377066,28.542900555090277,NA,NA,NA,NA,0.0040228919,0.010340444280554958,0.008166793544117049,NA,NA,NA,NA,-6.647206134463671e-4,-0.0025222999,0.0014662701613507544,-1.845474812,4.109828421276751,-0.08755077878393012,NA,NA,NA,NA,35.67056059938796,35.66070993513411,35.655867361903056,NA,NA,NA,NA,25.48221698225569,25.59848547135992,25.685549950859112,NA,NA,NA,NA,0.0034570966666666665,0.009792629052122746,0.004297909190085751,NA,NA,NA,NA,-0.0016369767137758302,-0.0030605791287878787,-0.0030992896439287123,-3.388499738878788,1.3565372431966745,-0.7223556654097414,NA,NA,NA,NA,0.003966403358171827,0.004242103986184712,0.004316666863591656,NA,NA,NA,NA,0.10678260141773965,0.10705431303891619,0.10710946861148109,NA,NA,NA,NA,0.0997001151161669,0.08548061676230284,0.6408451823439718,NA,NA,NA,NA,-0.465938823661452,-0.1679229438464115,-1.0124925627282426,-0.32103971951426397,1.1362767102385416
OCCH_BA1S,-18.6532055,147.708533,0.13043815284051685,35.31136515996072,35.3128530922279,35.316147882242014,35.32243021640749,35.32856165592555,35.33134463524922,35.33064919338486,28.363969138527594,28.49531976000242,28.71363460681645,28.990518884249294,29.23510202441316,29.43677845677234,29.50800196109494,0.018313308986726815,0.03614621540231502,0.051919558429794524,0.06039065251108823,0.06393722535468663,0.05121070700661764,0.031182554133532627,0.013244853379414945,0.01841848964156897,0.02179905368835854,0.023973857318447277,0.026982725983482163,0.03032727087118955,0.039753271451779516,-3.3513020374444444,4.760172391243281,0.05756098153022592,35.17853645065796,35.15021825885789,35.10005460557806,35.04350981595563,35.012005983906406,35.0039668018508,34.99640782953664,26.41570134943825,26.55267361416244,26.75176393669618,27.016598679497424,27.24374984125321,27.36907517511072,27.41175416451456,0.0026685707427367756,0.010143554230200774,0.021255369838223192,0.023671583701244225,0.022963999767601242,0.009013332943028817,-0.010662291548164764,0.004612910001391909,0.006308399957315268,0.003157591738390016,-0.001961123746541899,-0.010770875246062319,-0.024020448005755982,-0.025067271987559942,-4.584906695371212,1.6265656421976065,0.8364152727465736,0.0043120226930946255,0.004549636595592156,0.004930263742326489,0.0054365986790269666,0.00581117456517058,0.005975314276833834,0.006075461871095665,0.05665346669308973,0.05892731399289133,0.06196303498327165,0.06546225571400095,0.06810879850289235,0.0694478510617601,0.06997719670129494,-224.98171022924296,5.383456743596347,3.254810103823479,3.5120664464032596,5.582420960963231,-5.383798323153501,-1.3477066855415136,1.2531119335666847,1.231008558675426,1.9384829589454173,6.84217622525874,-3.741599772477715,-2.3794792347332505,-3.8794211473405036,-0.15844343359623342,0.8290969430162262
OCCH_BA2S,-18.660365,147.702675,0.13079083115581083,35.3109666846006,35.31274601599198,35.31695743998803,35.323880091344186,35.32993061480498,35.33270803780351,35.33203374590143,28.313232574643667,28.468891175601257,28.71929949694675,28.995817719310935,29.234179894721436,29.433071985248425,29.503949676248425,0.015167586241767166,0.03419990667895109,0.04980153486522436,0.05815360848576338,0.06108470921178249,0.04788453143162677,0.027515557149959995,0.01206788519186786,0.018676567648687192,0.022258708408668636,0.0248985322512881,0.028265566134999986,0.03188117793780082,0.04163157910255243,-3.3551053066666667,4.758079290442161,0.057764898065712125,35.18126674562373,35.152386308516824,35.10117475013468,35.044779444943906,35.012124263339594,35.00423975153615,34.99711381672291,26.37968855509583,26.53117311438889,26.7471502105155,27.012247311491247,27.236278651240564,27.361120623719412,27.403882303935056,4.1038749926077634e-4,0.008237528714405754,0.020889123012699507,0.023844295898168066,0.023024804796704993,0.008735363404584244,-0.011143258045076819,7.616166996759444e-4,0.0024834974259889835,0.0021405198211800792,-8.89440898617096e-4,-0.008401053628464753,-0.021175705548764964,-0.021944863501039916,-4.582097825628788,1.621932642300686,0.8339275739765208,0.00423668925422283,0.004518771346597136,0.004942248809392431,0.005445255950717328,0.005817188731792597,0.005982368596900386,0.006082174715230149,0.0561710849348552,0.05881621136169913,0.06215017076416488,0.06558590519476262,0.06814939042555429,0.06944710111839138,0.06996694639976346,-16.52593958277261,5.476252082962975,2.7066162746198517,2.9366095608849334,4.646201393948858,-5.4060672041273214,-1.2676778557341357,2.531414228320089,2.078616589480541,2.2748606967797462,5.064247619884276,-5.38594702026054,-2.7423341188897457,-4.9592139667454,-0.15801501120208705,0.8315705729313186
OCCH_FL1S,-18.652217,147.7184615,0.13033461931560683,35.3126689357924,35.31384589104585,35.31628395497686,35.32132028888069,35.327673754080116,35.330819831000106,35.33010643449345,28.446153756184316,28.528898147656573,28.70662820025666,28.968248917183296,29.228503896959324,29.43215575829304,29.50353360569836,0.02644726371184006,0.04594046404764537,0.05923649363811408,0.066606380727267,0.06974932707811873,0.057549441079630045,0.03824982593056657,0.01835630931125833,0.02587010014516024,0.028177875970813497,0.030417024535893084,0.033507169093786905,0.036819891622972424,0.046055215621470726,-3.352858878,4.763334684127264,0.05695247847553267,35.170941403841056,35.14327569084562,35.09722148769305,35.04108236321182,35.01156183850956,35.00373529452698,34.99618533756602,26.487370884406587,26.590228967275227,26.759107613340525,27.01457953700188,27.24566356017705,27.371383594866305,27.413165241594847,0.00787243324316206,0.016498763495542055,0.02557203898107589,0.0262359933825887,0.024636474140750517,0.010790801237450607,-0.00844144428181542,0.003502961699674005,0.0056013119481000285,0.004372236255104617,-5.069189657404209e-4,-0.009889476365040657,-0.023243958393294628,-0.02440206148410298,-4.590216224969697,1.631553956973917,0.8493270199423999,0.004425940239016715,0.004598762523400868,0.004915282784639357,0.005405650802538607,0.005801589244559944,0.005970051072195611,0.006070678327643684,0.05751694524842884,0.0592341695626938,0.06175929289685352,0.06517973406113614,0.06806789113998808,0.06950442926109722,0.070037318600506,7.470117803766362,3.864299960222468,2.80492317272217,3.1940145752472615,4.817145413654044,-8.448718937537956,-1.6173296400887829,1.32353003391048,1.2764092373414841,1.589628888641563,3.2085780889521103,-9.325437684751776,-3.3464447271655424,-5.662809667018023,-0.15856740103565536,0.8264453140113881
OCDA_BA1D,-18.82579,147.62735,0.13213858680184593,35.33300016298799,35.336117712234646,35.34328724118605,35.354191842218704,35.36263043884985,35.366021257510816,35.36567468426138,28.272853134981794,28.42893629121615,28.66498118438596,28.920029772885087,29.16493596272449,29.35597047169404,29.409795608259166,0.011788601815786245,0.03516502738634905,0.04550580713277161,0.05135651991475591,0.05371462366873887,0.043268894127471536,0.026435161577865515,-0.005358020064729002,-0.0032912417777777783,-0.0016868600150561782,0.0016254905355674845,0.005713086063079627,0.010111939383611311,0.01871710465576406,-3.474876403,4.715409587811341,0.05663417991641527,35.21047629589253,35.18944674373011,35.136356807350225,35.07104866988184,35.03219224285628,35.018323614412964,35.01145191156265,26.30612909153022,26.468806886417692,26.674609557558167,26.934389494024728,27.153166536157947,27.27707743170943,27.309323636581034,2.6792597420694213e-4,0.013457746511923543,0.02147373488685033,0.022547570125477975,0.02382685426992719,0.009553144432303593,-0.007543027027802631,-0.016639680007193975,-0.025595224443731482,-0.025428710756126478,-0.022171967738874573,-0.023391832889145057,-0.03647798335150585,-0.03777549327369043,-4.540686074159091,1.5231313266508673,0.8666318171873841,0.004337779361325877,0.0046382885210002455,0.005009511485787009,0.005476798204970398,0.0058486920586022055,0.006038665513591729,0.006144027847434498,0.05861491957899375,0.06134422937920365,0.06419952376115028,0.06732376461241377,0.069851034872467,0.07123370591950959,0.07168933735482107,21.37863023712394,1.8735501321048016,1.647590955542663,1.9172388981383108,2.6977091758958816,-25.039482796078286,-1.5450716951563608,-0.37863514286589,-0.5620168822433401,-0.6118996155401875,-0.6953066056003461,-0.8340761460023187,-0.9981380141298872,-1.311415274619928,-0.1459143182225484,0.8844513427326535
OCDA_BA1S,-18.8259,147.62727,0.13213779448852025,35.33299346598019,35.33611795129816,35.34329610768071,35.354203661038255,35.36264113406385,35.36602963914594,35.36568257770692,28.27277445026545,28.428829366906694,28.665037804834643,28.920114421854503,29.16502719354174,29.356046368875518,29.4098538222527,0.011969048380843117,0.03524749767507039,0.04557515142063951,0.0514115303444261,0.05375574974299718,0.04329390354377332,0.026449683437213392,-0.0053536702201169096,-0.003304878655013734,-0.0016905988092874382,0.0016276901540354127,0.005721269855067311,0.010126053538337332,0.018744190307522644,-3.4749071876666666,4.7153998959431584,0.056630513153469765,35.210474696086,35.1894250101308,35.13631427079711,35.071019655917745,35.03218469822401,35.018324210465956,35.01145503373866,26.306072329919143,26.46879220937097,26.674705895779667,26.93451957843172,27.153253918473126,27.277147743643923,27.309386565183022,3.912210372976559e-4,0.013517304259370836,0.02151134599209407,0.022570202341419685,0.02384030722635267,0.00955666488144294,-0.007550322169907391,-0.016744278522583728,-0.02566002076680994,-0.02547246042703099,-0.022205276375753175,-0.023421101415070016,-0.036504940929684135,-0.037796144969492906,-4.540680547174242,1.5231090160472465,0.8667185465418281,0.00433757279625369,0.004638190914104296,0.005009695491025611,0.005476977062490338,0.005848810078427022,0.006038766627868568,0.00614412926290502,0.058615210205867505,0.061344041336671734,0.06420085399498143,0.067324695302175,0.06985089641797383,0.07123214327675434,0.0716877073107604,16.40658479168309,1.8659524846625375,1.6448502168255192,1.915211233453489,2.6960187356650467,-25.076919524107172,-1.5452953394703512,-0.3807321345533113,-0.5620264510219253,-0.6119869971820934,-0.695357568987272,-0.8340826330264189,-0.9981396911159386,-1.3117638847855075,-0.14591132812335164,0.884463318433022
