GBR1_site,decimalLatitude,decimalLongitude,mean_wspeed_u,mean_wspeed_v,mean_wind_speed,sd_wind_speed,cv_wind_speed,min_wind_speed,max_wind_speed,wind_speed_range,wind_vector_magnitude,mean_wind_direction,wind_directional_constancy,wind_directional_variability,predominant_wind_sector,dominant_wind_season,mean_wave_energy_proxy,wind_transport_potential,wind_dispersal_symmetry,wind_retention_potential,wind_exposure_category,wind_seasonal_variability_category,mean_u,mean_v,current_seasonal_variability_category,mean_current_speed,sd_current_speed,cv_current_speed,min_current_speed,max_current_speed,current_speed_range,mean_current_direction,predominant_current_sector,dominant_current_season,current_transport_potential,current_dispersal_symmetry,current_retention_potential,current_exposure_category,current_regime_type
Ahya_20_Chicken,-18.654042,147.710119,-4.828466247,2.211519794,5.580150136,1.762612171,0.315871819,1.366665678,8.987701192,7.621035514,5.310829134,114.6085865,0.951735886,0.048264114,SE,Winter,225.2386685,5.310829134,0.13470675,0.00864925,Moderate,High,-0.022303071,-0.007110211,Low,0.06349984,0.033569078,0.528648229,0.004727883,0.21374908,0.209021197,72.31773669,E,Autumn,0.023409017,0.648769654,9.942594167,Moderate_Flow,Variable_Weak
Ahya_20_Kelso,-18.446045,146.9910752,-4.327497958,1.982590174,5.104666205,1.657320184,0.32466769,1.373797726,8.43011145,7.056313724,4.760031762,114.6143034,0.93248639,0.06751361,SE,Winter,175.1630765,4.760031762,0.152246634,0.013225862,Sheltered,High,-0.051280736,-0.019768169,Low,0.078868749,0.026730261,0.338920821,0.019127199,0.174589795,0.155462595,68.91888787,E,Spring,0.054959024,0.349796514,3.843834402,Moderate_Flow,Steady_Weak
Ahya_20_Lizard,-14.646078,145.4555599,-4.90268923,4.151011207,6.604537291,3.148350273,0.476695056,0.053992154,11.20898736,11.15499521,6.423959506,130.2539374,0.972658526,0.027341474,SE,Winter,467.6268812,6.423959506,0.257678621,0.004139802,Exposed,High,-0.06993861,0.042251209,Moderate,0.098114602,0.046421566,0.473136156,0.00663423,0.174598531,0.167964301,121.1369513,SE,Winter,0.081710305,0.287174297,1.704081417,High_Flow,Steady_Weak
Ahya_20_Tydeman,-13.971733,144.501962,-5.720893466,3.30954843,6.871498695,3.382869184,0.492304421,0.434815193,11.5396813,11.10486611,6.609215752,120.0494682,0.961830315,0.038169685,SE,Winter,540.8314006,6.609215752,0.167446038,0.005554783,Exposed,High,-0.061691375,-0.017118392,Low,0.076652216,0.034306822,0.447564643,0.010326669,0.212662803,0.202336135,74.49149758,E,Spring,0.06402238,0.195178197,2.149553737,Moderate_Flow,Steady_Weak
Ahya_20a,-21.96291732,152.3072255,-4.338237823,2.252953621,5.138390863,1.655272147,0.322138232,2.008545625,9.127108479,7.118562854,4.888364494,117.4439623,0.951341505,0.048658495,SE,Autumn,178.891991,4.888364494,0.155720548,0.009469598,Sheltered,High,-0.023360746,0.015087119,Low,0.029331956,0.01601993,0.546159611,0.001668892,0.069927523,0.068258631,122.8556701,SE,Autumn,0.027809092,0.203573539,1.770023729,Low_Flow,Steady_Weak
Ahya_20b,-14.47423476,145.5037072,-4.923331998,4.083938038,6.59484119,3.197889703,0.484907765,0.170140174,11.20180515,11.03166497,6.3966982,129.6759419,0.96995485,0.03004515,SE,Winter,471.5063907,6.3966982,0.25345708,0.004555856,Exposed,High,-0.088585029,0.054687704,Low,0.111180184,0.027904712,0.250986377,0.052226601,0.173775041,0.12154844,121.6889845,SE,Spring,0.104105967,0.203230056,0.572299817,High_Flow,Steady_Strong
Ahya_210,-18.42425373,146.9855098,-4.323494937,1.991544386,5.102841955,1.661819598,0.325665504,1.364606872,8.423176451,7.058569579,4.760132089,114.7323566,0.932839412,0.067160588,SE,Winter,175.2209359,4.760132089,0.152728034,0.013161409,Sheltered,High,-0.045087317,-0.037003684,Low,0.076411272,0.028965728,0.379076644,0.017222203,0.183778605,0.166556403,50.62387711,NE,Spring,0.058327856,0.409938926,3.097174092,Moderate_Flow,Steady_Weak
Ahya_211,-18.42390236,146.9857243,-4.325928404,1.992710475,5.105080573,1.662655327,0.325686403,1.363681794,8.425519508,7.061837714,4.762830208,114.7328499,0.932958871,0.067041129,SE,Winter,175.4535567,4.762830208,0.152622894,0.013132237,Sheltered,High,-0.04575435,-0.037287404,Low,0.076904697,0.028813735,0.37466808,0.018104598,0.183734169,0.165629571,50.82176544,NE,Spring,0.059023818,0.405051291,3.023313205,Moderate_Flow,Steady_Weak
Ahya_212,-18.42394377,146.9857738,-4.32594836,1.992708528,5.105096915,1.662655864,0.325685465,1.363685577,8.425541811,7.061856234,4.762847519,114.7327282,0.932959276,0.067040724,SE,Winter,175.454989,4.762847519,0.152621697,0.013132116,Sheltered,High,-0.045755199,-0.037267841,Low,0.076896202,0.028806156,0.374610907,0.018138245,0.183726654,0.165588408,50.83700989,NE,Spring,0.059012119,0.404974527,3.024523035,Moderate_Flow,Steady_Weak
Ahya_213,-18.42380757,146.9857477,-4.325957332,1.992744058,5.10511061,1.662675997,0.325688535,1.363651408,8.425541825,7.061890417,4.762870533,114.7330713,0.932961281,0.067038719,SE,Winter,175.4571314,4.762870533,0.152622213,0.013131688,Sheltered,High,-0.045769504,-0.037314077,Low,0.076936583,0.02881861,0.374576164,0.018083528,0.183762265,0.165678737,50.81099292,NE,Spring,0.059052416,0.405100898,3.021363174,Moderate_Flow,Steady_Weak
Ahya_214,-18.42344446,146.9860042,-4.326156395,1.992904544,5.105304982,1.662779635,0.325696435,1.36351191,8.425714749,7.062202839,4.763118482,114.7338228,0.932974328,0.067025672,SE,Winter,175.478823,4.763118482,0.152615483,0.013128632,Sheltered,High,-0.05884387,-0.037277884,Moderate,0.089411621,0.032147554,0.359545588,0.01926376,0.207376107,0.188112346,57.64553844,NE,Spring,0.069658033,0.341876716,2.470916374,High_Flow,Steady_Weak
Ahya_215,-18.42344865,146.9860694,-4.326193372,1.99291797,5.105338229,1.662789932,0.325696331,1.363502143,8.425751374,7.062249231,4.763157685,114.7337834,0.93297593,0.06702407,SE,Winter,175.4821779,4.763157685,0.152613759,0.013128233,Sheltered,High,-0.045858836,-0.037374859,Low,0.077074367,0.02881353,0.373840632,0.018117729,0.183884025,0.165766295,50.82003487,NE,Spring,0.059160062,0.405005355,3.015643759,Moderate_Flow,Steady_Weak
Ahya_216,-18.4237597,146.9865089,-4.326404423,1.992934754,5.105517568,1.662816027,0.325690002,1.36350536,8.425976957,7.062471597,4.763356397,114.7329046,0.932982079,0.067017921,SE,Winter,175.4988651,4.763356397,0.152602187,0.013126567,Sheltered,High,-0.045882288,-0.037223797,Low,0.077030741,0.028751572,0.373248026,0.018406338,0.183850177,0.165443839,50.94795939,NE,Spring,0.059082953,0.404363933,3.024703289,Moderate_Flow,Steady_Weak
Ahya_217,-18.42376666,146.9865154,-4.326407137,1.992934376,5.105519771,1.662816039,0.325689864,1.363505987,8.425980023,7.062474036,4.763358704,114.7328868,0.932982129,0.067017871,SE,Winter,175.4990554,4.763358704,0.152602021,0.013126552,Sheltered,High,-0.045882291,-0.037221056,Low,0.077029481,0.028750553,0.373240903,0.018410992,0.183849131,0.165438139,50.95002553,NE,Spring,0.059081229,0.404354147,3.024880481,Moderate_Flow,Steady_Weak
Ahya_218,-18.42394461,146.9865131,-4.326374076,1.992881913,5.105482995,1.662784743,0.32568608,1.36355457,8.425958458,7.062403888,4.763306726,114.73248,0.932978668,0.067021332,SE,Winter,175.4943915,4.763306726,0.152602392,0.013127324,Sheltered,High,-0.045856383,-0.037173804,Low,0.076976671,0.028739906,0.373358644,0.018451708,0.183801908,0.1653502,50.96980042,NE,Spring,0.059031344,0.404282071,3.028538734,Moderate_Flow,Steady_Weak
Ahya_219,-18.42409347,146.9865317,-4.326357084,1.992842265,5.105461885,1.662761736,0.32568292,1.363592032,8.425950883,7.062358851,4.763274705,114.7321324,0.932976254,0.067023746,SE,Winter,175.4914731,4.763274705,0.152602217,0.013127852,Sheltered,High,-0.058836628,-0.037014502,Low,0.089298122,0.032071697,0.359153092,0.019619753,0.207265817,0.187646064,57.82573723,NE,Spring,0.069511309,0.34112133,2.48136807,High_Flow,Steady_Weak
Ahya_21_Chicken,-18.654027,147.7101427,-4.828468907,2.211524726,5.580153429,1.762614029,0.315871965,1.366659822,8.987700503,7.621040681,5.310833607,114.608623,0.951736126,0.048263874,SE,Winter,225.2390995,5.310833607,0.134706784,0.008649202,Moderate,High,-0.022302798,-0.007114473,Low,0.063506119,0.033572847,0.528655313,0.004721243,0.213775038,0.209053795,72.30759602,E,Autumn,0.023410052,0.648808675,9.941928448,Moderate_Flow,Variable_Weak
Ahya_21_Kelso,-18.446074,146.9910707,-4.32749355,1.982578213,5.104660498,1.657313391,0.324666722,1.373809111,8.430110006,7.056300895,4.760022773,114.6141946,0.932485672,0.067514328,SE,Winter,175.1622613,4.760022773,0.15224655,0.013226017,Sheltered,High,-0.03504202,-0.022625108,Low,0.063293005,0.02410851,0.380903235,0.01654039,0.153538304,0.136997914,57.1514282,NE,Spring,0.041711374,0.446352402,5.387320814,Moderate_Flow,Steady_Weak
Ahya_21_Lizard,-14.646108,145.4557541,-4.902616704,4.150904548,6.604420596,3.148324623,0.476699595,0.054042176,11.20891188,11.15486971,6.423835234,130.2536294,0.972656896,0.027343104,SE,Winter,467.6053775,6.423835234,0.257676486,0.004140122,Exposed,High,-0.070338775,0.043082322,Moderate,0.098952516,0.047039511,0.475374585,0.006471268,0.176413373,0.169942104,121.4873638,SE,Winter,0.082484118,0.289166377,1.681890287,High_Flow,Steady_Weak
Ahya_21_Tydeman,-13.971701,144.5019706,-5.72087701,3.30957168,6.871499108,3.382881269,0.49230615,0.434818141,11.53967265,11.1048545,6.609213151,120.0497141,0.961829878,0.038170122,SE,Winter,540.8332607,6.609213151,0.167448482,0.005554846,Exposed,High,-0.04226391,-0.023354114,Low,0.059319837,0.028542867,0.481169002,0.006873565,0.181145344,0.174271779,61.07591857,NE,Spring,0.04828719,0.287524845,3.135305188,Moderate_Flow,Steady_Weak
Ahya_21a,-21.9629252,152.307218,-4.338236434,2.252952657,5.13838949,1.655272654,0.322138417,2.00854447,9.127107042,7.118562572,4.888362818,117.4439597,0.951341432,0.048658568,SE,Autumn,178.8918989,4.888362818,0.155720593,0.009469615,Sheltered,High,-0.014248517,0.010147272,Low,0.019280192,0.011106172,0.57604053,0.001076438,0.04818191,0.047105472,125.457077,SE,Autumn,0.017492495,0.260976388,4.809182873,Low_Flow,Steady_Weak
Ahya_21b,-14.47425638,145.5036686,-4.923337615,4.083946016,6.594848344,3.197886897,0.484906814,0.170125988,11.20181584,11.03168985,6.396707616,129.6759648,0.969955226,0.030044774,SE,Winter,471.5072112,6.396707616,0.253457038,0.004555795,Exposed,High,-0.088632714,0.054742424,Low,0.111248878,0.027902217,0.250808969,0.052239457,0.173732061,0.121492604,121.7008165,SE,Spring,0.10417529,0.203293418,0.571542495,High_Flow,Steady_Strong
Ahya_220,-18.4241125,146.9865726,-4.326377869,1.992846931,5.105480073,1.662765956,0.325682587,1.363589378,8.425972278,7.0623829,4.763295535,114.7320788,0.93297701,0.06702299,SE,Winter,175.4932408,4.763295535,0.152601164,0.013127657,Sheltered,High,-0.045840451,-0.037121756,Low,0.076933796,0.02872457,0.373367382,0.018516286,0.183763755,0.165247469,50.99932776,NE,Spring,0.058986199,0.404157166,3.032298681,Moderate_Flow,Steady_Weak
Ahya_221,-18.5577974,146.5031428,-3.506187209,1.639124132,4.330046921,1.344558653,0.310518264,1.11785609,7.240982813,6.123126723,3.8704104,115.0558422,0.893849529,0.106150471,SE,Autumn,104.9673115,3.8704104,0.19026577,0.024514855,Sheltered,Moderate,-0.032198018,0.01496077,Low,0.050544425,0.022216543,0.439544875,0.01494576,0.127400455,0.112454695,114.9218802,SE,Autumn,0.035504043,0.362975864,5.887248303,Moderate_Flow,Steady_Weak
Ahya_222,-18.5577798,146.5031201,-3.506167388,1.639131841,4.330033848,1.344560624,0.310519657,1.117851279,7.240969165,6.123117886,3.870395709,115.0560699,0.893848835,0.106151165,SE,Autumn,104.9665841,3.870395709,0.190267903,0.024515089,Sheltered,Moderate,-0.032208852,0.014984545,Low,0.05056266,0.022238041,0.439811534,0.014934498,0.12748401,0.112549512,114.9492925,SE,Autumn,0.03552389,0.362991346,5.882372176,Moderate_Flow,Steady_Weak
Ahya_223,-18.55757117,146.5032075,-3.506340855,1.639335806,4.330259198,1.344716041,0.310539388,1.11787788,7.241459755,6.123581875,3.870639234,115.0577175,0.893858556,0.106141444,SE,Autumn,104.98609,3.870639234,0.190269983,0.024511568,Sheltered,Moderate,-0.032437023,0.015399189,Low,0.051031707,0.02268022,0.444433887,0.01477376,0.129347364,0.114573604,115.395616,SE,Autumn,0.035906761,0.364375122,5.8078267,Moderate_Flow,Steady_Weak
Ahya_224,-18.55753513,146.5031803,-3.506320502,1.639357863,4.330251553,1.344727069,0.310542483,1.117872123,7.241465236,6.123593114,3.870630138,115.0581409,0.893858034,0.106141966,SE,Autumn,104.986028,3.870630138,0.190273253,0.024511732,Sheltered,Moderate,-0.023866068,0.014297019,Low,0.040914558,0.021094059,0.515563671,0.008271156,0.113153765,0.10488261,120.9238062,SE,Autumn,0.027820747,0.416685174,7.821865588,Low_Flow,Steady_Weak
Ahya_225,-18.55761258,146.5031081,-3.50621255,1.639269457,4.330127059,1.34465485,0.310534733,1.117853371,7.241212529,6.123359158,3.870494904,115.0576322,0.893852502,0.106147498,SE,Autumn,104.9757536,3.870494904,0.190274904,0.024513714,Sheltered,Moderate,-0.032368362,0.015285998,Low,0.05087975,0.022548918,0.443180593,0.014811919,0.128774494,0.113962575,115.2790797,SE,Autumn,0.035796265,0.36382623,5.82655366,Moderate_Flow,Steady_Weak
Ahya_226,-18.55767318,146.5030875,-3.506168267,1.639211668,4.330067193,1.344611533,0.310529023,1.117846911,7.241079404,6.123232494,3.870430313,115.0571349,0.893849943,0.106150057,SE,Autumn,104.9704971,3.870430313,0.190273936,0.024514644,Sheltered,Moderate,-0.032303694,0.015167354,Low,0.050747349,0.02242314,0.44185836,0.014858424,0.128246257,0.113387833,115.1511734,SE,Autumn,0.035687215,0.363440751,5.847929469,Moderate_Flow,Steady_Weak
Ahya_227,-18.55773889,146.5030962,-3.506154828,1.63915886,4.33003461,1.344575952,0.310523142,1.117846966,7.240990773,6.123143807,3.870395774,115.056511,0.893848692,0.106151308,SE,Autumn,104.9671947,3.870395774,0.190270946,0.024515118,Sheltered,Moderate,-0.032242121,0.015050449,Low,0.050625552,0.022303112,0.440550496,0.014906222,0.127748907,0.112842685,115.0229136,SE,Autumn,0.035581883,0.363125546,5.869677485,Moderate_Flow,Steady_Weak
Ahya_228,-18.55778474,146.5030888,-3.5061293,1.639117839,4.329996949,1.344546083,0.310518945,1.117843678,7.240903565,6.123059887,3.870355275,115.0561209,0.893847114,0.106152886,SE,Autumn,104.9637918,3.870355275,0.190269799,0.024515695,Sheltered,Moderate,-0.032195224,0.014963989,Low,0.050530788,0.022212343,0.439580378,0.014940381,0.127368264,0.112427883,114.9284915,SE,Autumn,0.035502864,0.362859268,5.885547102,Moderate_Flow,Steady_Weak
Ahya_229,-18.55784182,146.5029394,-3.50593666,1.639022886,4.329800463,1.344457189,0.310512505,1.11780662,7.240538653,6.122732033,3.870140551,115.0560553,0.893838084,0.106161916,SE,Autumn,104.9485013,3.870140551,0.190277545,0.024518893,Sheltered,Moderate,-0.032098324,0.014805288,Low,0.050315115,0.022027388,0.437788688,0.014993233,0.126556316,0.111563083,114.7614206,SE,Autumn,0.035348252,0.362054056,5.911991973,Moderate_Flow,Steady_Weak
Ahya_22_Chicken,-18.654,147.7101735,-4.828472241,2.211532445,5.580157758,1.762617069,0.315872265,1.366648249,8.987697938,7.621049689,5.310839852,114.6086837,0.951736507,0.048263493,SE,Winter,225.2396946,5.310839852,0.134706858,0.008649127,Moderate,High,-0.022302666,-0.007125193,Low,0.063517424,0.033579026,0.52865849,0.004708922,0.213821285,0.209112363,72.28250593,E,Autumn,0.023413186,0.648873263,9.940414999,Moderate_Flow,Variable_Weak
Ahya_22_Lizard,-14.646155,145.4557764,-4.902607112,4.150901973,6.604411159,3.148319359,0.476699479,0.0540399,11.20890058,11.15486068,6.42382625,130.2536671,0.972656925,0.027343075,SE,Winter,467.6033123,6.42382625,0.257676878,0.004140123,Exposed,High,-0.070320265,0.04311636,Moderate,0.098948498,0.047049968,0.475499573,0.006468195,0.17642226,0.169954066,121.5142416,SE,Winter,0.082486121,0.289324582,1.681411922,High_Flow,Steady_Weak
Ahya_22_Tydeman,-13.97146,144.5019062,-5.720792534,3.30963535,6.871480381,3.382934619,0.492315255,0.434869568,11.53959208,11.10472251,6.609171912,120.0505586,0.961826498,0.038173502,SE,Winter,540.8383088,6.609171912,0.167458507,0.005555353,Exposed,High,-0.061804495,-0.01715865,Low,0.076805998,0.034417218,0.448105864,0.01042595,0.213291394,0.202865444,74.48386317,E,Spring,0.064142146,0.195316807,2.146720649,Moderate_Flow,Steady_Weak
Ahya_22a,-21.96292494,152.3072086,-4.338236575,2.252952361,5.138389592,1.655272724,0.322138424,2.008544878,9.127106379,7.118561501,4.888362806,117.4439559,0.951341411,0.048658589,SE,Autumn,178.8919118,4.888362806,0.155720582,0.009469618,Sheltered,High,-0.01424692,0.010146399,Low,0.019278959,0.011105877,0.576062059,0.001079153,0.048180894,0.047101742,125.4577825,SE,Autumn,0.017490688,0.261011929,4.811341123,Low_Flow,Steady_Weak
Ahya_22b,-14.47428186,145.5036204,-4.923344879,4.083955732,6.594857386,3.19788366,0.484905658,0.170108701,11.20182932,11.03172062,6.39671941,129.6759902,0.969955684,0.030044316,SE,Winter,471.5082828,6.39671941,0.25345696,0.004555719,Exposed,High,-0.0886914,0.05480936,Low,0.111333109,0.027899535,0.250595128,0.052255185,0.173680595,0.121425411,121.7151653,SE,Spring,0.104260397,0.203369055,0.570607274,High_Flow,Steady_Strong
Ahya_230,-18.55832102,146.5026978,-3.50544686,1.638547199,4.329205149,1.344082322,0.310468614,1.117725697,7.239292268,6.121566571,3.869495395,115.0527461,0.893811973,0.106188027,SE,Autumn,104.8983035,3.869495395,0.190279338,0.024528296,Sheltered,Moderate,-0.022986302,0.012966261,Low,0.03909386,0.019513075,0.499134012,0.008599597,0.106371547,0.09777195,119.4267547,SE,Autumn,0.026391172,0.412022717,8.311482843,Low_Flow,Steady_Weak
Ahya_231,-18.55843593,146.5026139,-3.505293937,1.63842633,4.329030587,1.343982888,0.310458164,1.117698852,7.238940966,6.121242114,3.869305678,115.0520835,0.89380419,0.10619581,SE,Autumn,104.8839728,3.869305678,0.190282012,0.024531083,Sheltered,Moderate,-0.031428311,0.013622159,Low,0.048933015,0.020753681,0.424124312,0.015434073,0.121097458,0.105663385,113.4336415,SE,Autumn,0.034253495,0.357727884,6.130669309,Low_Flow,Steady_Weak
Ahya_232,-18.558462,146.5025805,-3.505243344,1.638394678,4.328976243,1.343955287,0.310455685,1.117689503,7.238835973,6.121146469,3.869246442,115.0519762,0.893801727,0.106198273,SE,Autumn,104.879635,3.869246442,0.190283534,0.02453196,Sheltered,Moderate,-0.031394759,0.013564979,Low,0.048861307,0.020690157,0.42344666,0.015437143,0.120819472,0.105382328,113.3681013,SE,Autumn,0.034199993,0.357471977,6.141051375,Low_Flow,Steady_Weak
Ahya_233,-18.55845982,146.50255,-3.505211477,1.638387336,4.328947161,1.343945896,0.310455602,1.117682912,7.238786771,6.121103859,3.869214463,115.0520775,0.893800344,0.106199656,SE,Autumn,104.8775113,3.869214463,0.190285456,0.024532444,Sheltered,Moderate,-0.022821268,0.012718232,Low,0.038740412,0.019211877,0.495913074,0.008656378,0.105061898,0.09640552,119.1308085,SE,Autumn,0.02612592,0.410918291,8.405069058,Low_Flow,Steady_Weak
Ahya_234,-18.55848681,146.5025548,-3.505201796,1.638366434,4.328930694,1.343931191,0.310453386,1.117681953,7.238746717,6.121064764,3.869196842,115.0518578,0.893799674,0.106200326,SE,Autumn,104.8759639,3.869196842,0.190284612,0.024532693,Sheltered,Moderate,-0.031364257,0.013512626,Low,0.048796859,0.020632568,0.422825747,0.015440079,0.120568184,0.105128105,113.3077702,SE,Autumn,0.034151247,0.357248446,6.15068936,Low_Flow,Steady_Weak
Ahya_235,-18.55849863,146.5025097,-3.505146558,1.63834319,4.328875985,1.343908236,0.310452007,1.117671115,7.238647263,6.120976148,3.869136958,115.0518923,0.893797136,0.106202864,SE,Autumn,104.8717747,3.869136958,0.190287139,0.024533589,Sheltered,Moderate,-0.031342825,0.013477636,Low,0.048747298,0.020591107,0.422405096,0.015441801,0.120382401,0.1049406,113.2680466,SE,Autumn,0.034117728,0.357034613,6.156451431,Low_Flow,Steady_Weak
Ahya_236,-18.55855018,146.5024511,-3.505054772,1.638283225,4.328776356,1.34385655,0.310447212,1.117654301,7.2384533,6.120798999,3.869028416,115.0516634,0.893792633,0.106207367,SE,Autumn,104.863783,3.869028416,0.190289707,0.024535194,Sheltered,Moderate,-0.031278993,0.013368121,Low,0.048611668,0.020470343,0.421099375,0.015448238,0.119854155,0.104405917,113.1410569,SE,Autumn,0.034015909,0.3565538,6.176545444,Low_Flow,Steady_Weak
Ahya_237,-18.55858387,146.5024405,-3.505024217,1.638252319,4.328738717,1.343832399,0.310444332,1.117649314,7.238374052,6.120724738,3.868987649,115.0514404,0.893790987,0.106209013,SE,Autumn,104.860594,3.868987649,0.190289725,0.024535788,Sheltered,Moderate,-0.031242999,0.013305083,Low,0.048538778,0.020403267,0.420349841,0.015452231,0.119564211,0.104111979,113.0671207,SE,Autumn,0.033958065,0.356329103,6.18872348,Low_Flow,Steady_Weak
Ahya_238,-18.55869208,146.5023038,-3.504816428,1.638123432,4.32851598,1.343719751,0.310434282,1.117610874,7.237944066,6.120333192,3.868744831,115.0510142,0.893780882,0.106219118,SE,Autumn,104.8428357,3.868744831,0.190296064,0.024539384,Sheltered,Moderate,-0.031108284,0.013074292,Low,0.04825054,0.020148056,0.417571609,0.015466957,0.118442971,0.102976014,112.7962012,SE,Autumn,0.033744073,0.355275932,6.230993498,Low_Flow,Steady_Weak
Ahya_239,-18.55867985,146.502264,-3.504782163,1.638121939,4.328487328,1.34371371,0.310434941,1.117603441,7.237899543,6.120296102,3.868713157,115.051209,0.893779481,0.106220519,SE,Autumn,104.8408619,3.868713157,0.19029862,0.024539871,Sheltered,Moderate,-0.03111342,0.01308485,Low,0.048254263,0.020155296,0.417689425,0.015466136,0.118468112,0.103001976,112.809346,SE,Autumn,0.033752899,0.355219248,6.227840399,Low_Flow,Steady_Weak
Ahya_239_Davies,-18.826631,147.6263646,-4.785235779,2.11213382,5.524708005,1.717124879,0.31080826,1.520554331,9.01818273,7.497628399,5.23063961,113.8159693,0.946772138,0.053227862,SE,Autumn,217.2590988,5.23063961,0.133848201,0.009634511,Moderate,High,-0.015774275,-0.027927201,Low,0.059997434,0.031356242,0.522626391,0.004467374,0.192818226,0.188350852,29.45930418,NE,Spring,0.032074232,0.737084166,7.757108555,Moderate_Flow,Variable_Weak
Ahya_23_Chicken,-18.65397,147.710146,-4.828468185,2.211534452,5.580153995,1.762618643,0.31587276,1.366630969,8.987688455,7.621057485,5.310837001,114.6087216,0.951736638,0.048263362,SE,Winter,225.2393791,5.310837001,0.134707001,0.008649109,Moderate,High,-0.02230449,-0.007151761,Low,0.063528868,0.03358213,0.528612123,0.004694551,0.213865534,0.209170983,72.2219575,E,Autumn,0.023423022,0.648907797,9.937232434,Moderate_Flow,Variable_Weak
Ahya_23_Lizard,-14.646142,145.4557654,-4.90261156,4.150905476,6.604416735,3.148321425,0.476699389,0.054039173,11.20890556,11.15486639,6.423831908,130.2536653,0.972656961,0.027343039,SE,Winter,467.6044258,6.423831908,0.257676831,0.004140114,Exposed,High,-0.070314537,0.043085361,Moderate,0.098927298,0.047030782,0.475407526,0.006473319,0.176371728,0.169898408,121.4979602,SE,Winter,0.082465037,0.289230191,1.68212081,High_Flow,Steady_Weak
Ahya_23_Tydeman,-13.971394,144.5018794,-5.720772535,3.309645231,6.871474005,3.382946437,0.492317432,0.434885095,11.53956965,11.10468455,6.60915955,120.0507195,0.961825592,0.038174408,SE,Winter,540.8390842,6.60915955,0.167460645,0.00555549,Exposed,High,-0.061835067,-0.017171321,Low,0.076846713,0.034444289,0.448220716,0.010447287,0.213446023,0.202998736,74.48026501,E,Spring,0.064174993,0.195345317,2.145778815,Moderate_Flow,Steady_Weak
Ahya_23a,-21.96292897,152.3072169,-4.338235745,2.252952281,5.138388819,1.655272874,0.322138501,2.008543822,9.127106538,7.118562717,4.888362032,117.4439595,0.951341404,0.048658596,SE,Autumn,178.8918523,4.888362032,0.155720616,0.009469621,Sheltered,High,-0.014247457,0.010146387,Low,0.019279187,0.011105989,0.576061071,0.001078279,0.048180035,0.047101756,125.4567292,SE,Autumn,0.017491118,0.260992851,4.810685224,Low_Flow,Steady_Weak
Ahya_23b,-14.47438924,145.5034631,-4.923368066,4.083992152,6.594888116,3.197869845,0.484901304,0.170044072,11.20187534,11.03183126,6.396760509,129.6761087,0.969957397,0.030042603,SE,Winter,471.5116108,6.396760509,0.253456923,0.004555438,Exposed,High,-0.106433944,0.066038285,Low,0.132658605,0.032294409,0.243439982,0.043925554,0.209636183,0.165710629,121.8180555,SE,Spring,0.125256695,0.197685337,0.420603607,High_Flow,Steady_Strong
Ahya_240,-18.55998063,146.5013112,-3.5029412,1.636841475,4.32645746,1.342628363,0.310329727,1.117270744,7.233902778,6.116632034,3.866503209,115.0455707,0.893688022,0.106311978,SE,Autumn,104.6769643,3.866503209,0.190344241,0.024572524,Sheltered,Moderate,-0.029743074,0.010712015,Low,0.045394598,0.017611249,0.387959136,0.015685651,0.1071476,0.091461949,109.8065648,E,Autumn,0.031613252,0.344788254,6.687800102,Low_Flow,Steady_Weak
Ahya_241,-18.55987846,146.5013549,-3.50306066,1.636930072,4.326591422,1.34270223,0.310337191,1.117292042,7.234169129,6.116877087,3.866648943,115.0460107,0.893694034,0.106305966,SE,Autumn,104.6878576,3.866648943,0.190341699,0.024570373,Sheltered,Moderate,-0.029841642,0.010881268,Low,0.045595747,0.017788796,0.39014157,0.01566672,0.107951688,0.092284968,110.0335588,E,Autumn,0.031763589,0.345516984,6.653363862,Low_Flow,Steady_Weak
Ahya_242,-18.55982875,146.5014096,-3.503150137,1.636981136,4.326685507,1.342747901,0.310340999,1.117308801,7.23434898,6.117040179,3.866751624,115.0461349,0.893698333,0.106301667,SE,Autumn,104.6952811,3.866751624,0.190338625,0.024568845,Sheltered,Moderate,-0.029889671,0.010966451,Low,0.045700211,0.017880168,0.391249136,0.015656357,0.108365903,0.092709545,110.14797,E,Autumn,0.031837956,0.345962083,6.63739194,Low_Flow,Steady_Weak
Ahya_243,-18.55978441,146.5015324,-3.503300634,1.637044319,4.326834474,1.342810373,0.310344752,1.117338197,7.234622091,6.117283895,3.866914718,115.046039,0.893705257,0.106294743,SE,Autumn,104.7066747,3.866914718,0.190331718,0.024566399,Sheltered,Moderate,-0.029933521,0.011049161,Low,0.045809383,0.017973258,0.39234883,0.015644493,0.108790993,0.093146499,110.2602804,E,Autumn,0.031907674,0.346563533,6.6245946,Low_Flow,Steady_Weak
Ahya_244,-18.55968257,146.5015261,-3.503370544,1.637122411,4.326923603,1.342870191,0.310352184,1.117349272,7.23481183,6.117462558,3.867011114,115.0466487,0.893709126,0.106290874,SE,Autumn,104.7143149,3.867011114,0.190332239,0.024564999,Sheltered,Moderate,-0.030034576,0.0112188,Low,0.046005677,0.018149064,0.394496193,0.015628224,0.109579336,0.093951112,110.4821432,E,Autumn,0.03206146,0.347155001,6.588268253,Low_Flow,Steady_Weak
