Site Name,k_value_GBR1,lat_GBR1,long_GBR1,mean_temp,sd_temp,skew_temp,kurtosis_temp,MaxMonthMean,mean_duration_DHD,MinMonthMean,mean_duration_DCD,mean_daily_temp_range,mean_annual_temp_range,temporal_autocorr_daily,temporal_autocorr_annual,slope_annual_temp_change
Aspat_835,2.35,-16.939904,145.980371,27.26433608566979,2.3476029354441645,-0.17027814,1.7251695712001265,30.09247676131969,16.88888888888889,23.73709588532911,22.22222222222222,0.47813876628471286,7.929165833480477,0.9963044491554277,0.3659492429598295,0.053894227
Aken_1001,2.35,-16.939904,145.985371,27.25673140335008,2.333309417090241,-0.166586533,1.7289049440634923,30.08381188056794,17,23.756709524446673,22.333333333333336,0.48452663813707414,7.904191568823297,0.9963958159707376,0.37122493001946383,0.054210788266847686
Aken_1006,0.5,-16.939904,145.985371,27.310085848551076,2.3705265663771833,-0.158942243,1.733854666195855,30.170146774372625,15.333333333333334,23.76082007449695,22.22222222222222,0.6251618321445214,8.167083146617198,0.9954715884664973,0.35603134134725273,0.054653445
Aken_1032,5.35,-16.939904,145.985371,27.046814301827652,2.224084210522847,-0.163878335,1.726215800261412,29.796613919094227,17.666666666666668,23.710205561802326,23,0.2980677573117614,7.435568756096632,0.996466293,0.42173351148731547,0.050223936
Ahya_368,5.35,-16.944904,145.990371,27.01160871188506,2.195548026863325,-0.1146161,1.741391157439648,29.771314533983777,17.666666666666668,23.768723231646124,23.11111111111111,0.38721447119257885,7.450845901530808,0.9933706888026272,0.4557035004344688,0.052160083
Ahya_370,2.35,-16.944904,145.990371,27.235569646595476,2.297736112673134,-0.145318484,1.7431622012652925,30.06222860889655,16.444444444444443,23.81344984676964,22.333333333333336,0.5557087380427811,7.883673273078451,0.9953327606725061,0.3880687844586778,0.054971661
Ahya_361,2.35,-16.939904,145.995371,27.212998359946283,2.2801148375289513,-0.140061086,1.7415057569396268,30.026442170498427,16.22222222222222,23.82886588147702,23.22222222222222,0.5434790327167774,7.828602204,0.994812853,0.3909768291309062,0.054898076
Ahya_365,0.5,-16.939904,145.995371,27.28745382982422,2.3240591037825586,-0.149150943,1.7402509948365927,30.13242123521281,14.88888888888889,23.83287837026755,22.22222222222222,0.6772786296962935,8.069839028288728,0.9949047107592842,0.36467075287834966,0.055210513
1566,9,-16.879904,146.185371,27.058202329673236,1.9314960373946575,-0.055922977,1.7307108276798266,29.55145691006113,24.22222222222222,24.385762875725337,20.555555555555557,0.18661668600891237,6.350160178081966,0.9978623754835648,0.2938497502124073,0.05443693
1588,5.35,-16.879904,146.185371,27.182556479524514,2.0049936088051026,-0.035025225,1.759613330935327,29.78767560253751,19.77777777777778,24.407195209120122,20.333333333333336,0.24095339594491044,6.730624475467505,0.9972383498419752,0.27410253681591856,0.055971281
Aken_1069,2.35,-16.884904,146.185371,27.30253356664378,2.0746350427815217,-0.014462768,1.7870317552755501,29.996473361087602,19,24.429795047337695,21,0.4293102273289935,7.108341877508817,0.9959657112712725,0.27782908432080505,0.057191478
Aken_1073,2.35,-16.889904,146.185371,27.302953007018033,2.076785532587137,-0.017719619,1.7848506551986336,29.99578317045715,19,24.423205639275416,20.444444444444443,0.43100757280179386,7.117219534661078,0.9959303801673799,0.2787912211844579,0.057123597
Aken_1095,5.35,-16.884904,146.185371,27.181986373779395,2.0061789440683575,-0.036354062,1.757138818511425,29.78757973094735,20,24.40398723434479,20.444444444444443,0.23759675496577487,6.723640725075021,0.9972861595280317,0.2749907105833184,0.056019485199589304
Aspat_852,0.5,-16.889904,146.185371,27.336353447027374,2.104097037,-0.008196702,1.7961788347623713,30.05254609016319,17.333333333333332,24.42124694641846,20.444444444444443,0.546865677,7.259792939588274,0.9949089904959795,0.2771076880018824,0.05752073
Aspat_874,0.5,-16.884904,146.185371,27.336569595657256,2.102189093515478,-0.00522239,1.798397953884808,30.054005534732948,17.333333333333332,24.42783359806042,20.77777777777778,0.5482169356151623,7.2492349841608625,0.9949506148752733,0.27616663691181165,0.057561761
1663,13,-16.844904,146.215371,26.99124460659383,1.821836666,-0.064433048,1.7225987637130808,29.30388301176297,22,24.47569945372187,20.333333333333336,0.20252876645474285,5.843906469637945,0.9978114246375326,0.310236713,0.054609834
1678,9,-16.844904,146.215371,27.126358688193502,1.9055107601117791,-0.039696854,1.7527620665733403,29.595339392511338,22.22222222222222,24.49694229077393,19.666666666666664,0.2098108880164682,6.263592594421875,0.9977586637342142,0.275212757,0.055626710818269795
1686,5.35,-16.844904,146.215371,27.238546889055186,1.9747940041292364,-0.013849434,1.7828484372358595,29.81299057085947,19.77777777777778,24.523725268999385,19.555555555555557,0.24926825654698215,6.638597693,0.9970050394328307,0.26272248244802393,0.057321472
1614,13,-16.859904,146.225371,26.932186273860523,1.815058416387033,-0.056609779,1.7138287509572063,29.247513992877803,19.333333333333336,24.43582742366278,25.22222222222222,0.19437678996658245,5.790416423,0.9975107110852779,0.3198219262399872,0.054030082788519916
1635,5.35,-16.859904,146.225371,27.192874892232457,1.9748470937242262,-0.018204567,1.769175833278509,29.76494881413584,20.11111111111111,24.477055073299155,20.555555555555557,0.24584209883248156,6.6175811909067255,0.9972683464413357,0.26797281181749566,0.056858505
Ahya_375,2.35,-16.844904,146.230371,27.345172155561567,2.0224258119331804,0.009617147,1.813847365432065,29.985379770336145,20.555555555555557,24.57247573626225,19.88888888888889,0.413709561,6.968310170184582,0.9961017127042523,0.2664902070137555,0.058806962560550055
Ahya_384,0.5,-16.844904,146.230371,27.383696146514236,2.0504043398751857,0.018912625446741462,1.8269985579951555,30.05585228655527,19.11111111111111,24.57351850307485,19.88888888888889,0.5381443246666046,7.1079064669519765,0.9950860453853885,0.26408824067283365,0.059149014541319246
Ahya_401,5.35,-16.844904,146.230371,27.23295611095724,1.9614441931910513,-0.013012508,1.783559636362287,29.79052975148442,20.11111111111111,24.537776583361378,19.444444444444443,0.255294122,6.5807423253409185,0.9970851505813416,0.26325289437129157,0.05760108
Aken_1081,9,-16.844904,146.230371,27.110757086667604,1.884717367566558,-0.039829295,1.7502801481941974,29.547362583850372,22.88888888888889,24.511804098874777,19.77777777777778,0.22905574628138997,6.1725938729262095,0.9975046447883814,0.27810503100439676,0.055820515622336656
2232,13,-16.849904,146.235371,26.95452434107434,1.797937076,-0.051467649,1.728302939034939,29.25281142629736,17.666666666666668,24.48358787813317,23.77777777777778,0.22168190666392537,5.857907315875668,0.9963998290365224,0.31844118731250143,0.054694283
2236,5.35,-16.849904,146.235371,27.218708376146548,1.9583283683401724,-0.016672831,1.7784737255847458,29.76840454578457,20.22222222222222,24.525266852651924,20.22222222222222,0.25902878639850835,6.554788150602532,0.9971286557635176,0.2649335591707465,0.057329931745807784
