projectID,scientificAbbreviation,locality,decimalLatitude,decimalLongitude,depthOfColonyinMetersCorrected,EcoPlotID_full
ECT1,Aken,North_Direction,-14.74238777,145.5122341,1.5,Aken_1434
ECT1,Aken,North_Direction,-14.74236229,145.5122106,1.5,Aken_1435
ECT1,Aken,North_Direction,-14.74296947,145.5128701,1.5,Aken_1445
ECT1,Aken,Lizard,-14.64630408,145.4561582,1.5,Aken_29_Lizard
ECT1,Ahya,Kelso,-18.445935,146.9911048,1.5,Ahya_13_Kelso
ECT1,Ahya,Kelso,-18.446196,146.9909436,1.5,Ahya_8_Kelso
ECT1,Aken,Kelso,-18.42378602,146.9863713,1.5,Aken_1474
ECT1,Ahya,Pelorus,-18.53743,146.4946393,1.5,Ahya_1845_Pelorus 
ECT1,Ahya,Pelorus,-18.537578,146.4945813,1.5,Ahya_1847_Pelorus 
ECT1,Aken,Davies,-18.82638451,147.6262119,1.5,Aken_1986
ECT1,Aken,Davies,-18.82655139,147.6263559,1.5,Aken_2012
ECT1,Ahya,Lady_Musgrave,-23.90709305,152.3869322,1.6,Ahya_104a
ECT1,Ahya,No_Name,-14.65105872,145.638374,1.6,Ahya_113b
ECT1,Ahya,Kelso,-18.42344865,146.9860694,1.6,Ahya_215
ECT1,Ahya,Moore,-16.84565856,146.2316635,1.6,Ahya_376
ECT1,Ahya,Moore,-16.84568765,146.2316663,1.6,Ahya_378
ECT1,Aspat,Hicks,-14.474964,145.502743,1.6,Aspat_439
ECT1,Aspat,Hicks,-14.475059,145.502503,1.6,Aspat_485
ECT1,Aspat,Pelorus,-18.558205,146.502776,1.6,Aspat_931
ECT1,Aspat,Chicken,-18.669619,147.70699,1.6,Aspat_1511
ECT1,Aspat,Chicken,-18.66994,147.705884,1.6,Aspat_1532
ECT1,Aspat,Davies,-18.825385,147.62658,1.6,Aspat_1586
ECT1,Aken,Fitzroy_Island,-16.93969723,145.9831096,1.6,Aken_1047
ECT1,Aken,Moore,-16.88752273,146.1866499,1.6,Aken_1073
ECT1,Aken,Moore,-16.88707992,146.187506,1.6,Aken_1103
ECT1,Aken,Mackay,-16.03870047,145.6512437,1.6,Aken_1106
ECT1,Ahya,Tydeman,-13.970985,144.5027782,1.6,Ahya_27_Tydeman
ECT1,Aken,Martin,-14.78013818,145.358499,1.6,Aken_1224
ECT1,Aken,Martin,-14.78030423,145.3584325,1.6,Aken_1225
ECT1,Ahya,No_Name,-14.651082,145.6383584,1.6,Ahya_113b_R2023
ECT1,Aken,MacGillivray,-14.6411783,145.4914524,1.6,Aken_489
ECT1,Aken,No_Name,-14.65103734,145.6384377,1.6,Aken_1305
ECT1,Aken,No_Name,-14.65095478,145.638527,1.6,Aken_1308
ECT1,Aken,No_Name,-14.65100474,145.6388443,1.6,Aken_1328
ECT1,Aken,No_Name,-14.65145401,145.6393321,1.6,Aken_1354
ECT1,Aken,No_Name,-14.65150497,145.6392085,1.6,Aken_1359
ECT1,Ahya,Lizard,-14.646011,145.455313,1.6,Ahya_17_Lizard
ECT1,Aken,North_Direction,-14.74213111,145.5116542,1.6,Aken_1408
ECT1,Aken,Lizard,-14.64679769,145.4567075,1.6,Aken_37_Lizard
ECT1,Aken,Kelso,-18.42364848,146.9853339,1.6,Aken_1475
ECT1,Ahya,Chicken,-18.670415,147.7066218,1.6,Ahya_303_R2023
ECT1,Aken,Davies,-18.82567716,147.6272135,1.6,Aken_1984
ECT1,Ahya,Hicks,-14.47390568,145.5041231,1.7,Ahya_13b
ECT1,Ahya,Hicks,-14.47448001,145.5033776,1.7,Ahya_25b
ECT1,Ahya,Pelorus,-18.55845982,146.50255,1.7,Ahya_233
ECT1,Ahya,Chicken,-18.67043057,147.7064718,1.7,Ahya_301
ECT1,Ahya,Fitzroy_Island,-16.94324613,145.9914126,1.7,Ahya_370
ECT1,Ahya,Moore,-16.84567776,146.2316621,1.7,Ahya_377
ECT1,Aspat,Hicks,-14.474843,145.502958,1.7,Aspat_452
ECT1,Aspat,Hicks,-14.474809,145.503184,1.7,Aspat_461
ECT1,Aspat,Hicks,-14.474719,145.503195,1.7,Aspat_463
ECT1,Aspat,No_Name,-14.651071,145.638462,1.7,Aspat_604
ECT1,Aspat,No_Name,-14.650851,145.638511,1.7,Aspat_643
ECT1,Aspat,St_Crispin,-16.072892,145.844005,1.7,Aspat_765
ECT1,Aspat,Fitzroy_Island,-16.94063,145.994743,1.7,Aspat_845
ECT1,Aspat,Fitzroy_Island,-16.940902,145.994427,1.7,Aspat_850
ECT1,Aspat,Pelorus,-18.558457,146.502575,1.7,Aspat_941
ECT1,Aspat,Chicken,-18.67002,147.705903,1.7,Aspat_1534
ECT1,Aspat,Chicken,-18.669885,147.707422,1.7,Aspat_805
ECT1,Aspat,Davies,-18.8254,147.626624,1.7,Aspat_1588
ECT1,Aspat,Davies,-18.825315,147.626725,1.7,Aspat_1590
ECT1,Aspat,Davies,-18.825317,147.626702,1.7,Aspat_1592
ECT1,Aken,Fitzroy_Island,-16.93929045,145.9829412,1.7,Aken_1001
ECT1,Aken,Fitzroy_Island,-16.93953596,145.983074,1.7,Aken_1041
ECT1,Aken,Mackay,-16.03872788,145.6511892,1.7,Aken_1107
ECT1,Ahya,Tydeman,-13.971393,144.5023145,1.7,Ahya_14_Tydeman
ECT1,Aken,Martin,-14.78037556,145.3583258,1.7,Aken_1228
ECT1,Aken,Martin,-14.78026601,145.3582501,1.7,Aken_1231
ECT1,Aken,Martin,-14.77995562,145.3592935,1.7,Aken_1254
ECT1,Ahya,No_Name,-14.650839,145.6385532,1.7,Ahya_97b_R2023
ECT1,Ahya,No_Name,-14.650838,145.6385358,1.7,Ahya_98b_R2023
ECT1,Aken,No_Name,-14.65113013,145.638273,1.7,Aken_1335
ECT1,Aken,North_Direction,-14.74293871,145.5127523,1.7,Aken_1447
ECT1,Aken,Hicks,-14.47469308,145.5032102,1.7,Aken_1454
ECT1,Aken,Kelso,-18.42378787,146.9868715,1.7,Aken_1819
ECO03,Pdam,North_Keppel,-23.084151,150.8855545,1.8,KENK_BA1S_P1
ECT1,Ahya,Reef21-550,-21.96297389,152.3072719,1.8,Ahya_28a
ECT1,Ahya,Martin,-14.78000206,145.3593995,1.8,Ahya_141b
ECT1,Ahya,Kelso,-18.42365216,146.9843686,1.8,Ahya_189
ECT1,Ahya,Kelso,-18.42422113,146.9854621,1.8,Ahya_206
ECT1,Aspat,Fitzroy_Island,-16.940808,145.99445,1.8,Aspat_849
ECT1,Aspat,Fitzroy_Island,-16.940632,145.994726,1.8,Aspat_851
ECT1,Aspat,Pelorus,-18.558131,146.502866,1.8,Aspat_912
ECT1,Aspat,Pelorus,-18.557986,146.502852,1.8,Aspat_916
ECT1,Aspat,Pelorus,-18.558072,146.502821,1.8,Aspat_920
ECT1,Aspat,Chicken,-18.670001,147.707458,1.8,Aspat_994
ECT1,Aspat,Davies,-18.825885,147.626673,1.8,Aspat_1555
ECT1,Aspat,Davies,-18.82579,147.626481,1.8,Aspat_1563
ECT1,Aspat,Davies,-18.825615,147.626457,1.8,Aspat_1565
ECT1,Aspat,Lady_Musgrave,-23.90860758,152.386056,1.8,Aspat_1645
ECT1,Aken,Fitzroy_Island,-16.93933505,145.9829629,1.8,Aken_1002
ECT1,Aken,Fitzroy_Island,-16.93956027,145.9830657,1.8,Aken_1042
ECT1,Aken,Fitzroy_Island,-16.94004742,145.9833479,1.8,Aken_1057
ECT1,Aken,Moore,-16.88713633,146.1868452,1.8,Aken_1092
ECT1,Aken,Moore,-16.88703055,146.1870227,1.8,Aken_1094
ECT1,Aken,Moore,-16.88702703,146.1870745,1.8,Aken_1096
ECT1,Ahya,Tydeman,-13.971716,144.5019161,1.8,Ahya_18_Tydeman
ECT1,Aken,No_Name,-14.65113918,145.6383907,1.8,Aken_1303
ECT1,Aken,No_Name,-14.65061121,145.638905,1.8,Aken_1342
ECT1,Aken,No_Name,-14.65125712,145.6393726,1.8,Aken_1353
ECT1,Aken,North_Direction,-14.74289504,145.5127778,1.8,Aken_1448
ECT1,Aken,Lizard,-14.64588339,145.4553493,1.8,Aken_5_Lizard
ECT1,Aken,Lizard,-14.64594098,145.4553781,1.8,Aken_9_Lizard
ECT1,Ahya,Myrmidon,-18.27838,147.37922,1.8,Ahya_1_Myrmidon
ECT1,Aken,Kelso,-18.4238597,146.9858135,1.8,Aken_1389
ECT1,Aken,Kelso,-18.4240151,146.9857936,1.8,Aken_1487
ECT1,Aken,Kelso,-18.42417251,146.9861985,1.8,Aken_1812
ECT1,Aken,Davies,-18.82676672,147.6262514,1.8,Aken_2029
ECO03,Pmas,North_Keppel,-23.0843315,150.885426,1.9,KENK_BA1S_P3
ECO03,Pmas,Davies,-18.833055,147.633357,1.9,OCDA_LA1S_P3
ECT1,Ahya,Sykes,-23.45545809,152.0317526,1.9,Ahya_126a
ECT1,Ahya,Sykes,-23.44699287,152.0252817,1.9,Ahya_127a
ECT1,Ahya,Sykes,-23.44692581,152.0248448,1.9,Ahya_128a
ECT1,Ahya,Hicks,-14.47413677,145.5038358,1.9,Ahya_19b
ECT1,Ahya,Hicks,-14.42905328,145.4509223,1.9,Ahya_3b
ECT1,Ahya,Hicks,-14.4751157,145.5024132,1.9,Ahya_41b
ECT1,Ahya,No_Name,-14.65102888,145.6383849,1.9,Ahya_112b
ECT1,Ahya,Martin,-14.78012754,145.3593483,1.9,Ahya_140
ECT1,Ahya,Fitzroy_Island,-16.94319927,145.9914014,1.9,Ahya_372
ECT1,Ahya,Moore,-16.84593349,146.2321319,1.9,Ahya_407
ECT1,Ahya,Moore,-16.84601295,146.2321752,1.9,Ahya_422
ECT1,Aspat,Hicks,-14.474892,145.502861,1.9,Aspat_441
ECT1,Aspat,Hicks,-14.474994,145.502743,1.9,Aspat_448
ECT1,Aspat,Hicks,-14.474723,145.503195,1.9,Aspat_462
ECT1,Aspat,Hicks,-14.475204,145.502346,1.9,Aspat_473
ECT1,Aspat,No_Name,-14.651058,145.638442,1.9,Aspat_603
ECT1,Aspat,No_Name,-14.6511,145.638356,1.9,Aspat_650
ECT1,Aspat,Pelorus,-18.558428,146.502587,1.9,Aspat_904
ECT1,Aspat,Pelorus,-18.55812,146.502789,1.9,Aspat_928
ECT1,Aspat,Pelorus,-18.558463,146.502588,1.9,Aspat_940
ECT1,Aspat,Chicken,-18.669954,147.707641,1.9,Aspat_1501
ECT1,Aspat,Davies,-18.825474,147.626425,1.9,Aspat_1581
ECT1,Aspat,Lady_Musgrave,-23.90854949,152.3861689,1.9,Aspat_1644
ECT1,Aken,Fitzroy_Island,-16.93946329,145.9829874,1.9,Aken_1038
ECT1,Aken,St_Crispin,-16.07496494,145.8441883,1.9,Aken_1135
ECT1,Aken,St_Crispin,-16.07499252,145.8441873,1.9,Aken_1179
ECT1,Ahya,Tydeman,-13.9709,144.5028621,1.9,Ahya_2_Tydeman
ECT1,Ahya,Tydeman,-13.971374,144.5023597,1.9,Ahya_43_Tydeman
ECT1,Aken,MacGillivray,-14.64122163,145.4914973,1.9,Aken_492
ECT1,Aken,MacGillivray,-14.6412228,145.4915405,1.9,Aken_493
ECT1,Aken,No_Name,-14.65108939,145.6382543,1.9,Aken_1334
ECT1,Aken,No_Name,-14.650992,145.6387967,1.9,Aken_1343
ECT1,Aken,No_Name,-14.65159189,145.6392939,1.9,Aken_1355
ECT1,Aken,Lizard,-14.64603033,145.4552543,1.9,Aken_11_Lizard
ECT1,Aken,Lizard,-14.64689819,145.4570159,1.9,Aken_38_Lizard
ECT1,Ahya,Kelso,-18.446173,146.9912426,1.9,Ahya_10_Kelso
ECT1,Aken,Kelso,-18.42383363,146.9863349,1.9,Aken_1391
ECT1,Aken,Kelso,-18.42433671,146.9862862,1.9,Aken_1813
ECT1,Aken,Davies,-18.82677846,147.6262906,1.9,Aken_2028
ECO03,Shys,Pelorus,-18.550977,146.488431,2,PAPE_BA1S_P4
ECO03,Pmas,Davies,-18.83290898,147.6334215,2,OCDA_LA1S_P2
ECT1,Ahya,Sykes,-23.45548064,152.0317515,2,Ahya_125a
ECT1,Ahya,Kelso,-18.42418693,146.9854149,2,Ahya_207
ECT1,Ahya,Kelso,-18.42425373,146.9855098,2,Ahya_210
ECT1,Ahya,Kelso,-18.42390236,146.9857243,2,Ahya_211
ECT1,Ahya,Pelorus,-18.55832102,146.5026978,2,Ahya_230
ECT1,Ahya,Fitzroy_Island,-16.94054145,145.9947606,2,Ahya_363
ECT1,Ahya,Moore,-16.84600105,146.2321476,2,Ahya_409
ECT1,Ahya,Moore,-16.84600146,146.2321551,2,Ahya_411
ECT1,Aspat,Hicks,-14.47489,145.502862,2,Aspat_442
ECT1,Aspat,Hicks,-14.474907,145.502798,2,Aspat_447
ECT1,Aspat,No_Name,-14.651159,145.638351,2,Aspat_599
ECT1,Aspat,Fitzroy_Island,-16.940768,145.994759,2,Aspat_842
ECT1,Aspat,Chicken,-18.669899,147.707242,2,Aspat_956
ECT1,Aspat,Davies,-18.825455,147.626416,2,Aspat_1582
ECT1,Ahya,Lady_Musgrave,-23.88335751,152.4170236,2,Ahya_1786
ECT1,Aspat,Lady_Musgrave,-23.88356882,152.41571,2,Aspat_1611
ECT1,Aspat,Lady_Musgrave,-23.90987844,152.3857418,2,Aspat_1649
ECT1,Aken,Fitzroy_Island,-16.93946371,145.9829801,2,Aken_1037
ECT1,Aken,Fitzroy_Island,-16.93974249,145.9831086,2,Aken_1048
ECT1,Aken,Fitzroy_Island,-16.93984215,145.9832033,2,Aken_1051
ECT1,Aken,Moore,-16.88702459,146.187105,2,Aken_1097
ECT1,Ahya,Tydeman,-13.971007,144.5027863,2,Ahya_28_Tydeman
ECT1,Ahya,Martin,-14.780195,145.3592862,2,Ahya_1283
ECT1,Aken,Martin,-14.78032946,145.358016,2,Aken_1239
ECT1,Aken,Martin,-14.78034278,145.3578964,2,Aken_1240
ECT1,Aken,No_Name,-14.65115561,145.6388503,2,Aken_1327
ECT1,Aken,No_Name,-14.65092528,145.6392295,2,Aken_1352
ECT1,Aken,Lizard,-14.64668714,145.4566301,2,Aken_35_Lizard
ECT1,Aken,Lizard,-14.64588147,145.4553338,2,Aken_6_Lizard
ECT1,Aken,Myrmidon,-18.27814241,147.3794371,2,Aken_25
ECT1,Ahya,Kelso,-18.446346,146.9911305,2,Ahya_6_Kelso
ECT1,Aken,Kelso,-18.42397571,146.9858069,2,Aken_1488
ECT1,Aken,Davies,-18.82551405,147.6264275,2,Aken_1977
ECT1,Aken,Davies,-18.82680771,147.6263729,2,Aken_2027
ECO03,Pmas,North_Keppel,-23.08438575,150.8854493,2.05,KENK_BA1S_P34
ECT1,Ahya,Hicks,-14.47411087,145.5038803,2.1,Ahya_18b
ECT1,Ahya,Hicks,-14.47423476,145.5037072,2.1,Ahya_20b
ECT1,Ahya,Hicks,-14.4289765,145.4512073,2.1,Ahya_5b
ECT1,Ahya,Hicks,-14.47425638,145.5036686,2.1,Ahya_21b
ECT1,Ahya,Hicks,-14.47506272,145.5024348,2.1,Ahya_40b
ECT1,Ahya,Kelso,-18.42311606,146.985167,2.1,Ahya_198
ECT1,Ahya,Kelso,-18.42411409,146.9855136,2.1,Ahya_205
ECT1,Ahya,Fitzroy_Island,-16.94067632,145.9946248,2.1,Ahya_366
ECT1,Ahya,Moore,-16.84617732,146.2323427,2.1,Ahya_416
ECT1,Aspat,Hicks,-14.47508,145.502557,2.1,Aspat_428
ECT1,Aspat,St_Crispin,-16.072872,145.843927,2.1,Aspat_762
ECT1,Aspat,Pelorus,-18.558459,146.502608,2.1,Aspat_939
ECT1,Aspat,Davies,-18.825365,147.626494,2.1,Aspat_1584
ECT1,Ahya,Lady_Musgrave,-23.88377761,152.4158244,2.1,Ahya_1782
ECT1,Aspat,Lady_Musgrave,-23.90773108,152.3866667,2.1,Aspat_1605
ECT1,Aken,Fitzroy_Island,-16.93932264,145.9829167,2.1,Aken_1031
ECT1,Aken,Fitzroy_Island,-16.93947326,145.9830044,2.1,Aken_1039
ECT1,Aken,Fitzroy_Island,-16.93960134,145.9830761,2.1,Aken_1044
ECT1,Aken,Fitzroy_Island,-16.939686,145.9830941,2.1,Aken_1046
ECT1,Aken,Martin,-14.78032736,145.3584102,2.1,Aken_1227
ECT1,Aken,Martin,-14.7803691,145.3582881,2.1,Aken_1230
ECT1,Aken,No_Name,-14.65088605,145.6387328,2.1,Aken_1345
