projectID,scientificAbbreviation,locality,decimalLatitude,decimalLongitude,depthOfColonyinMetersCorrected,EcoPlotID_full
ECT1,Aspat,Fitzroy_Reef,-23.61335688,152.1544077,-0.7,Aspat_1680
ECT1,Aspat,Fitzroy_Reef,-23.6131967,152.1543092,-0.7,Aspat_1682
ECT1,Aspat,Fitzroy_Reef,-23.61311716,152.1543358,-0.7,Aspat_1683
ECT1,Aspat,Fitzroy_Reef,-23.61304265,152.1543612,-0.7,Aspat_1684
ECT1,Aspat,Fitzroy_Reef,-23.61297802,152.1544509,-0.7,Aspat_1685
ECT1,Aspat,Fitzroy_Reef,-23.61292337,152.1544842,-0.7,Aspat_1686
ECT1,Aspat,Fitzroy_Reef,-23.61268482,152.1476954,-0.7,Aspat_1688
ECT1,Aspat,Fitzroy_Reef,-23.61183649,152.1483399,-0.7,Aspat_1714
ECT1,Aspat,Fitzroy_Reef,-23.61178771,152.1482628,-0.7,Aspat_1715
ECT1,Aspat,Fitzroy_Reef,-23.61177354,152.148235,-0.7,Aspat_1716
ECT1,Aspat,Heron,-23.43914372,151.9818917,-0.7,Aspat_1739
ECT1,Aspat,Heron,-23.43941965,151.9818036,-0.7,Aspat_1744
ECT1,Aspat,Heron,-23.43924254,151.9822725,-0.7,Aspat_1746
ECT1,Aspat,Heron,-23.43983229,151.9829794,-0.7,Aspat_1749
ECT1,Aspat,Heron,-23.43974604,151.9829475,-0.7,Aspat_1750
ECT1,Aspat,Heron,-23.43969793,151.9829468,-0.7,Aspat_1751
ECT1,Aspat,Heron,-23.43973992,151.9829582,-0.7,Aspat_1752
ECT1,Aspat,Heron,-23.43975744,151.9827861,-0.7,Aspat_1753
ECT1,Ahya,St_Crispin,-16.07307122,145.8430844,-0.6,Ahya_173
ECT1,Ahya,Mackay,-16.03819052,145.6521654,-0.6,Ahya_290
ECT1,Aspat,North_Direction,-14.743046,145.512901,-0.6,Aspat_499
ECT1,Aspat,North_Direction,-14.743037,145.512892,-0.6,Aspat_501
ECT1,Aspat,North_Direction,-14.743027,145.512894,-0.6,Aspat_502
ECT1,Aspat,North_Direction,-14.743048,145.512853,-0.6,Aspat_504
ECT1,Aspat,North_Direction,-14.743058,145.51286,-0.6,Aspat_505
ECT1,Aspat,North_Direction,-14.743045,145.512839,-0.6,Aspat_507
ECT1,Ahya,Mackay,-16.03829345,145.651513,-0.6,Ahya_789
ECT1,Ahya,Mackay,-16.03820896,145.6516917,-0.6,Ahya_791
ECT1,Aspat,Mackay,-16.03873,145.65128,-0.6,Aspat_666
ECT1,Aspat,Mackay,-16.038842,145.651248,-0.6,Aspat_682
ECT1,Aspat,Mackay,-16.038863,145.651225,-0.6,Aspat_684
ECT1,Aspat,Mackay,-16.038878,145.651151,-0.6,Aspat_689
ECT1,Aspat,Mackay,-16.038921,145.651154,-0.6,Aspat_693
ECT1,Aspat,St_Crispin,-16.075083,145.844422,-0.6,Aspat_718
ECT1,Aspat,St_Crispin,-16.075199,145.844456,-0.6,Aspat_726
ECT1,Aspat,St_Crispin,-16.0752,145.844456,-0.6,Aspat_727
ECT1,Aspat,St_Crispin,-16.07525,145.844471,-0.6,Aspat_731
ECT1,Aspat,St_Crispin,-16.075291,145.844421,-0.6,Aspat_733
ECT1,Aspat,St_Crispin,-16.075392,145.844314,-0.6,Aspat_749
ECT1,Aspat,Fitzroy_Island,-16.939203,145.983349,-0.6,Aspat_785
ECT1,Aspat,Fitzroy_Reef,-23.61276244,152.1551767,-0.6,Aspat_1659
ECT1,Aspat,Fitzroy_Reef,-23.61279085,152.1551679,-0.6,Aspat_1660
ECT1,Aspat,Fitzroy_Reef,-23.61285313,152.155153,-0.6,Aspat_1661
ECT1,Aspat,Fitzroy_Reef,-23.61286864,152.1551611,-0.6,Aspat_1662
ECT1,Aspat,Fitzroy_Reef,-23.61289487,152.1551909,-0.6,Aspat_1663
ECT1,Aspat,Fitzroy_Reef,-23.61289144,152.155196,-0.6,Aspat_1664
ECT1,Aspat,Fitzroy_Reef,-23.61294835,152.1551952,-0.6,Aspat_1665
ECT1,Aspat,Fitzroy_Reef,-23.61311037,152.155027,-0.6,Aspat_1666
ECT1,Aspat,Fitzroy_Reef,-23.61315354,152.1549629,-0.6,Aspat_1667
ECT1,Aspat,Fitzroy_Reef,-23.61314868,152.1549424,-0.6,Aspat_1668
ECT1,Aspat,Fitzroy_Reef,-23.6132102,152.1549204,-0.6,Aspat_1669
ECT1,Aspat,Fitzroy_Reef,-23.61324825,152.1548894,-0.6,Aspat_1670
ECT1,Aspat,Fitzroy_Reef,-23.61323677,152.1548745,-0.6,Aspat_1671
ECT1,Aspat,Fitzroy_Reef,-23.61323434,152.1548535,-0.6,Aspat_1672
ECT1,Aspat,Heron,-23.43975786,151.979636,-0.6,Aspat_1726
ECT1,Aspat,Heron,-23.43939216,151.9819606,-0.6,Aspat_1740
ECT1,Aspat,Heron,-23.43950188,151.9816625,-0.6,Aspat_1743
