Date,Variable,Site,Latitude,Longitude,mean,median,p5,p95,lowest,highest
1/12/2014,wspeed_u,ONLI_LO1S,-14.6835,145.450361,-3.638142787,-4.439418424,-7.258121124,4.110542309273696,-8.59091534,8.338664494650734
1/12/2014,wspeed_u,ONLI_CL1S,-14.663694,145.451111,no data,no data,no data,no data,no data,no data
1/12/2014,wspeed_u,ONLI_NT1D,-14.646028,145.453583,-3.651670149,-4.425059384,-7.274171558,3.9792390632964207,-8.650326981,8.255487817649648
1/12/2014,wspeed_u,ONLI_NT1S,-14.646083,145.45375,-3.651681205,-4.425034698,-7.274260939,3.9792590038859017,-8.650418692,8.255430483245144
1/12/2014,wspeed_u,ONLI_BV1S,-14.684389,145.44,-3.640596495,-4.441765686,-7.26451162,4.084963732907207,-8.587905241,8.317477991757185
1/12/2014,wspeed_u,ONLI_RE1S,-14.679194,145.443583,-3.641722305,-4.453894553,-7.269141948,4.101111169302661,-8.594604715,8.311481784
1/12/2014,wspeed_u,ONLI_LA2S,-14.686861,145.454972,-3.636040038,-4.435601465,-7.250971873,4.1195841961345545,-8.587326736,8.354148734426444
1/12/2014,wspeed_u,ONLI_TA1S,-14.685111,145.466972,-3.631799397,-4.408721878,-7.237952008,4.124845343291722,-8.586044226,8.388094843620651
1/12/2014,wspeed_u,ONLI_PA1S,-14.696806,145.449889,-3.633924771,-4.43875377,-7.240651964,4.081483125896447,-8.573524952,8.365003112
1/12/2014,wspeed_u,ONLI_CN1S,-14.658139,145.451583,-3.651162275,-4.427134745,-7.267965127,3.9899719359405825,-8.643412391,8.257184793367756
1/12/2014,wspeed_u,CBLM_BA1S,-23.900155,152.393624,-2.316377356,-2.477234179,-7.430390616,3.480365753418475,-12.26090527,6.944451924337665
1/12/2014,wspeed_u,CBLM_BA2S,-23.894298,152.404406,-2.320451653,-2.474863401,-7.432821225,3.468748987,-12.26096377,6.921233912802995
1/12/2014,wspeed_u,CBLM_FL1S,-23.884903,152.413621,-2.325283866,-2.468957575,-7.43709498,3.448157586139395,-12.26596706,6.895873655300665
1/12/2014,wspeed_u,CBLM_FL2S,-23.917571,152.391971,-2.307727951,-2.454037028,-7.420367915,3.504614414531824,-12.23770554,6.980722693168331
1/12/2014,wspeed_u,CBLM_LA1S,-23.896147,152.413821,-2.320253535,-2.494327703,-7.43033838,3.4721204952956097,-12.25119575,6.917370513753512
