Da,Variable,Depth,Site,Latitude,Longitude,mean,median,p5,p95,lowest,highest
1/12/2014,wspeed_u,99999.9,ONLI_LO1S,-14.6835,145.450361,-3.638142787,-4.439418424,-7.258121124,4.110542309273696,-8.59091534,8.338664494650734
1/12/2014,wspeed_u,99999.9,ONLI_CL1S,-14.663694,145.451111,no data,no data,no data,no data,no data,no data
1/12/2014,wspeed_u,99999.9,ONLI_NT1D,-14.646028,145.453583,-3.651670149,-4.425059384,-7.274171558,3.9792390632964207,-8.650326981,8.255487817649648
1/12/2014,wspeed_u,99999.9,ONLI_NT1S,-14.646083,145.45375,-3.651681205,-4.425034698,-7.274260939,3.9792590038859017,-8.650418692,8.255430483245144
1/12/2014,wspeed_u,99999.9,ONLI_BV1S,-14.684389,145.44,-3.640596495,-4.441765686,-7.26451162,4.084963732907207,-8.587905241,8.317477991757185
1/12/2014,wspeed_u,99999.9,ONLI_RE1S,-14.679194,145.443583,-3.641722305,-4.453894553,-7.269141948,4.101111169302661,-8.594604715,8.311481784
1/12/2014,wspeed_u,99999.9,ONLI_LA2S,-14.686861,145.454972,-3.636040038,-4.435601465,-7.250971873,4.1195841961345545,-8.587326736,8.354148734426444
1/12/2014,wspeed_u,99999.9,ONLI_TA1S,-14.685111,145.466972,-3.631799397,-4.408721878,-7.237952008,4.124845343291722,-8.586044226,8.388094843620651
1/12/2014,wspeed_u,99999.9,ONLI_PA1S,-14.696806,145.449889,-3.633924771,-4.43875377,-7.240651964,4.081483125896447,-8.573524952,8.365003112
1/12/2014,wspeed_u,99999.9,ONLI_CN1S,-14.658139,145.451583,-3.651162275,-4.427134745,-7.267965127,3.9899719359405825,-8.643412391,8.257184793367756
1/12/2014,wspeed_u,99999.9,CBLM_BA1S,-23.900155,152.393624,-2.316377356,-2.477234179,-7.430390616,3.480365753418475,-12.26090527,6.944451924337665
1/12/2014,wspeed_u,99999.9,CBLM_BA2S,-23.894298,152.404406,-2.320451653,-2.474863401,-7.432821225,3.468748987,-12.26096377,6.921233912802995
1/12/2014,wspeed_u,99999.9,CBLM_FL1S,-23.884903,152.413621,-2.325283866,-2.468957575,-7.43709498,3.448157586139395,-12.26596706,6.895873655300665
1/12/2014,wspeed_u,99999.9,CBLM_FL2S,-23.917571,152.391971,-2.307727951,-2.454037028,-7.420367915,3.504614414531824,-12.23770554,6.980722693168331
1/12/2014,wspeed_u,99999.9,CBLM_LA1S,-23.896147,152.413821,-2.320253535,-2.494327703,-7.43033838,3.4721204952956097,-12.25119575,6.917370513753512
1/12/2014,wspeed_u,99999.9,KEGK_BA1S,-23.1965435,150.9368275,-2.622834989,-2.784570757,-7.390456005,2.2012518348422203,-11.17725423,5.7559588928778105
1/12/2014,wspeed_u,99999.9,KEHW_BA1S,-23.2018935,150.966579,-2.612422535,-2.771388289,-7.390456694,2.2535812607385948,-11.28215607,6.040425483535901
1/12/2014,wspeed_u,99999.9,KEML_BA1S,-23.150495,150.90294,-2.596800116,-2.7380598,-7.260732266,2.056892179845391,-11.09554247,5.355905775504756
1/12/2014,wspeed_u,99999.9,KEMD_BA1S,-23.1619975,150.9208225,-2.597573482,-2.777090078,-7.273185214,2.121847547491524,-11.12667171,5.530307980798007
1/12/2014,wspeed_u,99999.9,KENK_BA1S,-23.0843065,150.885571,-2.549063962,-2.742532599,-7.217227297,2.0171628524062544,-11.0494261,5.070750799
1/12/2014,wspeed_u,99999.9,CBHE_BA1D,-23.428043,151.952453,-2.448729374,-2.662406283,-7.118148723,2.751332568036246,-12.54076805,6.511536450039438
1/12/2014,wspeed_u,99999.9,CBHE_BA1S,-23.4284405,151.952418,-2.448726485,-2.662507541,-7.118228299,2.751669737023085,-12.54130095,6.511699769931525
1/12/2014,wspeed_u,99999.9,CBHE_BA2D,-23.434075,151.920269,-2.452580494,-2.748179512,-7.177869763,2.717752588130284,-12.49580819,6.496341817
1/12/2014,wspeed_u,99999.9,CBHE_BA2S,-23.433982,151.920934,-2.452384862,-2.742309976,-7.177627561,2.717611361223533,-12.49478368,6.496021627282213
1/12/2014,wspeed_u,99999.9,CBHE_FL1S,-23.4561755,151.925688,-2.450297775,-2.737336818,-7.205782314,2.746598187164886,-12.52844275,6.530516925819765
1/12/2014,wspeed_u,99999.9,CBHE_FR1D,-23.472098,151.977937,-2.442618753,-2.650967087,-7.146570369,2.8192288291149175,-12.62411708,6.571385383866959
1/12/2014,wspeed_u,99999.9,CBHE_FR1S,-23.471972,151.9777105,-2.442620305,-2.652012933,-7.146511395,2.8191716119875836,-12.62410088,6.571445637250737
1/12/2014,wspeed_u,99999.9,CBHE_FR2D,-23.4708255,151.9510635,-2.445980564,-2.685882341,-7.183977099,2.7895607939784504,-12.58302745,6.562231277
1/12/2014,wspeed_u,99999.9,CBHE_FR2S,-23.470371,151.950669,-2.44601907,-2.686300545,-7.184395809,2.7891766304573027,-12.58256176,6.561885050903514
1/12/2014,wspeed_u,99999.9,CBHE_LA1S,-23.454021,151.968494,-2.445095689,-2.659386693,-7.137694346,2.795117808449386,-12.59609966,6.548973712709153
1/12/2014,wspeed_u,99999.9,KENK_FL1S,-23.085374,150.899147,-2.54401987,-2.722126061,-7.221653366,2.0509522283403623,-11.07265848,5.203861273030531
1/12/2014,wspeed_u,99999.9,OCCH_BA1S,-18.6532055,147.708533,-2.776229165,-2.925315067,-7.427469774,2.5344477310262516,-8.818786946,6.929511691217755
1/12/2014,wspeed_u,99999.9,OCCH_BA2S,-18.660365,147.702675,-2.771628461,-2.905633738,-7.457837809,2.524832253982804,-8.817090804,6.919199937787167
1/12/2014,wspeed_u,99999.9,OCCH_FL1S,-18.652217,147.7184615,-2.779194193,-2.922063708,-7.435993018,2.5465490715171533,-8.817723121,6.953332877851555
1/12/2014,wspeed_u,99999.9,OCDA_BA1D,-18.82579,147.62735,-2.676552489,-2.708251023,-7.621697026,2.380505099151462,-9.04363507,7.085313141015141
1/12/2014,wspeed_u,99999.9,OCDA_BA1S,-18.8259,147.62727,-2.67653669,-2.708231245,-7.621696717,2.380538374669664,-9.043736874,7.085376104
1/12/2014,wspeed_u,99999.9,OCDA_BA2D,-18.81433,147.6372,-2.683125056,-2.71217081,-7.613903168,2.4133784348746485,-9.013043053,7.0745804006085455
1/12/2014,wspeed_u,99999.9,OCDA_BA2S,-18.81448,147.6372,-2.683095092,-2.712098073,-7.614048639,2.413166147083891,-9.013274565,7.0747194807870715
1/12/2014,wspeed_u,99999.9,OCDA_FL1D,-18.80592,147.6688,-2.69357984,-2.714614452,-7.609246079,2.4569856217886445,-8.989756311,7.133118041326512
1/12/2014,wspeed_u,99999.9,OCDA_FL1S,-18.80575,147.6686,-2.693649389,-2.7148138,-7.609102666,2.457155170415657,-8.989423491,7.132160373244726
1/12/2014,wspeed_u,99999.9,OCDA_FR1D,-18.81966,147.66394,-2.686503722,-2.700062506,-7.628424458,2.438983689570938,-9.027760017,7.140824269185601
1/12/2014,wspeed_u,99999.9,OCDA_FR1S,-18.8192,147.66391,-2.686572224,-2.699825838,-7.628078332,2.439127601660265,-9.027177948,7.1406208172289105
1/12/2014,wspeed_u,99999.9,OCDA_FR2D,-18.83191,147.65257,-2.679843926,-2.705545613,-7.645357488,2.3988680747581954,-9.060219197,7.124913446231366
1/12/2014,wspeed_u,99999.9,OCDA_FR2S,-18.83187,147.6525,-2.679842302,-2.705507193,-7.645323293,2.398838101958554,-9.060172914,7.124824616
1/12/2014,wspeed_u,99999.9,OCDA_LA1S,-18.833,147.63338,-2.675936245,-2.700259899,-7.641062827,2.3680478149842923,-9.059960161,7.102525988
1/12/2014,wspeed_u,99999.9,OCDA_LA2S,-18.83125,147.63316,-2.676306818,-2.701067103,-7.640007716,2.367831908844285,-9.057042623,7.100504158101044
1/12/2014,wspeed_u,99999.9,OCLB_BA1S,-18.9493475,147.6929265,-2.655383269,-2.63653884,-7.770572839,2.4428234271273843,-9.361860166,7.266579746387518
1/12/2014,wspeed_u,99999.9,OCLB_FL1S,-18.944062,147.699285,-2.658568389,-2.645477331,-7.7671868,2.4392603721677943,-9.345590621,7.259681340838737
1/12/2014,wspeed_u,99999.9,OCLB_LA1S,-18.949382,147.701909,-2.658361468,-2.656140837,-7.76976013,2.439613989450615,-9.357764834,7.262007999958035
1/12/2014,wspeed_u,99999.9,PAOR_FL1D,-18.5715,146.4954,-2.367822301,-2.481340031,-5.775780026,1.711550544351297,-8.107015669,3.5886124683173106
1/12/2014,wspeed_u,99999.9,PAOR_FL1S,-18.5720395,146.495178,-2.367735796,-2.481290768,-5.776666745,1.7087398925557156,-8.107187647,3.5874920422219407
1/12/2014,wspeed_u,99999.9,PAPE_BA1D,-18.5505,146.4882,-2.348518312,-2.462054129,-5.726717527,1.6909399449112292,-8.084544516,3.5575530323919056
1/12/2014,wspeed_u,99999.9,PAPE_BA1S,-18.5508,146.4884,-2.348596575,-2.462156302,-5.72707376,1.6908680386748818,-8.084664464,3.5576495690325967
1/12/2014,wspeed_u,99999.9,PAPE_BA2D,-18.5408,146.4885,-2.34743941,-2.46350959,-5.700465698,1.692590561254651,-8.080966149,3.5810575807637752
1/12/2014,wspeed_u,99999.9,PAPE_BA2S,-18.541,146.4886,-2.347482055,-2.463541161,-5.700657946,1.6925675046866244,-8.081000294,3.5811140370987404
1/12/2014,wspeed_u,99999.9,PAPE_FR1D,-18.5394,146.4995,-2.36091114,-2.476325298,-5.750772804,1.7052685827674487,-8.08581183,3.6348205717135467
1/12/2014,wspeed_u,99999.9,PAPE_FR1S,-18.6026485,146.500263,-2.380738134,-2.493930108,-5.81676556,1.742628150218227,-8.115996236,3.612366578753454
1/12/2014,wspeed_u,99999.9,TSAU_BA1S,-9.867615,143.389355,-2.210936465,-2.990899499,-5.524553481,4.4224522353042754,-6.882576736,6.715934904
1/12/2014,wspeed_u,99999.9,TSAU_BA2S,-9.8757,143.388545,-2.21599469,-3.000833422,-5.548398731,4.437726276764608,-6.89608505,6.707566674168301
1/12/2014,wspeed_u,99999.9,TSAU_FL1S,-9.882025,143.39442,-2.217114823,-3.003386292,-5.554228836,4.458327832752234,-6.896764527,6.6949345231016455
1/12/2014,wspeed_u,99999.9,TSAU_FR1S,-9.87996,143.41004,-2.207059524,-2.970286651,-5.557056415,4.405638716164335,-6.861843132,6.646060840899126
1/12/2014,wspeed_u,99999.9,TSAU_FR2D,-9.88359,143.40722,-2.208799395,-2.976445934,-5.559148682,4.406995522,-6.866636745,6.646130196615836
1/12/2014,wspeed_u,99999.9,TSAU_FR2S,-9.88359,143.407125,-2.208815206,-2.976525212,-5.559140172,4.407017211581227,-6.866687701,6.646257127785423
1/12/2014,wspeed_u,99999.9,TSDU_BA1S,-9.88136,142.92542,-2.469994519,-3.59768315,-6.147227776,5.086652013218787,-7.598522671,7.296487928410098
1/12/2014,wspeed_u,99999.9,TSDU_BA2S,-9.878565,142.932925,-2.466693788,-3.58318681,-6.158861948,5.092507895849597,-7.599301797,7.2957677919187205
1/12/2014,wspeed_u,99999.9,TSDU_BA3S,-9.985315,142.90854,-2.488234157,-3.6138809,-6.15053239,5.084907603310432,-7.713340698,7.315390959987628
1/12/2014,wspeed_u,99999.9,TSDU_FR1S,-9.9312,143.00543,-2.449470022,-3.523607248,-6.061583594,5.056807604213678,-7.62761523,7.2699226553418494
1/12/2014,wspeed_u,99999.9,TSDU_FR2S,-10.03707,142.926535,-2.493159027,-3.601306705,-6.144150247,5.1909705700984174,-7.741182857,7.315977446431059
1/12/2014,wspeed_u,99999.9,TSDU_LA1S,-9.934095,142.922705,-2.477128876,-3.588642555,-6.14095522,5.1095148857564485,-7.65077441,7.307327243537692
1/12/2014,wspeed_u,99999.9,TSMA_BA1D,-9.748695,143.399805,-2.152844745,-2.861756915,-5.357413061,4.367890421895151,-6.733443267,6.789662021290491
1/12/2014,wspeed_u,99999.9,TSMA_BA1S,-9.748895,143.399825,-2.152857419,-2.861809963,-5.35742756,4.367899300394362,-6.733452605,6.7896377254712945
1/12/2014,wspeed_u,99999.9,TSMA_BA2D,-9.74409,143.41574,-2.143151858,-2.854318787,-5.329245185,4.336744016943314,-6.70083328,6.757327032760274
1/12/2014,wspeed_u,99999.9,TSMA_BA2S,-9.7442395,143.415763,-2.143453457,-2.854979553,-5.327093613,4.3377587463149405,-6.700996059,6.756571838693582
1/12/2014,wspeed_u,99999.9,TSMA_FL1S,-9.759895,143.39796,-2.157658833,-2.866475308,-5.372025509,4.370182055831061,-6.746326835,6.798271040619871
1/12/2014,wspeed_u,99999.9,TSMA_FR1D,-9.763955,143.417,-2.149650271,-2.842537431,-5.346029825,4.3353147464875885,-6.714326811,6.763278215
1/12/2014,wspeed_u,99999.9,TSMA_FR1S,-9.76224,143.421395,-2.145717841,-2.840717894,-5.336456845,4.309322412007976,-6.700342508,6.747571241142763
1/12/2014,wspeed_u,99999.9,TSMA_FR2D,-9.74637,143.46012,-2.12167434,-2.818307469,-5.306643559,4.262309899437491,-6.62154037,6.662926754628584
1/12/2014,wspeed_u,99999.9,TSMA_FR2S,-9.74838,143.458505,-2.123069564,-2.815739525,-5.304459592,4.2633103920640645,-6.625122364,6.666036186
1/12/2014,wspeed_u,99999.9,TSMA_LA1S,-9.73404,143.43519,-2.13074853,-2.822763501,-5.321513612,4.302101237558409,-6.660177273,6.713106463082343
1/12/2014,wspeed_u,99999.9,ONMO_BA1S,-16.8472105,146.217424,-2.515992939,-3.075477084,-5.800556931,3.6804174971393895,-7.483065972,7.763892286526661
1/12/2014,wspeed_u,99999.9,ONMO_FL1S,-16.8485425,146.237223,-2.534252735,-3.078129352,-5.827798563,3.6563752528341635,-7.568594055,7.756279256966646
1/12/2014,wspeed_u,99999.9,ONMO_FR1D,-16.872083,146.2536695,-2.526530888,-3.077572799,-5.828198409,3.643219757609862,-7.616824797,7.627768208959757
1/12/2014,wspeed_u,99999.9,ONMO_FR1S,-16.872041,146.2536145,-2.526524692,-3.077563971,-5.828229068,3.6432412035383765,-7.616775468,7.627805771713933
1/12/2014,wspeed_u,99999.9,ONMO_FR2D,-16.8830355,146.244797,-2.51056196,-3.061612899,-5.810571688,3.6625219023126685,-7.588638821,7.564149286439336
1/12/2014,wspeed_u,99999.9,ONMO_FR2S,-16.882674,146.244602,-2.51063184,-3.061643602,-5.810636746,3.6626397749602932,-7.588348722,7.565101938489497
1/12/2014,wspeed_u,99999.9,ONMO_FL1D,-16.8484505,146.2372885,-2.534310592,-3.078190416,-5.827914653,3.656297275036638,-7.568667738,7.756555727764362
1/12/2014,wspeed_u,99999.9,ONMO_LA1S,-16.859841,146.2256785,-2.51191156,-3.065413822,-5.801820191,3.6842045183316663,-7.51548993,7.6882891
1/12/2014,wspeed_u,99999.9,ONMO_LA1D,-16.8599245,146.2257455,-2.51192317,-3.065396497,-5.801865315,3.684166550920111,-7.515678854,7.688077510320032
1/12/2014,wspeed_u,99999.9,ONMO_BA1D,-16.8471725,146.2174315,-2.516013483,-3.075508518,-5.800594216,3.680550828066177,-7.483061613,7.764033304429807
1/12/2014,wspeed_u,99999.9,ONMO_BA2D,-16.881947,146.1837795,-2.449408095,-3.017418598,-5.758479946,3.801728892445952,-7.386615923,7.505562780608732
1/12/2014,wspeed_u,99999.9,ONMO_BA2S,-16.8820015,146.183993,-2.449491904,-3.017524091,-5.758445046,3.8014577784925763,-7.386649907,7.505672853764433
1/12/2014,wspeed_u,99999.9,ONLI_FR1S,-14.6912735,145.4693795,-3.63026087,-4.400832842,-7.232472119,4.132182877255914,-8.58332377,8.399591167
1/12/2014,wspeed_u,99999.9,ONLI_FL1S,-14.6980975,145.445447,-3.635301152,-4.452371346,-7.243925967,4.031366280566129,-8.570232962,8.352084724837132
1/12/2014,wspeed_u,99999.9,ONLI_FR2S,-14.649439,145.492935,-3.638135294,-4.428290287,-7.243801457,4.045885926,-8.639697202,8.350862761130465
1/12/2014,wspeed_u,99999.9,ONLI_LA1S,-14.6877065,145.465276,-3.631908373,-4.409631926,-7.238098817,4.1264359732288955,-8.58532194,8.386910376956777
1/12/2014,wspeed_u,99999.9,ONLI_BA1D,-14.65072495,145.4502155,-3.651551207,-4.425933741,-7.271855976,3.979652619207722,-8.647630243,8.255574897440557
1/12/2014,wspeed_u,99999.9,ONLI_BA1S,-14.650714,145.450096,-3.651556681,-4.425949817,-7.271837401,3.9797426067659525,-8.647597018,8.255523633
1/12/2014,wspeed_u,99999.9,ONLI_BA2S,-14.667794,145.441894,-3.647814245,-4.453352126,-7.282658887,4.056018928589482,-8.61486322,8.272183863819462
1/1/2015,wspeed_u,99999.9,ONLI_LO1S,-14.6835,145.450361,0.8148376490996005,1.891930514,-7.631685998,7.319430362395558,-10.18215465,8.852553283
1/1/2015,wspeed_u,99999.9,ONLI_CL1S,-14.663694,145.451111,no data,no data,no data,no data,no data,no data
1/1/2015,wspeed_u,99999.9,ONLI_NT1D,-14.646028,145.453583,0.8624720882827693,1.9691283140234903,-7.702154172,7.331337678690352,-10.11762936,8.989876655317017
1/1/2015,wspeed_u,99999.9,ONLI_NT1S,-14.646083,145.45375,0.8625795324608944,1.968872267658088,-7.702299156,7.331191698519775,-10.1175767,8.990199737285835
1/1/2015,wspeed_u,99999.9,ONLI_BV1S,-14.684389,145.44,0.8070671137538048,1.890109230902302,-7.646376664,7.292446754997269,-10.17099985,8.870950807373177
1/1/2015,wspeed_u,99999.9,ONLI_RE1S,-14.679194,145.443583,0.8128167282029564,1.8926074684358962,-7.641757873,7.293796759,-10.16552823,8.86119894
1/1/2015,wspeed_u,99999.9,ONLI_LA2S,-14.686861,145.454972,0.8140390798891027,1.8691892286831524,-7.627789052,7.332596380520438,-10.19194747,8.850705464
1/1/2015,wspeed_u,99999.9,ONLI_TA1S,-14.685111,145.466972,0.8193435712755608,1.8544697025826236,-7.622979388,7.335550313293655,-10.21144191,8.833568798926407
1/1/2015,wspeed_u,99999.9,ONLI_PA1S,-14.696806,145.449889,0.8015357583159287,1.8814191378419869,-7.636947439,7.326208655082128,-10.20224965,8.871789101326959
1/1/2015,wspeed_u,99999.9,ONLI_CN1S,-14.658139,145.451583,0.8537977957463998,1.941578989331317,-7.691028302,7.339727981,-10.12010173,8.963885309
1/1/2015,wspeed_u,99999.9,CBLM_BA1S,-23.900155,152.393624,-3.896982665,-4.75507966,-9.118532853,3.2271181228407357,-10.75310285,8.062132004514204
1/1/2015,wspeed_u,99999.9,CBLM_BA2S,-23.894298,152.404406,-3.897931121,-4.769614762,-9.151352648,3.2408707328396975,-10.76718035,8.049986964
1/1/2015,wspeed_u,99999.9,CBLM_FL1S,-23.884903,152.413621,-3.89913498,-4.768998432,-9.170445889,3.234638453688887,-10.78258059,8.028937792646882
1/1/2015,wspeed_u,99999.9,CBLM_FL2S,-23.917571,152.391971,-3.894761195,-4.781129537,-9.121514223,3.268737439,-10.7279203,8.112708684
1/1/2015,wspeed_u,99999.9,CBLM_LA1S,-23.896147,152.413821,-3.897783463,-4.79329763,-9.167202342,3.2728896770016274,-10.76789334,8.061253902248984
1/1/2015,wspeed_u,99999.9,KEGK_BA1S,-23.1965435,150.9368275,-3.89089289,-4.191848478,-9.116626677,2.9738216762262915,-11.64527437,5.392163406280043
1/1/2015,wspeed_u,99999.9,KEHW_BA1S,-23.2018935,150.966579,-3.884548505,-4.22500645,-9.128726005,3.0585050977412993,-11.66923794,5.611403842768135
1/1/2015,wspeed_u,99999.9,KEML_BA1S,-23.150495,150.90294,-3.877637709,-4.108910225,-9.105652335,2.7519703398412396,-11.48570727,5.052222003812017
1/1/2015,wspeed_u,99999.9,KEMD_BA1S,-23.1619975,150.9208225,-3.876516034,-4.167492441,-9.088507846,2.8141245821099647,-11.53214291,5.214067202097621
1/1/2015,wspeed_u,99999.9,KENK_BA1S,-23.0843065,150.885571,-3.849666249,-4.070977707,-9.130772029,2.580318779358853,-11.25284619,4.734016563030633
1/1/2015,wspeed_u,99999.9,CBHE_BA1D,-23.428043,151.952453,-3.783346605,-4.455436733,-9.183830273,3.159421363587657,-10.86631178,5.8649092920403305
1/1/2015,wspeed_u,99999.9,CBHE_BA1S,-23.4284405,151.952418,-3.783427112,-4.455357219,-9.183785782,3.158770466084423,-10.86619285,5.865590168386202
1/1/2015,wspeed_u,99999.9,CBHE_BA2D,-23.434075,151.920269,-3.777954579,-4.458247036,-9.161971789,3.070646882500474,-10.89047293,5.836238813870889
1/1/2015,wspeed_u,99999.9,CBHE_BA2S,-23.433982,151.920934,-3.777766033,-4.459071543,-9.162937572,3.0779790126619826,-10.88988198,5.834238670877251
1/1/2015,wspeed_u,99999.9,CBHE_FL1S,-23.4561755,151.925688,-3.783932953,-4.480806284,-9.160068802,3.0700711238290923,-10.88130826,5.907033841609247
1/1/2015,wspeed_u,99999.9,CBHE_FR1D,-23.472098,151.977937,-3.796728918,-4.472971324,-9.165635775,3.0374318259257387,-10.83342327,6.020230916182668
1/1/2015,wspeed_u,99999.9,CBHE_FR1S,-23.471972,151.9777105,-3.796714719,-4.472848984,-9.165606179,3.037389426823828,-10.83344565,6.020269384738579
1/1/2015,wspeed_u,99999.9,CBHE_FR2D,-23.4708255,151.9510635,-3.791815337,-4.420657299,-9.159559429,3.068851980228216,-10.85658713,5.985685374653623
1/1/2015,wspeed_u,99999.9,CBHE_FR2S,-23.470371,151.950669,-3.791742362,-4.421490669,-9.159651945,3.068580161,-10.8567858,5.9848274020566405
1/1/2015,wspeed_u,99999.9,CBHE_LA1S,-23.454021,151.968494,-3.792071495,-4.433389169,-9.174323165,3.083126954670438,-10.84570457,5.960908586079244
1/1/2015,wspeed_u,99999.9,KENK_FL1S,-23.085374,150.899147,-3.847653318,-4.132818882,-9.172096131,2.6717501799147185,-11.29458379,4.888470275302322
1/1/2015,wspeed_u,99999.9,OCCH_BA1S,-18.6532055,147.708533,-2.466620516,-2.240610157,-9.085731591,4.535622272782015,-10.86620448,7.692340986122364
1/1/2015,wspeed_u,99999.9,OCCH_BA2S,-18.660365,147.702675,-2.470590141,-2.237097732,-9.081653164,4.496173624310529,-10.86151871,7.698528027826601
1/1/2015,wspeed_u,99999.9,OCCH_FL1S,-18.652217,147.7184615,-2.465707402,-2.242534699,-9.08913888,4.554547443791957,-10.87327697,7.673154565635361
1/1/2015,wspeed_u,99999.9,OCDA_BA1D,-18.82579,147.62735,-2.558220303,-2.319269267,-8.990733582,4.187873026,-10.69827725,7.388924314904802
1/1/2015,wspeed_u,99999.9,OCDA_BA1S,-18.8259,147.62727,-2.558242299,-2.319330715,-8.990726133,4.187519834051768,-10.69817201,7.388824830450172
1/1/2015,wspeed_u,99999.9,OCDA_BA2D,-18.81433,147.6372,-2.551448707,-2.296476002,-9.020694552,4.328097107877086,-10.73520477,7.418049205735602
1/1/2015,wspeed_u,99999.9,OCDA_BA2S,-18.81448,147.6372,-2.551498057,-2.296528218,-9.020780415,4.328018883883448,-10.73496575,7.417814537107622
1/1/2015,wspeed_u,99999.9,OCDA_FL1D,-18.80592,147.6688,-2.545788828,-2.271853163,-9.041980259,4.295432373412212,-10.77465238,7.439601299457012
1/1/2015,wspeed_u,99999.9,OCDA_FL1S,-18.80575,147.6686,-2.545715469,-2.271801606,-9.041986391,4.295764209646505,-10.77459975,7.439977981420957
1/1/2015,wspeed_u,99999.9,OCDA_FR1D,-18.81966,147.66394,-2.554000931,-2.266458607,-9.038374775,4.247813656360906,-10.75013331,7.399300510790624
1/1/2015,wspeed_u,99999.9,OCDA_FR1S,-18.8192,147.66391,-2.553879458,-2.266578474,-9.038401119,4.2480231590445845,-10.75023715,7.399927389547293
1/1/2015,wspeed_u,99999.9,OCDA_FR2D,-18.83191,147.65257,-2.561114056,-2.260288858,-9.009928168,4.220957174093479,-10.72423162,7.3671535075005545
1/1/2015,wspeed_u,99999.9,OCDA_FR2S,-18.83187,147.6525,-2.561105193,-2.260299206,-9.009892443,4.220846083389735,-10.72419014,7.367209286938407
1/1/2015,wspeed_u,99999.9,OCDA_LA1S,-18.833,147.63338,-2.561525022,-2.300039084,-8.988771699,4.210802320733984,-10.69642601,7.371212602426601
1/1/2015,wspeed_u,99999.9,OCDA_LA2S,-18.83125,147.63316,-2.560905711,-2.299530471,-8.98901721,4.212142375710556,-10.69718919,7.374172085503406
1/1/2015,wspeed_u,99999.9,OCLB_BA1S,-18.9493475,147.6929265,-2.629106317,-2.418862347,-9.109596348,4.126025970829831,-10.68214871,7.1289305956626485
1/1/2015,wspeed_u,99999.9,OCLB_FL1S,-18.944062,147.699285,-2.625305553,-2.421733395,-9.114610503,4.151785636860311,-10.70042218,7.124536567
1/1/2015,wspeed_u,99999.9,OCLB_LA1S,-18.949382,147.701909,-2.629331285,-2.424964654,-9.10898495,4.1231072667262705,-10.69121337,7.118403795954913
1/1/2015,wspeed_u,99999.9,PAOR_FL1D,-18.5715,146.4954,-2.198829858,-2.158809681,-7.649977381,3.063747974641155,-9.453213263,6.723415131094626
1/1/2015,wspeed_u,99999.9,PAOR_FL1S,-18.5720395,146.495178,-2.198849284,-2.158658729,-7.649988119,3.062530683564949,-9.453580987,6.723373003384107
1/1/2015,wspeed_u,99999.9,PAPE_BA1D,-18.5505,146.4882,-2.191552965,-2.12910375,-7.605915239,3.0026322221908046,-9.397384826,6.585938747
1/1/2015,wspeed_u,99999.9,PAPE_BA1S,-18.5508,146.4884,-2.191585848,-2.129349738,-7.606107335,3.002571696251899,-9.397637622,6.586436172097992
1/1/2015,wspeed_u,99999.9,PAPE_BA2D,-18.5408,146.4885,-2.190722094,-2.15704664,-7.601098253,3.0268590909116977,-9.383434717,6.559952354253194
1/1/2015,wspeed_u,99999.9,PAPE_BA2S,-18.541,146.4886,-2.190734049,-2.157058232,-7.601183874,3.0278002197306795,-9.383540227,6.560251704358509
1/1/2015,wspeed_u,99999.9,PAPE_FR1D,-18.5394,146.4995,-2.19309918,-2.178987035,-7.622190627,3.0504075164347575,-9.396262416,6.621631929106016
1/1/2015,wspeed_u,99999.9,PAPE_FR1S,-18.6026485,146.500263,-2.198555891,-2.18334073,-7.671443855,3.1443501409423598,-9.476711149,6.790054745913114
1/1/2015,wspeed_u,99999.9,TSAU_BA1S,-9.867615,143.389355,5.459191896823393,6.630237586850021,-1.266844086,10.058058381422597,-3.422418499,14.150827982486181
1/1/2015,wspeed_u,99999.9,TSAU_BA2S,-9.8757,143.388545,5.468493689207486,6.654322296,-1.277657249,10.05556664782112,-3.412058605,14.170145807299244
1/1/2015,wspeed_u,99999.9,TSAU_FL1S,-9.882025,143.39442,5.473787313589811,6.685417860481529,-1.267408643,10.05493153312794,-3.401910574,14.181094656295283
1/1/2015,wspeed_u,99999.9,TSAU_FR1S,-9.87996,143.41004,5.469314735244417,6.642046830178896,-1.209921811,10.057518164020403,-3.385507725,14.18287133068047
1/1/2015,wspeed_u,99999.9,TSAU_FR2D,-9.88359,143.40722,5.472061127013618,6.653308688205094,-1.209860684,10.056841185484917,-3.383340496,14.187395629842241
1/1/2015,wspeed_u,99999.9,TSAU_FR2S,-9.88359,143.407125,5.472067098414656,6.653240080129028,-1.209941355,10.05684212054655,-3.383375723,14.187364200756413
1/1/2015,wspeed_u,99999.9,TSDU_BA1S,-9.88136,142.92542,5.570934062499445,6.692529136955856,-1.462751327,10.389484411853989,-4.224772717,13.874045382365718
1/1/2015,wspeed_u,99999.9,TSDU_BA2S,-9.878565,142.932925,5.568003257504412,6.690523908528596,-1.44146572,10.369848505627438,-4.225035173,13.84724885975424
1/1/2015,wspeed_u,99999.9,TSDU_BA3S,-9.985315,142.90854,5.615863359878786,6.6456750751257045,-1.481637532,10.393961998650024,-4.012871734,14.155928092866574
1/1/2015,wspeed_u,99999.9,TSDU_FR1S,-9.9312,143.00543,5.6106546283598915,6.692601410250373,-1.512469083,10.383293919193937,-3.994494127,13.962878374910579
