individualID,projectID,scientificName,scientificAbbreviation,dayCollected,monthCollected,yearCollected,locality,decimalLatitudeOriginal,decimalLongitudeOriginal,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,depthOfColonyinMetersOriginal,depthOfColonyinMetersCorrected,EcoPlotID_full,GBR1_site
1,ECO03,Acropora hyacinthus,Ahya,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
2,ECO03,Acropora hyacinthus,Ahya,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
3,ECO03,Acropora hyacinthus,Ahya,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
4,ECO03,Acropora hyacinthus,Ahya,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
5,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
6,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
7,ECO03,Stylophora pistillata,Spis,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
8,ECO03,Stylophora pistillata,Spis,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
9,ECO03,Stylophora pistillata,Spis,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
10,ECO03,Stylophora pistillata,Spis,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
11,ECO03,Stylophora pistillata,Spis,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
12,ECO03,Stylophora pistillata,Spis,11,5,2021,Lady_Musgrave,-23.884903,152.413621,-23.884903,152.413621,GPS EcoRRAP sites,60,1-May,4.5,CBLM_FL1S,CBLM_FL1S
13,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
14,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
15,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
16,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
17,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
18,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
19,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
20,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
21,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
22,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
23,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
24,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
25,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
26,ECO03,Stylophora pistillata,Spis,12,5,2021,Lady_Musgrave,-23.917571,152.391971,-23.917571,152.391971,GPS EcoRRAP sites,60,1-May,5.1,CBLM_FL2S,CBLM_FL2S
27,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.900155,152.393624,-23.900155,152.393624,GPS EcoRRAP sites,60,2-Sep,4.1,CBLM_BA1S,CBLM_BA1S
28,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.900155,152.393624,-23.900155,152.393624,GPS EcoRRAP sites,60,2-Sep,4.1,CBLM_BA1S,CBLM_BA1S
29,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.900155,152.393624,-23.900155,152.393624,GPS EcoRRAP sites,60,2-Sep,4.1,CBLM_BA1S,CBLM_BA1S
30,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.900155,152.393624,-23.900155,152.393624,GPS EcoRRAP sites,60,2-Sep,4.1,CBLM_BA1S,CBLM_BA1S
31,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.900155,152.393624,-23.900155,152.393624,GPS EcoRRAP sites,60,2-Sep,4.1,CBLM_BA1S,CBLM_BA1S
32,ECO03,Acropora hyacinthus,Ahya,12,5,2021,Lady_Musgrave,-23.900155,152.393624,-23.900155,152.393624,GPS EcoRRAP sites,60,2-Sep,4.1,CBLM_BA1S,CBLM_BA1S
33,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
34,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
35,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
36,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
37,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
38,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
39,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
40,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
41,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.894298,152.404406,-23.894298,152.404406,GPS EcoRRAP sites,60,2-May,4.6,CBLM_BA2S,CBLM_BA2S
42,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
42,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
43,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
44,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
45,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
46,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
47,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
48,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
49,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
50,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
51,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
52,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
52,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
53,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
54,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
55,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
56,ECO03,Stylophora pistillata,Spis,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
57,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
58,ECO03,Acropora hyacinthus,Ahya,13,5,2021,Lady_Musgrave,-23.896238,152.413635,-23.896238,152.413635,GPS EcoRRAP sites,60,1,4.1,CBLM_LA1S,CBLM_LA1S
59,ECO03,Acropora hyacinthus,Ahya,18,5,2021,North_Keppel,-23.085288,150.898847,-23.085288,150.898847,GPS EcoRRAP sites,60,1-May,3.1,KENK_FL1S,KENK_FL1S
60,ECO03,Acropora hyacinthus,Ahya,18,5,2021,North_Keppel,-23.085288,150.898847,-23.085288,150.898847,GPS EcoRRAP sites,60,1-May,3.1,KENK_FL1S,KENK_FL1S
61,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
62,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
63,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
64,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
65,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
66,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
67,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
68,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
69,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Halfway,-23.201548,150.966419,-23.201548,150.966419,GPS EcoRRAP sites,60,1-May,4.3,KEHW_BA1S,KEHW_BA1S
70,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
70,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
71,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
71,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
72,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
72,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
73,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
74,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
75,ECO03,Acropora hyacinthus,Ahya,19,5,2021,Great_Keppel,-23.196282,150.936693,-23.196282,150.936693,GPS EcoRRAP sites,60,1-May,2.7,KEGK_BA1S,KEGK_BA1S
76,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Middle,-23.162195,150.920995,-23.162195,150.920995,GPS EcoRRAP sites,60,1-May,3.8,KEMD_BA1S,KEMD_BA1S
77,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Middle,-23.162195,150.920995,-23.162195,150.920995,GPS EcoRRAP sites,60,1-May,3.8,KEMD_BA1S,KEMD_BA1S
78,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Middle,-23.162195,150.920995,-23.162195,150.920995,GPS EcoRRAP sites,60,1-May,3.8,KEMD_BA1S,KEMD_BA1S
79,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Middle,-23.162195,150.920995,-23.162195,150.920995,GPS EcoRRAP sites,60,1-May,3.8,KEMD_BA1S,KEMD_BA1S
80,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Middle,-23.162195,150.920995,-23.162195,150.920995,GPS EcoRRAP sites,60,1-May,3.8,KEMD_BA1S,KEMD_BA1S
81,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Middle,-23.162195,150.920995,-23.162195,150.920995,GPS EcoRRAP sites,60,1-May,3.8,KEMD_BA1S,KEMD_BA1S
82,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Miall,-23.15045,150.90317,-23.15045,150.90317,GPS EcoRRAP sites,60,1-May,2.9,KEML_BA1S,KEML_BA1S
83,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Miall,-23.15045,150.90317,-23.15045,150.90317,GPS EcoRRAP sites,60,1-May,2.9,KEML_BA1S,KEML_BA1S
84,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Miall,-23.15045,150.90317,-23.15045,150.90317,GPS EcoRRAP sites,60,1-May,2.9,KEML_BA1S,KEML_BA1S
84,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Miall,-23.15045,150.90317,-23.15045,150.90317,GPS EcoRRAP sites,60,1-May,2.9,KEML_BA1S,KEML_BA1S
85,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Miall,-23.15045,150.90317,-23.15045,150.90317,GPS EcoRRAP sites,60,1-May,2.9,KEML_BA1S,KEML_BA1S
86,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Miall,-23.15045,150.90317,-23.15045,150.90317,GPS EcoRRAP sites,60,1-May,2.9,KEML_BA1S,KEML_BA1S
87,ECO03,Acropora hyacinthus,Ahya,20,5,2021,Miall,-23.15045,150.90317,-23.15045,150.90317,GPS EcoRRAP sites,60,1-May,2.9,KEML_BA1S,KEML_BA1S
88,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
89,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
90,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
91,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
92,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
93,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
94,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
95,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
96,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
97,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
97,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
98,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
99,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
100,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
101,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
102,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.944082,147.699448,-18.944082,147.699448,GPS EcoRRAP sites,60,1-May,4.7,OCLB_FL1S,OCLB_FL1S
103,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
104,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
105,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
106,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
107,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
108,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
109,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
110,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
111,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
112,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
113,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
114,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
115,ECO03,Stylophora pistillata,Spis,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
116,ECO03,Acropora hyacinthus,Ahya,22,5,2021,Little_Broadhurst,-18.949114,147.693065,-18.949114,147.693065,GPS EcoRRAP sites,60,1-May,4.2,OCLB_BA1S,OCLB_BA1S
117,ECO03,Acropora hyacinthus,Ahya,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
118,ECO03,Stylophora pistillata,Spis,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
119,ECO03,Stylophora pistillata,Spis,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
120,ECO03,Acropora hyacinthus,Ahya,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
121,ECO03,Stylophora pistillata,Spis,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
122,ECO03,Acropora hyacinthus,Ahya,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
123,ECO03,Stylophora pistillata,Spis,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
124,ECO03,Acropora hyacinthus,Ahya,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
125,ECO03,Stylophora pistillata,Spis,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
126,ECO03,Acropora hyacinthus,Ahya,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
127,ECO03,Acropora hyacinthus,Ahya,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
128,ECO03,Acropora hyacinthus,Ahya,23,5,2021,Chicken,-18.652112,147.718717,-18.652112,147.718717,GPS EcoRRAP sites,60,1-May,5.7,OCCH_FL1S,OCCH_FL1S
