projectID,scientificAbbreviation,locality,decimalLatitude,decimalLongitude,depthOfColonyinMetersCorrected,EcoPlotID_full
ECT1,Aken,Myrmidon,-18.27798642,147.3789643,4.1,Aken_14
ECT1,Aken,Pelorus,-18.55925418,146.5023385,4.1,Aken_1917
ECT1,Aken,Pelorus,-18.55924688,146.5023401,4.1,Aken_1918
ECT1,Aken,Pelorus,-18.55924261,146.5023675,4.1,Aken_1919
ECT1,Aken,Pelorus,-18.55908905,146.5023505,4.1,Aken_1930
ECT1,Aken,Pelorus,-18.55937672,146.5022116,4.1,Aken_1956
ECT1,Aken,Chicken,-18.67037927,147.706492,4.1,Aken_1859
ECT1,Aken,Chicken,-18.67001725,147.706292,4.1,Aken_1871
ECT1,Aken,Chicken,-18.66991566,147.7068665,4.1,Aken_1881
ECT1,Aken,Chicken,-18.67011314,147.7067657,4.1,Aken_1892
ECT1,Aken,Davies,-18.82670411,147.626529,4.1,Aken_2016
ECO03,Pmas,Heron,-23.456145,151.925609,4.15,CBHE_FL1S_P23
ECO03,Ahya,Little_Broadhurst,-18.949114,147.693065,4.2,OCLB_BA1S
ECO03,Spis,Little_Broadhurst,-18.9493475,147.6929265,4.2,OCLB_BA1S
ECO03,Shys,Lady_Musgrave,-23.884943,152.4136075,4.2,CBLM_FL1S_P1
ECO03,Pmas,Moore_Reef,-16.8599545,146.2257745,4.2,ONMO_LA1S_P2
ECO03,Shys,Davies,-18.81929652,147.6639395,4.2,OCDA_FR1S_P4
ECO03,Pmas,Davies,-18.831095,147.63311,4.2,OCDA_LA2S_P1
ECT1,Aspat,Hicks,-14.474748,145.503075,4.2,Aspat_459
ECT1,Aspat,Hicks,-14.475238,145.502408,4.2,Aspat_471
ECT1,Aspat,Lady_Musgrave,-23.90742783,152.3866732,4.2,Aspat_1599
ECT1,Aspat,Lady_Musgrave,-23.90767048,152.3866346,4.2,Aspat_1603
ECT1,Aken,Moore,-16.84614069,146.2324395,4.2,Aken_1067
ECT1,Aken,Lizard,-14.645887,145.4556225,4.2,Aken_42_Lizard
ECT1,Aken,Hicks,-14.47495501,145.5027092,4.2,Aken_1383
ECT1,Aken,Hicks,-14.4753586,145.5020487,4.2,Aken_1468
ECT1,Aken,Myrmidon,-18.27797854,147.378974,4.2,Aken_16
ECT1,Aken,Kelso,-18.423731,146.98549,4.2,Aken_1_Kelso
ECT1,Aken,Kelso,-18.42404737,146.9858108,4.2,Aken_1486
ECT1,Aken,Pelorus,-18.55925652,146.5022638,4.2,Aken_1910
ECT1,Aken,Pelorus,-18.55969079,146.5021845,4.2,Aken_1943
ECT1,Aken,Pelorus,-18.55944042,146.5022716,4.2,Aken_1958
ECT1,Aken,Pelorus,-18.55944637,146.5022736,4.2,Aken_1959
ECT1,Aken,Chicken,-18.67000929,147.706307,4.2,Aken_1873
ECT1,Aken,Chicken,-18.66987417,147.7068563,4.2,Aken_1882
ECT1,Aken,Davies,-18.82662272,147.6266278,4.2,Aken_2021
ECT1,Aken,Davies,-18.82668265,147.6265786,4.2,Aken_2023
ECO03,Ahya,Halfway,-23.201548,150.966419,4.3,KEHW_BA1S
ECO03,Spis,Heron,-23.4561755,151.925688,4.3,CBHE_FL1S
ECO03,Pver,Pelorus,-18.53952,146.49918,4.3,PAPE_FR1S
