Site,Latitude,Longitude,Variable,Depth,mmm,mean_annual,monthly_variability
KEHW_BA1S,-23.2018935,150.966579,v,-0.5,0.01036441571566336,3.266886695506079e-4,5.434052378050662
KEHW_BA1S,-23.2018935,150.966579,wspeed_u,99999.9,-1.9139088913333333,-3.5243640985984848,-0.32241700488552233
KEHW_BA1S,-23.2018935,150.966579,wspeed_v,99999.9,4.049112587553593,1.3560970629987084,1.1486870180496744
KEMD_BA1S,-23.1619975,150.9208225,eta,99999.9,0.024137592059843782,-0.09012488152713304,-0.670320267887564
KEMD_BA1S,-23.1619975,150.9208225,salt,-9,35.828487178009226,35.70069045077105,0.003119446542708817
KEMD_BA1S,-23.1619975,150.9208225,salt,-5.35,35.82714054319152,35.694794516794374,0.0032384463087425067
KEMD_BA1S,-23.1619975,150.9208225,salt,-2.35,35.82428119034747,35.678992821447885,0.003629166327352157
KEMD_BA1S,-23.1619975,150.9208225,salt,-0.5,35.82334556192107,35.67496703083494,0.003777766182911021
KEMD_BA1S,-23.1619975,150.9208225,temp,-9,28.382213596327304,25.581260554396607,0.10889995610334526
KEMD_BA1S,-23.1619975,150.9208225,temp,-5.35,28.379035218152328,25.580546278958025,0.10895878512418336
KEMD_BA1S,-23.1619975,150.9208225,temp,-2.35,28.472959780023377,25.663775848629587,0.10932555991360408
KEMD_BA1S,-23.1619975,150.9208225,temp,-0.5,28.555211187687075,25.72674935134231,0.10943471038710166
KEMD_BA1S,-23.1619975,150.9208225,u,-9,0.001676384,9.706505358035181e-4,0.9258065108737702
KEMD_BA1S,-23.1619975,150.9208225,u,-5.35,0.005034945555555555,0.004693815895446319,0.2030724897358722
KEMD_BA1S,-23.1619975,150.9208225,u,-2.35,0.0035869328994306087,0.001738498830105196,1.4776744359146048
KEMD_BA1S,-23.1619975,150.9208225,u,-0.5,-0.0012577655992324621,-0.008208623218410035,-0.5605345877837338
KEMD_BA1S,-23.1619975,150.9208225,v,-9,0.0118953321420053,0.006093576379020169,0.3938979898154873
KEMD_BA1S,-23.1619975,150.9208225,v,-5.35,0.02899354482202745,0.015303278775633714,0.38979921661424416
KEMD_BA1S,-23.1619975,150.9208225,v,-2.35,0.03754949057037534,0.01856550204757818,0.49118874191535283
KEMD_BA1S,-23.1619975,150.9208225,v,-0.5,0.04763707988701431,0.020508145261271826,0.6173003760761048
KEMD_BA1S,-23.1619975,150.9208225,wspeed_u,99999.9,-1.8446446326666668,-3.447427231174242,-0.32588768668823126
KEMD_BA1S,-23.1619975,150.9208225,wspeed_v,99999.9,4.07686093603729,1.357153198502597,1.1506585649946932
KEML_BA1S,-23.150495,150.90294,eta,99999.9,0.02690352591142938,-0.08862198567217863,-0.6922669583002348
KEML_BA1S,-23.150495,150.90294,salt,-9,35.82383654546398,35.69397119841452,0.0034327562013042835
KEML_BA1S,-23.150495,150.90294,salt,-5.35,35.819018481655334,35.680179049313246,0.0037539426112052758
KEML_BA1S,-23.150495,150.90294,salt,-2.35,35.81232379255793,35.65190160055884,0.00448978903890306
KEML_BA1S,-23.150495,150.90294,salt,-0.5,35.81121142911701,35.647167577122964,0.004673589520123683
KEML_BA1S,-23.150495,150.90294,temp,-9,28.388209385320522,25.561095540375202,0.10952166601686365
KEML_BA1S,-23.150495,150.90294,temp,-5.35,28.4110037884746,25.574541205484913,0.10979829879637869
KEML_BA1S,-23.150495,150.90294,temp,-2.35,28.517165823545767,25.66962086823909,0.1103415986905734
KEML_BA1S,-23.150495,150.90294,temp,-0.5,28.582002892357217,25.719782217224537,0.1104250241219465
KEML_BA1S,-23.150495,150.90294,u,-9,-0.0014451432222222223,-0.0021244262027380226,-0.46221290500793727
KEML_BA1S,-23.150495,150.90294,u,-5.35,0.0010691297448553318,-1.3737469260461358e-4,-0.949449180570374
KEML_BA1S,-23.150495,150.90294,u,-2.35,-0.00380302,-0.006710597901263543,-0.4091804832924472
KEML_BA1S,-23.150495,150.90294,u,-0.5,-0.011348442,-0.020196879546601654,-0.2743101755122155
KEML_BA1S,-23.150495,150.90294,v,-9,0.033455632942955484,0.014049942847369936,0.5710691649170374
KEML_BA1S,-23.150495,150.90294,v,-5.35,0.044220443813157984,0.01911905978138998,0.5745035814560542
KEML_BA1S,-23.150495,150.90294,v,-2.35,0.060803637139530325,0.025875362912491987,0.6462752804114219
KEML_BA1S,-23.150495,150.90294,v,-0.5,0.07548747446560489,0.028995776524350963,0.740202288453419
KEML_BA1S,-23.150495,150.90294,wspeed_u,99999.9,-1.8055830667777777,-3.404024033007576,-0.3282190904316561
KEML_BA1S,-23.150495,150.90294,wspeed_v,99999.9,4.041369073889642,1.3416596766030722,1.150648555246999
KENK_BA1S,-23.0843065,150.885571,eta,99999.9,0.0306879652216126,-0.08606440775781149,-0.730160906934008
KENK_BA1S,-23.0843065,150.885571,salt,-5.35,35.85017712052704,35.66563050709282,0.004274249288540341
KENK_BA1S,-23.0843065,150.885571,salt,-2.35,35.84849545414576,35.65197970396263,0.004583547338211569
KENK_BA1S,-23.0843065,150.885571,salt,-0.5,35.84739264661637,35.64668898955794,0.004679981517125034
KENK_BA1S,-23.0843065,150.885571,temp,-5.35,28.365204667775156,25.51627711997177,0.10818108793189378
KENK_BA1S,-23.0843065,150.885571,temp,-2.35,28.462629934340047,25.608547526934547,0.10817919871578494
KENK_BA1S,-23.0843065,150.885571,temp,-0.5,28.55417652502564,25.68160487986055,0.10820954857902665
KENK_BA1S,-23.0843065,150.885571,u,-5.35,0.007845135222222223,0.0019457444937504911,18.302671624867298
KENK_BA1S,-23.0843065,150.885571,u,-2.35,0.010557317559706594,0.0012829207033960817,-7.332910362616132
KENK_BA1S,-23.0843065,150.885571,u,-0.5,0.0030039173634593816,-0.008731734928925386,-0.9280487848649138
KENK_BA1S,-23.0843065,150.885571,v,-5.35,0.03194183308441971,0.012179078165500033,0.6115194603450215
KENK_BA1S,-23.0843065,150.885571,v,-2.35,0.04462707558957239,0.016014815321890852,0.7189977477666841
KENK_BA1S,-23.0843065,150.885571,v,-0.5,0.05700728579627808,0.02058655524626729,0.7675509770816825
KENK_BA1S,-23.0843065,150.885571,wspeed_u,99999.9,-1.7805637616666667,-3.3180999380757576,-0.32563801064106584
KENK_BA1S,-23.0843065,150.885571,wspeed_v,99999.9,4.000366173608778,1.3101999510848499,1.135377491101122
KENK_FL1S,-23.085374,150.899147,eta,99999.9,0.029236258599977392,-0.08755077878393012,-0.7223556654097414
KENK_FL1S,-23.085374,150.899147,salt,-5.35,35.84575878202743,35.67056059938796,0.003966403358171827
KENK_FL1S,-23.085374,150.899147,salt,-2.35,35.84548263910179,35.66070993513411,0.004242103986184712
KENK_FL1S,-23.085374,150.899147,salt,-0.5,35.844107361864786,35.655867361903056,0.004316666863591656
KENK_FL1S,-23.085374,150.899147,temp,-5.35,28.303861983054613,25.48221698225569,0.10678260141773965
KENK_FL1S,-23.085374,150.899147,temp,-2.35,28.429048697377066,25.59848547135992,0.10705431303891619
KENK_FL1S,-23.085374,150.899147,temp,-0.5,28.542900555090277,25.685549950859112,0.10710946861148109
KENK_FL1S,-23.085374,150.899147,u,-5.35,0.0040228919,0.0034570966666666665,0.0997001151161669
KENK_FL1S,-23.085374,150.899147,u,-2.35,0.010340444280554958,0.009792629052122746,0.08548061676230284
KENK_FL1S,-23.085374,150.899147,u,-0.5,0.008166793544117049,0.004297909190085751,0.6408451823439718
KENK_FL1S,-23.085374,150.899147,v,-5.35,-6.647206134463671e-4,-0.0016369767137758302,-0.465938823661452
KENK_FL1S,-23.085374,150.899147,v,-2.35,-0.0025222999,-0.0030605791287878787,-0.1679229438464115
KENK_FL1S,-23.085374,150.899147,v,-0.5,0.0014662701613507544,-0.0030992896439287123,-1.0124925627282426
KENK_FL1S,-23.085374,150.899147,wspeed_u,99999.9,-1.845474812,-3.388499738878788,-0.32103971951426397
KENK_FL1S,-23.085374,150.899147,wspeed_v,99999.9,4.109828421276751,1.3565372431966745,1.1362767102385416
OCCH_BA1S,-18.6532055,147.708533,eta,99999.9,0.13043815284051685,0.05756098153022592,0.8364152727465736
OCCH_BA1S,-18.6532055,147.708533,salt,-24,35.31136515996072,35.17853645065796,0.0043120226930946255
OCCH_BA1S,-18.6532055,147.708533,salt,-18,35.3128530922279,35.15021825885789,0.004549636595592156
OCCH_BA1S,-18.6532055,147.708533,salt,-13,35.316147882242014,35.10005460557806,0.004930263742326489
OCCH_BA1S,-18.6532055,147.708533,salt,-9,35.32243021640749,35.04350981595563,0.0054365986790269666
OCCH_BA1S,-18.6532055,147.708533,salt,-5.35,35.32856165592555,35.012005983906406,0.00581117456517058
OCCH_BA1S,-18.6532055,147.708533,salt,-2.35,35.33134463524922,35.0039668018508,0.005975314276833834
OCCH_BA1S,-18.6532055,147.708533,salt,-0.5,35.33064919338486,34.99640782953664,0.006075461871095665
OCCH_BA1S,-18.6532055,147.708533,temp,-24,28.363969138527594,26.41570134943825,0.05665346669308973
OCCH_BA1S,-18.6532055,147.708533,temp,-18,28.49531976000242,26.55267361416244,0.05892731399289133
OCCH_BA1S,-18.6532055,147.708533,temp,-13,28.71363460681645,26.75176393669618,0.06196303498327165
OCCH_BA1S,-18.6532055,147.708533,temp,-9,28.990518884249294,27.016598679497424,0.06546225571400095
OCCH_BA1S,-18.6532055,147.708533,temp,-5.35,29.23510202441316,27.24374984125321,0.06810879850289235
OCCH_BA1S,-18.6532055,147.708533,temp,-2.35,29.43677845677234,27.36907517511072,0.0694478510617601
OCCH_BA1S,-18.6532055,147.708533,temp,-0.5,29.50800196109494,27.41175416451456,0.06997719670129494
OCCH_BA1S,-18.6532055,147.708533,u,-24,0.018313308986726815,0.0026685707427367756,-224.98171022924296
OCCH_BA1S,-18.6532055,147.708533,u,-18,0.03614621540231502,0.010143554230200774,5.383456743596347
OCCH_BA1S,-18.6532055,147.708533,u,-13,0.051919558429794524,0.021255369838223192,3.254810103823479
OCCH_BA1S,-18.6532055,147.708533,u,-9,0.06039065251108823,0.023671583701244225,3.5120664464032596
OCCH_BA1S,-18.6532055,147.708533,u,-5.35,0.06393722535468663,0.022963999767601242,5.582420960963231
OCCH_BA1S,-18.6532055,147.708533,u,-2.35,0.05121070700661764,0.009013332943028817,-5.383798323153501
OCCH_BA1S,-18.6532055,147.708533,u,-0.5,0.031182554133532627,-0.010662291548164764,-1.3477066855415136
OCCH_BA1S,-18.6532055,147.708533,v,-24,0.013244853379414945,0.004612910001391909,1.2531119335666847
OCCH_BA1S,-18.6532055,147.708533,v,-18,0.01841848964156897,0.006308399957315268,1.231008558675426
OCCH_BA1S,-18.6532055,147.708533,v,-13,0.02179905368835854,0.003157591738390016,1.9384829589454173
OCCH_BA1S,-18.6532055,147.708533,v,-9,0.023973857318447277,-0.001961123746541899,6.84217622525874
OCCH_BA1S,-18.6532055,147.708533,v,-5.35,0.026982725983482163,-0.010770875246062319,-3.741599772477715
OCCH_BA1S,-18.6532055,147.708533,v,-2.35,0.03032727087118955,-0.024020448005755982,-2.3794792347332505
OCCH_BA1S,-18.6532055,147.708533,v,-0.5,0.039753271451779516,-0.025067271987559942,-3.8794211473405036
OCCH_BA1S,-18.6532055,147.708533,wspeed_u,99999.9,-3.3513020374444444,-4.584906695371212,-0.15844343359623342
OCCH_BA1S,-18.6532055,147.708533,wspeed_v,99999.9,4.760172391243281,1.6265656421976065,0.8290969430162262
OCCH_BA2S,-18.660365,147.702675,eta,99999.9,0.13079083115581083,0.057764898065712125,0.8339275739765208
OCCH_BA2S,-18.660365,147.702675,salt,-24,35.3109666846006,35.18126674562373,0.00423668925422283
OCCH_BA2S,-18.660365,147.702675,salt,-18,35.31274601599198,35.152386308516824,0.004518771346597136
OCCH_BA2S,-18.660365,147.702675,salt,-13,35.31695743998803,35.10117475013468,0.004942248809392431
OCCH_BA2S,-18.660365,147.702675,salt,-9,35.323880091344186,35.044779444943906,0.005445255950717328
OCCH_BA2S,-18.660365,147.702675,salt,-5.35,35.32993061480498,35.012124263339594,0.005817188731792597
OCCH_BA2S,-18.660365,147.702675,salt,-2.35,35.33270803780351,35.00423975153615,0.005982368596900386
OCCH_BA2S,-18.660365,147.702675,salt,-0.5,35.33203374590143,34.99711381672291,0.006082174715230149
OCCH_BA2S,-18.660365,147.702675,temp,-24,28.313232574643667,26.37968855509583,0.0561710849348552
OCCH_BA2S,-18.660365,147.702675,temp,-18,28.468891175601257,26.53117311438889,0.05881621136169913
OCCH_BA2S,-18.660365,147.702675,temp,-13,28.71929949694675,26.7471502105155,0.06215017076416488
OCCH_BA2S,-18.660365,147.702675,temp,-9,28.995817719310935,27.012247311491247,0.06558590519476262
OCCH_BA2S,-18.660365,147.702675,temp,-5.35,29.234179894721436,27.236278651240564,0.06814939042555429
OCCH_BA2S,-18.660365,147.702675,temp,-2.35,29.433071985248425,27.361120623719412,0.06944710111839138
OCCH_BA2S,-18.660365,147.702675,temp,-0.5,29.503949676248425,27.403882303935056,0.06996694639976346
OCCH_BA2S,-18.660365,147.702675,u,-24,0.015167586241767166,4.1038749926077634e-4,-16.52593958277261
OCCH_BA2S,-18.660365,147.702675,u,-18,0.03419990667895109,0.008237528714405754,5.476252082962975
OCCH_BA2S,-18.660365,147.702675,u,-13,0.04980153486522436,0.020889123012699507,2.7066162746198517
OCCH_BA2S,-18.660365,147.702675,u,-9,0.05815360848576338,0.023844295898168066,2.9366095608849334
OCCH_BA2S,-18.660365,147.702675,u,-5.35,0.06108470921178249,0.023024804796704993,4.646201393948858
OCCH_BA2S,-18.660365,147.702675,u,-2.35,0.04788453143162677,0.008735363404584244,-5.4060672041273214
OCCH_BA2S,-18.660365,147.702675,u,-0.5,0.027515557149959995,-0.011143258045076819,-1.2676778557341357
OCCH_BA2S,-18.660365,147.702675,v,-24,0.01206788519186786,7.616166996759444e-4,2.531414228320089
OCCH_BA2S,-18.660365,147.702675,v,-18,0.018676567648687192,0.0024834974259889835,2.078616589480541
OCCH_BA2S,-18.660365,147.702675,v,-13,0.022258708408668636,0.0021405198211800792,2.2748606967797462
OCCH_BA2S,-18.660365,147.702675,v,-9,0.0248985322512881,-8.89440898617096e-4,5.064247619884276
OCCH_BA2S,-18.660365,147.702675,v,-5.35,0.028265566134999986,-0.008401053628464753,-5.38594702026054
OCCH_BA2S,-18.660365,147.702675,v,-2.35,0.03188117793780082,-0.021175705548764964,-2.7423341188897457
OCCH_BA2S,-18.660365,147.702675,v,-0.5,0.04163157910255243,-0.021944863501039916,-4.9592139667454
OCCH_BA2S,-18.660365,147.702675,wspeed_u,99999.9,-3.3551053066666667,-4.582097825628788,-0.15801501120208705
OCCH_BA2S,-18.660365,147.702675,wspeed_v,99999.9,4.758079290442161,1.621932642300686,0.8315705729313186
OCCH_FL1S,-18.652217,147.7184615,eta,99999.9,0.13033461931560683,0.05695247847553267,0.8493270199423999
OCCH_FL1S,-18.652217,147.7184615,salt,-24,35.3126689357924,35.170941403841056,0.004425940239016715
OCCH_FL1S,-18.652217,147.7184615,salt,-18,35.31384589104585,35.14327569084562,0.004598762523400868
OCCH_FL1S,-18.652217,147.7184615,salt,-13,35.31628395497686,35.09722148769305,0.004915282784639357
OCCH_FL1S,-18.652217,147.7184615,salt,-9,35.32132028888069,35.04108236321182,0.005405650802538607
OCCH_FL1S,-18.652217,147.7184615,salt,-5.35,35.327673754080116,35.01156183850956,0.005801589244559944
OCCH_FL1S,-18.652217,147.7184615,salt,-2.35,35.330819831000106,35.00373529452698,0.005970051072195611
OCCH_FL1S,-18.652217,147.7184615,salt,-0.5,35.33010643449345,34.99618533756602,0.006070678327643684
OCCH_FL1S,-18.652217,147.7184615,temp,-24,28.446153756184316,26.487370884406587,0.05751694524842884
OCCH_FL1S,-18.652217,147.7184615,temp,-18,28.528898147656573,26.590228967275227,0.0592341695626938
OCCH_FL1S,-18.652217,147.7184615,temp,-13,28.70662820025666,26.759107613340525,0.06175929289685352
OCCH_FL1S,-18.652217,147.7184615,temp,-9,28.968248917183296,27.01457953700188,0.06517973406113614
OCCH_FL1S,-18.652217,147.7184615,temp,-5.35,29.228503896959324,27.24566356017705,0.06806789113998808
OCCH_FL1S,-18.652217,147.7184615,temp,-2.35,29.43215575829304,27.371383594866305,0.06950442926109722
OCCH_FL1S,-18.652217,147.7184615,temp,-0.5,29.50353360569836,27.413165241594847,0.070037318600506
OCCH_FL1S,-18.652217,147.7184615,u,-24,0.02644726371184006,0.00787243324316206,7.470117803766362
OCCH_FL1S,-18.652217,147.7184615,u,-18,0.04594046404764537,0.016498763495542055,3.864299960222468
OCCH_FL1S,-18.652217,147.7184615,u,-13,0.05923649363811408,0.02557203898107589,2.80492317272217
OCCH_FL1S,-18.652217,147.7184615,u,-9,0.066606380727267,0.0262359933825887,3.1940145752472615
OCCH_FL1S,-18.652217,147.7184615,u,-5.35,0.06974932707811873,0.024636474140750517,4.817145413654044
OCCH_FL1S,-18.652217,147.7184615,u,-2.35,0.057549441079630045,0.010790801237450607,-8.448718937537956
OCCH_FL1S,-18.652217,147.7184615,u,-0.5,0.03824982593056657,-0.00844144428181542,-1.6173296400887829
OCCH_FL1S,-18.652217,147.7184615,v,-24,0.01835630931125833,0.003502961699674005,1.32353003391048
OCCH_FL1S,-18.652217,147.7184615,v,-18,0.02587010014516024,0.0056013119481000285,1.2764092373414841
OCCH_FL1S,-18.652217,147.7184615,v,-13,0.028177875970813497,0.004372236255104617,1.589628888641563
OCCH_FL1S,-18.652217,147.7184615,v,-9,0.030417024535893084,-5.069189657404209e-4,3.2085780889521103
OCCH_FL1S,-18.652217,147.7184615,v,-5.35,0.033507169093786905,-0.009889476365040657,-9.325437684751776
OCCH_FL1S,-18.652217,147.7184615,v,-2.35,0.036819891622972424,-0.023243958393294628,-3.3464447271655424
OCCH_FL1S,-18.652217,147.7184615,v,-0.5,0.046055215621470726,-0.02440206148410298,-5.662809667018023
OCCH_FL1S,-18.652217,147.7184615,wspeed_u,99999.9,-3.352858878,-4.590216224969697,-0.15856740103565536
OCCH_FL1S,-18.652217,147.7184615,wspeed_v,99999.9,4.763334684127264,1.631553956973917,0.8264453140113881
OCDA_BA1D,-18.82579,147.62735,eta,99999.9,0.13213858680184593,0.05663417991641527,0.8666318171873841
OCDA_BA1D,-18.82579,147.62735,salt,-24,35.33300016298799,35.21047629589253,0.004337779361325877
OCDA_BA1D,-18.82579,147.62735,salt,-18,35.336117712234646,35.18944674373011,0.0046382885210002455
OCDA_BA1D,-18.82579,147.62735,salt,-13,35.34328724118605,35.136356807350225,0.005009511485787009
OCDA_BA1D,-18.82579,147.62735,salt,-9,35.354191842218704,35.07104866988184,0.005476798204970398
OCDA_BA1D,-18.82579,147.62735,salt,-5.35,35.36263043884985,35.03219224285628,0.0058486920586022055
OCDA_BA1D,-18.82579,147.62735,salt,-2.35,35.366021257510816,35.018323614412964,0.006038665513591729
OCDA_BA1D,-18.82579,147.62735,salt,-0.5,35.36567468426138,35.01145191156265,0.006144027847434498
OCDA_BA1D,-18.82579,147.62735,temp,-24,28.272853134981794,26.30612909153022,0.05861491957899375
OCDA_BA1D,-18.82579,147.62735,temp,-18,28.42893629121615,26.468806886417692,0.06134422937920365
OCDA_BA1D,-18.82579,147.62735,temp,-13,28.66498118438596,26.674609557558167,0.06419952376115028
OCDA_BA1D,-18.82579,147.62735,temp,-9,28.920029772885087,26.934389494024728,0.06732376461241377
OCDA_BA1D,-18.82579,147.62735,temp,-5.35,29.16493596272449,27.153166536157947,0.069851034872467
OCDA_BA1D,-18.82579,147.62735,temp,-2.35,29.35597047169404,27.27707743170943,0.07123370591950959
OCDA_BA1D,-18.82579,147.62735,temp,-0.5,29.409795608259166,27.309323636581034,0.07168933735482107
OCDA_BA1D,-18.82579,147.62735,u,-24,0.011788601815786245,2.6792597420694213e-4,21.37863023712394
OCDA_BA1D,-18.82579,147.62735,u,-18,0.03516502738634905,0.013457746511923543,1.8735501321048016
OCDA_BA1D,-18.82579,147.62735,u,-13,0.04550580713277161,0.02147373488685033,1.647590955542663
OCDA_BA1D,-18.82579,147.62735,u,-9,0.05135651991475591,0.022547570125477975,1.9172388981383108
OCDA_BA1D,-18.82579,147.62735,u,-5.35,0.05371462366873887,0.02382685426992719,2.6977091758958816
OCDA_BA1D,-18.82579,147.62735,u,-2.35,0.043268894127471536,0.009553144432303593,-25.039482796078286
OCDA_BA1D,-18.82579,147.62735,u,-0.5,0.026435161577865515,-0.007543027027802631,-1.5450716951563608
OCDA_BA1D,-18.82579,147.62735,v,-24,-0.005358020064729002,-0.016639680007193975,-0.37863514286589
OCDA_BA1D,-18.82579,147.62735,v,-18,-0.0032912417777777783,-0.025595224443731482,-0.5620168822433401
OCDA_BA1D,-18.82579,147.62735,v,-13,-0.0016868600150561782,-0.025428710756126478,-0.6118996155401875
OCDA_BA1D,-18.82579,147.62735,v,-9,0.0016254905355674845,-0.022171967738874573,-0.6953066056003461
OCDA_BA1D,-18.82579,147.62735,v,-5.35,0.005713086063079627,-0.023391832889145057,-0.8340761460023187
OCDA_BA1D,-18.82579,147.62735,v,-2.35,0.010111939383611311,-0.03647798335150585,-0.9981380141298872
OCDA_BA1D,-18.82579,147.62735,v,-0.5,0.01871710465576406,-0.03777549327369043,-1.311415274619928
OCDA_BA1D,-18.82579,147.62735,wspeed_u,99999.9,-3.474876403,-4.540686074159091,-0.1459143182225484
OCDA_BA1D,-18.82579,147.62735,wspeed_v,99999.9,4.715409587811341,1.5231313266508673,0.8844513427326535
OCDA_BA1S,-18.8259,147.62727,eta,99999.9,0.13213779448852025,0.056630513153469765,0.8667185465418281
OCDA_BA1S,-18.8259,147.62727,salt,-24,35.33299346598019,35.210474696086,0.00433757279625369
OCDA_BA1S,-18.8259,147.62727,salt,-18,35.33611795129816,35.1894250101308,0.004638190914104296
OCDA_BA1S,-18.8259,147.62727,salt,-13,35.34329610768071,35.13631427079711,0.005009695491025611
OCDA_BA1S,-18.8259,147.62727,salt,-9,35.354203661038255,35.071019655917745,0.005476977062490338
OCDA_BA1S,-18.8259,147.62727,salt,-5.35,35.36264113406385,35.03218469822401,0.005848810078427022
OCDA_BA1S,-18.8259,147.62727,salt,-2.35,35.36602963914594,35.018324210465956,0.006038766627868568
OCDA_BA1S,-18.8259,147.62727,salt,-0.5,35.36568257770692,35.01145503373866,0.00614412926290502
OCDA_BA1S,-18.8259,147.62727,temp,-24,28.27277445026545,26.306072329919143,0.058615210205867505
OCDA_BA1S,-18.8259,147.62727,temp,-18,28.428829366906694,26.46879220937097,0.061344041336671734
OCDA_BA1S,-18.8259,147.62727,temp,-13,28.665037804834643,26.674705895779667,0.06420085399498143
OCDA_BA1S,-18.8259,147.62727,temp,-9,28.920114421854503,26.93451957843172,0.067324695302175
OCDA_BA1S,-18.8259,147.62727,temp,-5.35,29.16502719354174,27.153253918473126,0.06985089641797383
OCDA_BA1S,-18.8259,147.62727,temp,-2.35,29.356046368875518,27.277147743643923,0.07123214327675434
OCDA_BA1S,-18.8259,147.62727,temp,-0.5,29.4098538222527,27.309386565183022,0.0716877073107604
OCDA_BA1S,-18.8259,147.62727,u,-24,0.011969048380843117,3.912210372976559e-4,16.40658479168309
OCDA_BA1S,-18.8259,147.62727,u,-18,0.03524749767507039,0.013517304259370836,1.8659524846625375
OCDA_BA1S,-18.8259,147.62727,u,-13,0.04557515142063951,0.02151134599209407,1.6448502168255192
OCDA_BA1S,-18.8259,147.62727,u,-9,0.0514115303444261,0.022570202341419685,1.915211233453489
OCDA_BA1S,-18.8259,147.62727,u,-5.35,0.05375574974299718,0.02384030722635267,2.6960187356650467
OCDA_BA1S,-18.8259,147.62727,u,-2.35,0.04329390354377332,0.00955666488144294,-25.076919524107172
OCDA_BA1S,-18.8259,147.62727,u,-0.5,0.026449683437213392,-0.007550322169907391,-1.5452953394703512
OCDA_BA1S,-18.8259,147.62727,v,-24,-0.0053536702201169096,-0.016744278522583728,-0.3807321345533113
OCDA_BA1S,-18.8259,147.62727,v,-18,-0.003304878655013734,-0.02566002076680994,-0.5620264510219253
OCDA_BA1S,-18.8259,147.62727,v,-13,-0.0016905988092874382,-0.02547246042703099,-0.6119869971820934
OCDA_BA1S,-18.8259,147.62727,v,-9,0.0016276901540354127,-0.022205276375753175,-0.695357568987272
OCDA_BA1S,-18.8259,147.62727,v,-5.35,0.005721269855067311,-0.023421101415070016,-0.8340826330264189
OCDA_BA1S,-18.8259,147.62727,v,-2.35,0.010126053538337332,-0.036504940929684135,-0.9981396911159386
OCDA_BA1S,-18.8259,147.62727,v,-0.5,0.018744190307522644,-0.037796144969492906,-1.3117638847855075
OCDA_BA1S,-18.8259,147.62727,wspeed_u,99999.9,-3.4749071876666666,-4.540680547174242,-0.14591132812335164
OCDA_BA1S,-18.8259,147.62727,wspeed_v,99999.9,4.7153998959431584,1.5231090160472465,0.884463318433022
OCDA_BA2D,-18.814330000000002,147.6372,eta,99999.9,0.13222287816620426,0.05671254176050869,0.8655000043939466
OCDA_BA2D,-18.814330000000002,147.6372,salt,-24,35.334487618461644,35.20982873208286,0.0043958581172600895
OCDA_BA2D,-18.814330000000002,147.6372,salt,-18,35.33776400831335,35.187061071189554,0.0047060602615579174
OCDA_BA2D,-18.814330000000002,147.6372,salt,-13,35.342377631465574,35.14213143730112,0.004977287809419375
OCDA_BA2D,-18.814330000000002,147.6372,salt,-9,35.35180522562991,35.073377338167674,0.005444424310498138
OCDA_BA2D,-18.814330000000002,147.6372,salt,-5.35,35.36045566202366,35.031312694781704,0.005838251639289079
OCDA_BA2D,-18.814330000000002,147.6372,salt,-2.35,35.364051425630024,35.01816005083738,0.006019973569400942
OCDA_BA2D,-18.814330000000002,147.6372,salt,-0.5,35.36359431090523,35.011166328995394,0.006121931823408026
OCDA_BA2D,-18.814330000000002,147.6372,temp,-24,28.300968997965544,26.32577074742375,0.05855807184655273
OCDA_BA2D,-18.814330000000002,147.6372,temp,-18,28.47869673937725,26.500872856061072,0.06170328260889694
OCDA_BA2D,-18.814330000000002,147.6372,temp,-13,28.65598670627607,26.669463856679915,0.06396282656748503
OCDA_BA2D,-18.814330000000002,147.6372,temp,-9,28.906669169496258,26.92588765050173,0.0672214948678009
OCDA_BA2D,-18.814330000000002,147.6372,temp,-5.35,29.154576094459937,27.147163322300624,0.0699591767998472
OCDA_BA2D,-18.814330000000002,147.6372,temp,-2.35,29.33895411325334,27.265407241593852,0.07147374258452621
OCDA_BA2D,-18.814330000000002,147.6372,temp,-0.5,29.391546211906284,27.295427610353187,0.0719563777217429
OCDA_BA2D,-18.814330000000002,147.6372,u,-24,0.009450957252131027,-0.0012631840409716773,-4.122406158730525
OCDA_BA2D,-18.814330000000002,147.6372,u,-18,0.016239602935222298,0.0025483355533786234,27.71393834685531
OCDA_BA2D,-18.814330000000002,147.6372,u,-13,0.03234763036527452,0.011387704547369048,3.7538471636293913
OCDA_BA2D,-18.814330000000002,147.6372,u,-9,0.039879285528131615,0.014847456840553304,3.4297506151504527
OCDA_BA2D,-18.814330000000002,147.6372,u,-5.35,0.04291935148834317,0.01676852023706842,5.203717617435477
OCDA_BA2D,-18.814330000000002,147.6372,u,-2.35,0.03423471465001426,0.004257311826904938,-4.60373377455106
OCDA_BA2D,-18.814330000000002,147.6372,u,-0.5,0.019785674912517353,-0.010846475506784177,-1.1701543757622035
OCDA_BA2D,-18.814330000000002,147.6372,v,-24,0.006315150341068812,-0.002558959277655861,-1.9458096198454802
OCDA_BA2D,-18.814330000000002,147.6372,v,-18,-7.670897999999999e-4,-0.005931898666122551,-0.5354534692088351
OCDA_BA2D,-18.814330000000002,147.6372,v,-13,0.0026792401244630226,-0.009937827889947006,-0.8233151572717813
OCDA_BA2D,-18.814330000000002,147.6372,v,-9,0.0044648385565964925,-0.00974889051862294,-0.8569751817120139
