EcoLocationID_short,Latitude,Longitude,salt_9_mean,salt_9_median,salt_0.5_mean,salt_0.5_median,salt_2.35_mean,salt_2.35_median,temp_9_mean,temp_9_median,temp_0.5_mean,temp_0.5_median,temp_2.35_mean,temp_2.35_median,eta_99999.9_mean,eta_99999.9_median,v_9_mean,v_9_median,v_0.5_mean,v_0.5_median,v_2.35_mean,v_2.35_median,u_9_mean,u_9_median,u_0.5_mean,u_0.5_median,u_2.35_mean,u_2.35_median,wspeed_v_mean,wspeed_v_median,wspeed_u_mean,wspeed_u_median
KEMD_BA1S,-23.1619975,150.9208225,35.78117855933014,35.79245435566616,35.77201353907548,35.78548747543708,35.773489942459584,35.78678208774588,26.862959799943123,26.53944334637878,26.914811824163657,26.551781516035096,26.89212457442007,26.551236355513463,-0.079241559,-0.076139061,0.001322284,0.00108095,-0.001393456,8.500081859738037E-4,0.003101229,0.006404512,9.933191036851515E-4,0.006408178,4.621784664009873E-4,0.015447475605462536,0.007213812,0.024203542325280953,-1.498286399,-1.565159616,-2.597573482,-2.777090078
KENK_BA1S,-23.0843065,150.885571,no data,no data,35.69381011653242,35.68216841081217,35.694938386218084,35.67974028260542,no data,no data,26.6456588,26.469918469554464,26.621056162133858,26.473252622800214,-0.079583077,-0.080797116,no data,no data,-0.014162561,-0.003701154,-0.009535615,0.003434885,no data,no data,0.014174147848855461,0.010321453,0.018954038657772915,0.011189112393634314,-1.466757632,-1.506854233,-2.549063962,-2.742532599
CBHE_BA1D,-23.428043,151.952453,35.80024687911563,35.77472587198617,35.80027175,35.77471742554044,35.800254568215514,35.77472304405504,25.588089730026745,25.357194619070935,25.588143013808534,25.357940229039823,25.588012142566456,25.35728793237883,-0.097436178,-0.124368529,-0.003810185,-0.003079499,-0.003687204,0.001722208,-0.004090009,0.001713913,0.028686531119530363,0.016479072486846744,0.029209195702201728,0.014455735469355828,0.029773083170186013,0.014590318876530653,-0.697983287,-1.335726249,-2.448729374,-2.662406283
CBHE_BA1S,-23.4284405,151.952418,35.800318397674445,35.77472867049106,35.80034382353842,35.774711812018815,35.80032628874472,35.77472562344332,25.589097545408418,25.35567855040601,25.589152420875024,25.358774136338987,25.589017890599006,25.35624643848742,-0.097481122,-0.124497377,-0.003682591,-0.003265507,-0.00361594,0.001802063,-0.004015359,0.001812456,0.028484552,0.014943842983425363,0.029122670676568926,0.015281754835729527,0.029681635,0.015137420020478527,-0.698048327,-1.335625489,-2.448726485,-2.662507541
CBHE_BA2D,-23.434075,151.920269,35.79725258445723,35.77272844495397,35.79724574113415,35.77272633355565,35.79724510921511,35.77272696500439,25.61954184855934,25.40668629419654,25.618911488241952,25.40637841358136,25.619158227227658,25.406573930551456,-0.096945763,-0.117307203,0.020212201920557716,0.007063866,0.022163874,0.005387586,0.021863152554192168,0.006771472,0.006028441,-0.003222792,0.005072299,-0.005811107,0.006213732,-0.006456442,-0.719714483,-1.322831083,-2.452580494,-2.748179512
CBHE_BA2S,-23.433982,151.920934,35.796979180479774,35.77272500136342,35.79697200620787,35.77274248876753,35.79697242923766,35.772734883761366,25.61561988361557,25.40428297378888,25.615029146817374,25.403637810388886,25.615270144645738,25.403638763456478,-0.096923874,-0.118737307,0.017076352,0.004608586,0.019071511,0.004731129,0.018757763,0.005343513,0.007943882,0,0.006979069,-0.001690934,0.00813359,-0.003020673,-0.718331187,-1.327060175,-2.452384862,-2.742309976
CBHE_FL1S,-23.4561755,151.925688,35.80096887514691,35.771980145196785,35.80094776955728,35.77196519528721,35.80094412160087,35.77197137346686,25.661952092056943,25.453980195815067,25.66198899581328,25.454181527833597,25.66234621539391,25.454182333932515,-0.090744815,-0.102641273,0.022156052144822257,0.046552342,0.027842327314186562,0.050240047,0.027062546865971152,0.052321072122402605,-0.01052366,-0.034094159,-0.008842538,-0.033047165,-0.006083931,-0.030554874,-0.72447808,-1.348823575,-2.450297775,-2.737336818
CBHE_FR1D,-23.472098,151.977937,35.81116223912114,35.78192256974383,35.810672792200464,35.78101138,35.81067662024931,35.780993118852486,25.66674509299844,25.465931306266793,25.66996491250464,25.46365762,25.670374434093098,25.463501958928656,-0.093340265,-0.106862359,0.013072593294540814,0.023235207,0.008924131,0.020152017365806782,0.009017379,0.023069204320547636,0.036466642326886116,0.050114816572677696,0.040087244,0.049355459,0.043085246,0.04991624,-0.700264366,-1.3421962,-2.442618753,-2.650967087
CBHE_FR1S,-23.471972,151.9777105,35.81112886737538,35.781867825609304,35.81066638393633,35.780985769594196,35.81067012082133,35.781005313024615,25.667051645748277,25.465184991948895,25.670128547521887,25.464305314778663,25.67053531173911,25.46426167824848,-0.093304947,-0.106700115,0.013155178875952552,0.023805733,0.008928082,0.020587045391467117,0.009015521,0.023066493,0.036406833,0.049609159,0.040062132,0.049175747,0.043057883127058036,0.050148157,-0.700315817,-1.342272107,-2.442620305,-2.652012933
CBHE_FR2D,-23.4708255,151.9510635,35.806968682533515,35.77781412,35.80657529427527,35.77626250397145,35.806577431944014,35.77628056339782,25.69479898049922,25.486988200736985,25.692676984636595,25.48164051305473,25.693094275695294,25.482449485347047,-0.089007463,-0.104425773,0.004820538,0.007164694,0.008408715,0.004314224,0.008046128,0.013053334804316826,0.021984757,0.015169474374240637,0.022604283241274805,0.009234662,0.025454519,0.017201534275309068,-0.716125085,-1.360344763,-2.445980564,-2.685882341
CBHE_FR2S,-23.470371,151.950669,35.80690456608963,35.777681963477384,35.80650181157612,35.77612567385274,35.80650409667027,35.77614821550524,25.69462739560632,25.486790414449608,25.692413418632313,25.48043480756061,25.692834323022517,25.480640579157473,-0.088980129,-0.104491227,0.00471612,0.00671645,0.008560215,0.004973477,0.008200675,0.013653673615216704,0.021559905959562253,0.014753356,0.022317327256198685,0.008757564,0.025188676,0.01590867,-0.716134459,-1.360379098,-2.44601907,-2.686300545
CBHE_LA1S,-23.454021,151.968494,no data,no data,35.80691601220438,35.77451541924149,35.806928090518696,35.774515221129995,no data,no data,25.67739719301721,25.44507344093447,25.678417675142754,25.445077926042764,-0.097265897,-0.109944315,no data,no data,0.006541605,0.011976003,0.006879038,0.014382519273430462,no data,no data,0.029041683,0.029495739636067938,0.031999378061150316,0.028344538207137948,-0.698844198,-1.338874073,-2.445095689,-2.659386693
KENK_FL1S,-23.085374,150.899147,no data,no data,35.68162083984995,35.67020683973267,35.681243440277264,35.66350459098078,no data,no data,26.570700694392634,26.319886838933414,26.542968920624112,26.32098512154993,-0.08267563,-0.081145932,no data,no data,-0.007286742,-0.004339148,-0.003246173,-0.001112424,no data,no data,0.010233250115937566,-0.008287555,0.012392218710609177,2.6105842983124405E-4,-1.455174766,-1.504123709,-2.54401987,-2.722126061
OCCH_BA1S,-18.6532055,147.708533,35.37762856072066,35.38065052401127,35.36203488290948,35.36057381871387,35.36214793249884,35.360671138181964,27.125939545677493,26.96193732087783,27.410370158760422,27.171879794206642,27.37905864583797,27.169602422244516,0.027976044345656866,-0.008658874,9.93491276556548E-4,0.012004961510122302,-0.069685155,-0.053175667,-0.055866722,-0.039907904,0.064984736,0.068049411,0.056940844,0.052320973,0.073774155,0.078130426,-1.08496125,-0.841911364,-2.776229165,-2.925315067
OCCH_BA2S,-18.660365,147.702675,35.37941017224235,35.38311555837893,35.36604956,35.36508104345758,35.36611013460539,35.36424327,27.132736003103403,26.958832545256758,27.411432690480925,27.170438652675774,27.380256266876575,27.168348099015404,0.028221359375149517,-0.007473049,0.001333969,0.013274043860397901,-0.065581516,-0.051967126,-0.051681554,-0.035767294,0.06488839,0.069171672,0.056442346,0.053547093,0.073315908,0.077904679,-1.091865871,-0.856555195,-2.771628461,-2.905633738
OCCH_FL1S,-18.652217,147.7184615,35.38011837812717,35.37967364045264,35.36017132607964,35.35832671045887,35.360334727209796,35.35921113063013,27.09629550701632,26.916070939816592,27.410040647621432,27.169649686970025,27.37917226856712,27.168528478877814,0.026781838,-0.008843807,-0.001169715,0.010526311557102394,-0.074697401,-0.057730202,-0.060847711,-0.044451739,0.066234536,0.070550839,0.053522316,0.052366390791641425,0.070527604,0.075482734,-1.078433778,-0.845641377,-2.779194193,-2.922063708
OCDA_BA1D,-18.82579,147.62735,35.43590451597293,35.42923504,35.44390813639265,35.445444895572805,35.44353230024458,35.44193466011576,27.216890117435128,27.02917410718286,27.448397652435858,27.15257091120083,27.426552568545375,27.152349614973225,0.026826248798098536,-0.005844736,-0.035329305,-0.02842885,-0.084847439,-0.07896774,-0.072027928,-0.063009289,0.060521794,0.061324906,0.052924124,0.045281798,0.06735185,0.062304413,-1.25528155,-1.00776699,-2.676552489,-2.708251023
OCDA_BA1S,-18.8259,147.62727,35.43592654433944,35.429217589809674,35.44392083293775,35.44544355194014,35.44354471415769,35.44193744793771,27.217065343186224,27.029230375245675,27.448437771970784,27.152622028867537,27.426598013992123,27.15236758880915,0.026818405,-0.00582024,-0.03538397,-0.028385389,-0.084887662,-0.078966633,-0.072069216,-0.063087062,0.060557312,0.061400375,0.052939941,0.045291914,0.067369916,0.062319935722241995,-1.255324613,-1.007849547,-2.67653669,-2.708231245
OCDA_BA2D,-18.81433,147.6372,35.434265658187286,35.42697776325467,35.44085997310348,35.441431474656596,35.44053182359254,35.44012918535371,27.18340831417466,26.989190553365795,27.436040527162938,27.13442321789596,27.413709853515453,27.136564752271575,0.026951712911245658,-0.004571309,-0.016978616,-0.008080693,-0.071395034,-0.065095245,-0.058478408,-0.050623893,0.048028437623758566,0.048329912769825074,0.041397643,0.036688974092287586,0.055797938891563266,0.053141386,-1.236495802,-0.977540071,-2.683125056,-2.71217081
OCDA_BA2S,-18.81448,147.6372,35.434279104716715,35.42699317697416,35.440886270784844,35.44143992067754,35.44055752480179,35.440131542083115,27.18316863209688,26.98804467310588,27.436084482518954,27.134517044197032,27.413751810561983,27.136629870062364,0.026933860436475686,-0.004543425,-0.017060323,-0.008208877,-0.071454758,-0.065091865,-0.058536132,-0.051242871,0.048040102,0.048350791,0.041350168,0.036549178,0.055758317226598304,0.053035112,-1.236580649,-0.977700593,-2.683095092,-2.712098073
OCDA_FL1D,-18.80592,147.6688,35.43903432362482,35.430132918762126,35.440126248067195,35.44457636946103,35.43981447694525,35.443471744550756,27.210649907389364,27.00060050297352,27.426494241908173,27.12415227787157,27.40428542420756,27.122575873462015,0.025844392745541404,-0.006897255,-0.007066189,0,-0.0631075,-0.05933856,-0.050360163,-0.041848876,0.049407518,0.052037165,0.036690622283624026,0.043562331,0.050674851464589915,0.061071592,-1.206065659,-0.937814934,-2.69357984,-2.714614452
OCDA_FL1S,-18.80575,147.6686,35.43897874396513,35.43007797161162,35.440054138787225,35.44454082,35.43974237799578,35.44341273515445,27.210408654392864,27.001862194202968,27.426453130198347,27.124076995970515,27.40422077640274,27.122381684910152,0.025855926,-0.006836598,-0.007251692,0,-0.06328036,-0.059697341,-0.050528844,-0.042031721,0.049487346790455154,0.051820779,0.036862627,0.043449359411134474,0.050865041,0.061183988640735966,-1.206012117,-0.93741381,-2.693649389,-2.7148138
OCDA_FR1D,-18.81966,147.66394,35.442182270183345,35.43261299505247,35.445117946062844,35.44883142369576,35.44475331936283,35.447073757550655,27.212594112441092,27.00650160842054,27.435122409815904,27.13264712591838,27.414176316198244,27.132673530216074,0.025133201004891054,-0.007142114,0.001770405,0.008198587,-0.050449822,-0.044864715,-0.038265172,-0.026690577,0.035961199,0.046960936,0.018868548814346364,0.026610271595315788,0.03348844,0.046348967268706964,-1.223221336,-0.956678573,-2.686503722,-2.700062506
OCDA_FR1S,-18.8192,147.66391,35.44210448618608,35.43256472884758,35.44503777258795,35.44876291680889,35.44467444062306,35.44697843903469,27.21130200230448,27.00405275264593,27.43499293913326,27.132451687802686,27.41400730711241,27.132477716785818,0.025123733761778774,-0.007185655,0.001614315,0.008170185,-0.050695057,-0.045091346,-0.03849782,-0.026012971,0.03617628,0.047568906358661976,0.019104797599814982,0.026191731607247037,0.033733500727141603,0.04669981,-1.223046201,-0.956491193,-2.686572224,-2.699825838
OCDA_FR2D,-18.83191,147.65257,35.44377850775192,35.43412757656144,35.44830578080513,35.45012049,35.44785525579365,35.44895205525372,27.24202673981422,27.035604346167844,27.444604499024752,27.147215802983578,27.425341204626125,27.14725515646968,0.024837711,-0.008446812,-0.008616332,-7.67E-04,-0.058029654,-0.051441299,-0.046286086,-0.037417364,0.039067314,0.045183058,0.021483433,0.027087243,0.035780738895483256,0.046085745,-1.242544031,-0.982695995,-2.679843926,-2.705545613
OCDA_FR2S,-18.83187,147.6525,35.44376083852127,35.43405970384135,35.44829546297691,35.45010202582728,35.44784490579876,35.44895339,27.241802221778403,27.035186466652526,27.444590123870796,27.147217397963075,27.425323891522805,27.14726138323666,0.024836825950734515,-0.008446929,-0.008654433,-7.72E-04,-0.058075029,-0.05150745,-0.046329068,-0.037646368,0.039098734962146664,0.045102801,0.021513364758877055,0.027116967,0.035813776,0.046018378,-1.24255397,-0.982639386,-2.679842302,-2.705507193
OCDA_LA1S,-18.833,147.63338,35.438653735608206,35.43034385307056,35.446608447809815,35.44876500622051,35.44614417877268,35.44505983157862,27.202390409463145,27.008775126602508,27.44933321317392,27.15651302528182,27.428480076951242,27.15654021925126,0.025232513,-0.007654507,-0.032828733,-0.029141121,-0.081662487,-0.079806092,-0.069082254,-0.067943364,0.055404147,0.055301888,0.041955437374272674,0.038244072476945855,0.057010651,0.056951037141122436,-1.255726306,-1.016363348,-2.675936245,-2.700259899
OCDA_LA2S,-18.83125,147.63316,35.43776823967452,35.42991386724816,35.44620123,35.44810609624009,35.44574391648994,35.44505633464997,27.190982535842565,26.99564830697882,27.447962734438857,27.154827171960783,27.426907128453614,27.154963538387605,0.025026151760179794,-0.007529364,-0.033065617,-0.030702018,-0.082410839,-0.07954951,-0.069696951,-0.067465082,0.053634864403413376,0.054890891,0.040395171905722636,0.036563616302917275,0.055557764,0.055501385,-1.254767009,-1.014186522,-2.676306818,-2.701067103
OCLB_BA1S,-18.9493475,147.6929265,35.47615204214966,35.464045750622866,35.49066568525598,35.48755405924186,35.49045782,35.484569105854206,27.24910986237713,27.123025227178214,27.519976021882794,27.33019736190761,27.50125068229525,27.330988087965952,0.021917337,-0.013308592,-0.075505682,-0.066176918,-0.11682349,-0.114432831,-0.104733042,-0.10040382,0.10955940981463387,0.11058167797078419,0.10921860937791061,0.10950349350438847,0.12217889498730193,0.12365574655908915,-1.314120597,-1.163282022,-2.655383269,-2.63653884
OCLB_FL1S,-18.944062,147.699285,35.47496837484297,35.46648066060886,35.48892362843676,35.48536155871518,35.48878473392692,35.48338933166966,27.252882837863947,27.11868114073052,27.508594269291613,27.320598536447054,27.491002119758146,27.321153043911256,0.021556628,-0.01287212,-0.076679611,-0.071816633,-0.117471628,-0.116235801,-0.105322144,-0.101990285,0.11657780129306572,0.12090398671378029,0.11736541243910194,0.11984853672081677,0.13016305045669146,0.1354752537081197,-1.303341001,-1.152952945,-2.658568389,-2.645477331
OCLB_LA1S,-18.949382,147.701909,35.474407936601004,35.46659900694696,35.489971285257454,35.48603063591534,35.48981923856957,35.48404886292977,27.22842747063842,27.08665028378468,27.507242151073942,27.320209898904007,27.48948142,27.323628449989695,0.020439448,-0.012911766,-0.078854415,-0.07053725,-0.120243384,-0.114683631,-0.108134645,-0.103418477,0.1119624964367786,0.11451114538775652,0.11012882847019353,0.11069347388820355,0.12306987560625826,0.13036452459344078,-1.306660672,-1.159030982,-2.658361468,-2.656140837
PAOR_FL1D,-18.5715,146.4954,35.60969067541045,35.540972529356075,35.62350913189622,35.543316266417484,35.62182686307508,35.542198580305445,27.586360759850816,27.177658890200497,27.87014306457761,27.26583966298778,27.84099111039087,27.249449134192716,0.014841205,-0.033700574,-0.002873974,-0.002076049,-0.029747516,-0.022056379,-0.016328829,-0.013752059,-0.011677648,-0.006647374,-0.02342489,-0.018363277,-0.013308029,-0.006244933,-2.39722983,-2.356147929,-2.367822301,-2.481340031
PAOR_FL1S,-18.5720395,146.495178,35.610059575437646,35.541101294965706,35.62385995259144,35.544000818270874,35.622205476359866,35.54235358810797,27.589938610269215,27.17856106730371,27.873889213254504,27.26569438088901,27.845292011907297,27.251871715150394,0.014758448557747104,-0.033615688,-0.001969945,-0.002252212,-0.028693665,-0.020478239,-0.015602355,-0.012397259,-0.012068715,-0.006868533,-0.023191933,-0.017408844,-0.013359361,-0.006373228,-2.397776627,-2.355830099,-2.367735796,-2.481290768
PAPE_BA1D,-18.5505,146.4882,35.61639942011896,35.55016336918302,35.628171520990314,35.57093905626072,35.627683135685174,35.57089248794623,27.77544133,27.466769792498287,27.990244851359357,27.679576097916456,27.982093965177523,27.679601509832683,0.011738131366469236,-0.039829957,-0.006935594,-0.012403141,-0.041544855,-0.047803188,-0.032012113,-0.0399384,-0.009576176,-9.41E-04,-0.020394452,-0.006291466,-0.011941056,-0.001384099,-2.383152134,-2.353819503,-2.348518312,-2.462054129
PAPE_BA1S,-18.5508,146.4884,35.616415105048745,35.550098617445265,35.62819986534588,35.57089120117254,35.627707769281265,35.57091500919687,27.775352641005053,27.466440651310418,27.990256142432788,27.679690148023848,27.982059662088016,27.679714379999655,0.011739635206213187,-0.039831321,-0.006798634,-0.012783334,-0.041213702,-0.047774222,-0.031752953,-0.040159583,-0.009449793,-7.35E-04,-0.020072892,-0.005937092,-0.011693388,-0.001583721,-2.383207403,-2.353795301,-2.348596575,-2.462156302
PAPE_BA2D,-18.5408,146.4885,35.61192195976044,35.54800140119202,35.623981787019034,35.57116247484247,35.62365579765678,35.57110068407407,27.76877230368496,27.386147104389337,27.986030719116567,27.671484828292964,27.980061019039244,27.67022928,0.013025767,-0.038555121,-0.005564484,-0.015280857,-0.05558504,-0.057074701,-0.043063055,-0.047804147,-0.016931021,4.98504451193085E-4,-0.025628426,0.002965358,-0.014844149,0.007498428,-2.366748901,-2.345053023,-2.34743941,-2.46350959
PAPE_BA2S,-18.541,146.4886,35.611904921359496,35.54794340555418,35.62398240370917,35.57117779,35.623655362516814,35.57111608159624,27.768539588754262,27.385533490725624,27.98603654079568,27.671093529260506,27.980062784014482,27.670294535837428,0.013030364282202766,-0.038564274,-0.005541835,-0.014968397,-0.05546544,-0.056651023,-0.042976333,-0.047613722,-0.016878283,4.53880283057071E-4,-0.025493623,0.002886882,-0.014751522,0.00767769,-2.366778311,-2.344963352,-2.347482055,-2.463541161
PAPE_FR1D,-18.5394,146.4995,35.60667014684295,35.54135904415443,35.619784317909925,35.56792486406861,35.61943548572518,35.568094477559384,27.746439123158996,27.385337651805642,27.978080606905955,27.659982231707197,27.972172275901723,27.658764303814028,0.014914043859529996,-0.032553638,-6.88E-04,0.00252354,-0.053687107,-0.040472673,-0.043070196,-0.03171681,-0.006118421,0.004710643,0.00352048,0.008979318,0.01057315,0.020954344855129762,-2.350938915,-2.31728083,-2.36091114,-2.476325298
